age,stat_time_day,conversion,cpm,impressions,clicks,cost_per_conversion,conversion_rate,spend,cpc,ctr,shopping,shopping_sigla
NONE,2025-11-19 00:00:00,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-19 00:00:00,0,5.17,5637,333,0.0,0.0,29.14,0.09,5.91,Nacoes Shopping,NS
AGE_25_34,2025-11-19 00:00:00,0,5.41,3107,143,0.0,0.0,16.81,0.12,4.6,Nacoes Shopping,NS
AGE_35_44,2025-11-19 00:00:00,0,5.08,2095,109,0.0,0.0,10.65,0.1,5.2,Nacoes Shopping,NS
AGE_45_54,2025-11-19 00:00:00,0,6.33,1903,196,0.0,0.0,12.05,0.06,10.3,Nacoes Shopping,NS
AGE_55_100,2025-11-19 00:00:00,0,4.9,1756,105,0.0,0.0,8.6,0.08,5.98,Nacoes Shopping,NS
NONE,2025-11-20 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-20 00:00:00,0,4.57,5798,293,0.0,0.0,26.5,0.09,5.05,Nacoes Shopping,NS
AGE_25_34,2025-11-20 00:00:00,0,4.3,3412,132,0.0,0.0,14.66,0.11,3.87,Nacoes Shopping,NS
AGE_35_44,2025-11-20 00:00:00,0,5.22,2190,135,0.0,0.0,11.44,0.08,6.16,Nacoes Shopping,NS
AGE_45_54,2025-11-20 00:00:00,0,5.64,2195,229,0.0,0.0,12.38,0.05,10.43,Nacoes Shopping,NS
AGE_55_100,2025-11-20 00:00:00,0,5.51,1726,81,0.0,0.0,9.51,0.12,4.69,Nacoes Shopping,NS
NONE,2025-11-21 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-21 00:00:00,0,4.32,5801,322,0.0,0.0,25.08,0.08,5.55,Nacoes Shopping,NS
AGE_25_34,2025-11-21 00:00:00,0,4.04,3338,110,0.0,0.0,13.49,0.12,3.3,Nacoes Shopping,NS
AGE_35_44,2025-11-21 00:00:00,0,4.51,2381,155,0.0,0.0,10.73,0.07,6.51,Nacoes Shopping,NS
AGE_45_54,2025-11-21 00:00:00,0,5.47,1857,174,0.0,0.0,10.15,0.06,9.37,Nacoes Shopping,NS
AGE_55_100,2025-11-21 00:00:00,0,3.88,1629,68,0.0,0.0,6.32,0.09,4.17,Nacoes Shopping,NS
NONE,2025-11-22 00:00:00,0,10.0,1,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-22 00:00:00,0,4.4,5329,291,0.0,0.0,23.44,0.08,5.46,Nacoes Shopping,NS
AGE_25_34,2025-11-22 00:00:00,0,3.91,3522,141,0.0,0.0,13.77,0.1,4.0,Nacoes Shopping,NS
AGE_35_44,2025-11-22 00:00:00,0,4.93,2214,150,0.0,0.0,10.91,0.07,6.78,Nacoes Shopping,NS
AGE_45_54,2025-11-22 00:00:00,0,5.31,2033,215,0.0,0.0,10.8,0.05,10.58,Nacoes Shopping,NS
AGE_55_100,2025-11-22 00:00:00,0,3.38,1619,46,0.0,0.0,5.47,0.12,2.84,Nacoes Shopping,NS
NONE,2025-11-23 00:00:00,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-23 00:00:00,0,4.02,5956,332,0.0,0.0,23.97,0.07,5.57,Nacoes Shopping,NS
AGE_25_34,2025-11-23 00:00:00,0,3.77,3776,160,0.0,0.0,14.23,0.09,4.24,Nacoes Shopping,NS
AGE_35_44,2025-11-23 00:00:00,0,3.62,2750,129,0.0,0.0,9.96,0.08,4.69,Nacoes Shopping,NS
AGE_45_54,2025-11-23 00:00:00,0,5.31,2155,213,0.0,0.0,11.45,0.05,9.88,Nacoes Shopping,NS
AGE_55_100,2025-11-23 00:00:00,0,3.41,1750,66,0.0,0.0,5.97,0.09,3.77,Nacoes Shopping,NS
NONE,2025-11-24 00:00:00,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-24 00:00:00,0,4.82,4547,289,0.0,0.0,21.9,0.08,6.36,Nacoes Shopping,NS
AGE_25_34,2025-11-24 00:00:00,0,4.61,2905,150,0.0,0.0,13.4,0.09,5.16,Nacoes Shopping,NS
AGE_35_44,2025-11-24 00:00:00,0,4.56,2125,134,0.0,0.0,9.69,0.07,6.31,Nacoes Shopping,NS
AGE_45_54,2025-11-24 00:00:00,0,6.44,1685,199,0.0,0.0,10.85,0.05,11.81,Nacoes Shopping,NS
AGE_55_100,2025-11-24 00:00:00,0,3.83,1691,78,0.0,0.0,6.48,0.08,4.61,Nacoes Shopping,NS
NONE,2025-11-25 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-25 00:00:00,0,3.35,11251,272,0.0,0.0,37.74,0.14,2.42,Nacoes Shopping,NS
AGE_25_34,2025-11-25 00:00:00,0,3.65,6867,127,0.0,0.0,25.09,0.2,1.85,Nacoes Shopping,NS
AGE_35_44,2025-11-25 00:00:00,0,3.83,4211,117,0.0,0.0,16.13,0.14,2.78,Nacoes Shopping,NS
AGE_45_54,2025-11-25 00:00:00,0,4.23,3526,182,0.0,0.0,14.9,0.08,5.16,Nacoes Shopping,NS
AGE_55_100,2025-11-25 00:00:00,0,3.26,3420,92,0.0,0.0,11.14,0.12,2.69,Nacoes Shopping,NS
NONE,2025-11-26 00:00:00,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-26 00:00:00,0,3.14,13391,271,0.0,0.0,42.04,0.16,2.02,Nacoes Shopping,NS
AGE_25_34,2025-11-26 00:00:00,0,3.42,9399,153,0.0,0.0,32.13,0.21,1.63,Nacoes Shopping,NS
AGE_35_44,2025-11-26 00:00:00,0,3.99,4755,174,0.0,0.0,18.96,0.11,3.66,Nacoes Shopping,NS
AGE_45_54,2025-11-26 00:00:00,0,3.92,4088,155,0.0,0.0,16.01,0.1,3.79,Nacoes Shopping,NS
AGE_55_100,2025-11-26 00:00:00,0,2.78,4117,58,0.0,0.0,11.44,0.2,1.41,Nacoes Shopping,NS
NONE,2025-11-27 00:00:00,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-27 00:00:00,0,3.72,12371,223,0.0,0.0,46.06,0.21,1.8,Nacoes Shopping,NS
AGE_25_34,2025-11-27 00:00:00,0,3.78,9734,110,0.0,0.0,36.77,0.33,1.13,Nacoes Shopping,NS
AGE_35_44,2025-11-27 00:00:00,0,4.03,4573,127,0.0,0.0,18.41,0.14,2.78,Nacoes Shopping,NS
AGE_45_54,2025-11-27 00:00:00,0,4.32,4005,169,0.0,0.0,17.29,0.1,4.22,Nacoes Shopping,NS
AGE_55_100,2025-11-27 00:00:00,0,3.17,4217,67,0.0,0.0,13.37,0.2,1.59,Nacoes Shopping,NS
NONE,2025-11-28 00:00:00,0,25.0,2,1,0.0,0.0,0.05,0.05,50.0,Nacoes Shopping,NS
AGE_18_24,2025-11-28 00:00:00,0,3.96,11234,252,0.0,0.0,44.53,0.18,2.24,Nacoes Shopping,NS
AGE_25_34,2025-11-28 00:00:00,0,4.2,7871,131,0.0,0.0,33.03,0.25,1.66,Nacoes Shopping,NS
AGE_35_44,2025-11-28 00:00:00,0,4.14,4492,98,0.0,0.0,18.61,0.19,2.18,Nacoes Shopping,NS
AGE_45_54,2025-11-28 00:00:00,0,4.78,3419,155,0.0,0.0,16.33,0.11,4.53,Nacoes Shopping,NS
AGE_55_100,2025-11-28 00:00:00,0,3.91,3409,79,0.0,0.0,13.33,0.17,2.32,Nacoes Shopping,NS
NONE,2025-11-29 00:00:00,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-29 00:00:00,0,3.63,12406,291,0.0,0.0,45.02,0.15,2.35,Nacoes Shopping,NS
AGE_25_34,2025-11-29 00:00:00,0,4.14,8087,150,0.0,0.0,33.45,0.22,1.85,Nacoes Shopping,NS
AGE_35_44,2025-11-29 00:00:00,0,3.69,5273,95,0.0,0.0,19.47,0.2,1.8,Nacoes Shopping,NS
AGE_45_54,2025-11-29 00:00:00,0,3.79,3217,102,0.0,0.0,12.2,0.12,3.17,Nacoes Shopping,NS
AGE_55_100,2025-11-29 00:00:00,0,4.57,4044,246,0.0,0.0,18.49,0.08,6.08,Nacoes Shopping,NS
NONE,2025-11-30 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-30 00:00:00,0,3.72,7234,272,0.0,0.0,26.88,0.1,3.76,Nacoes Shopping,NS
AGE_25_34,2025-11-30 00:00:00,0,3.77,4321,131,0.0,0.0,16.28,0.12,3.03,Nacoes Shopping,NS
AGE_35_44,2025-11-30 00:00:00,0,4.42,2674,95,0.0,0.0,11.83,0.12,3.55,Nacoes Shopping,NS
AGE_45_54,2025-11-30 00:00:00,0,5.67,2759,399,0.0,0.0,15.63,0.04,14.46,Nacoes Shopping,NS
AGE_55_100,2025-11-30 00:00:00,0,3.73,2434,118,0.0,0.0,9.07,0.08,4.85,Nacoes Shopping,NS
NONE,2025-12-01 00:00:00,0,20.0,1,0,0.0,0.0,0.02,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-01 00:00:00,0,3.28,6191,215,0.0,0.0,20.3,0.09,3.47,Nacoes Shopping,NS
AGE_25_34,2025-12-01 00:00:00,0,3.75,3813,124,0.0,0.0,14.3,0.12,3.25,Nacoes Shopping,NS
AGE_35_44,2025-12-01 00:00:00,0,3.41,3430,126,0.0,0.0,11.69,0.09,3.67,Nacoes Shopping,NS
AGE_45_54,2025-12-01 00:00:00,0,4.38,2420,215,0.0,0.0,10.6,0.05,8.88,Nacoes Shopping,NS
AGE_55_100,2025-12-01 00:00:00,0,3.26,3754,288,0.0,0.0,12.22,0.04,7.67,Nacoes Shopping,NS
NONE,2025-12-02 00:00:00,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-02 00:00:00,0,3.18,6379,193,0.0,0.0,20.26,0.1,3.03,Nacoes Shopping,NS
AGE_25_34,2025-12-02 00:00:00,0,3.31,4340,91,0.0,0.0,14.38,0.16,2.1,Nacoes Shopping,NS
AGE_35_44,2025-12-02 00:00:00,0,4.08,3463,205,0.0,0.0,14.12,0.07,5.92,Nacoes Shopping,NS
AGE_45_54,2025-12-02 00:00:00,0,4.96,2453,260,0.0,0.0,12.17,0.05,10.6,Nacoes Shopping,NS
AGE_55_100,2025-12-02 00:00:00,0,3.84,3079,291,0.0,0.0,11.82,0.04,9.45,Nacoes Shopping,NS
NONE,2025-12-03 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-03 00:00:00,0,2.9,8061,208,0.0,0.0,23.37,0.11,2.58,Nacoes Shopping,NS
AGE_25_34,2025-12-03 00:00:00,0,3.0,5511,132,0.0,0.0,16.56,0.13,2.4,Nacoes Shopping,NS
AGE_35_44,2025-12-03 00:00:00,0,2.93,3554,102,0.0,0.0,10.4,0.1,2.87,Nacoes Shopping,NS
AGE_45_54,2025-12-03 00:00:00,0,4.4,3288,312,0.0,0.0,14.46,0.05,9.49,Nacoes Shopping,NS
AGE_55_100,2025-12-03 00:00:00,0,3.38,3406,270,0.0,0.0,11.5,0.04,7.93,Nacoes Shopping,NS
NONE,2025-12-04 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-04 00:00:00,0,2.9,11007,303,0.0,0.0,31.9,0.11,2.75,Nacoes Shopping,NS
AGE_25_34,2025-12-04 00:00:00,0,3.36,6066,160,0.0,0.0,20.41,0.13,2.64,Nacoes Shopping,NS
AGE_35_44,2025-12-04 00:00:00,0,2.95,5188,168,0.0,0.0,15.31,0.09,3.24,Nacoes Shopping,NS
AGE_45_54,2025-12-04 00:00:00,0,3.61,3397,213,0.0,0.0,12.26,0.06,6.27,Nacoes Shopping,NS
AGE_55_100,2025-12-04 00:00:00,0,3.17,3550,193,0.0,0.0,11.26,0.06,5.44,Nacoes Shopping,NS
NONE,2025-12-05 00:00:00,0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-05 00:00:00,0,3.17,10999,306,0.0,0.0,34.86,0.11,2.78,Nacoes Shopping,NS
AGE_25_34,2025-12-05 00:00:00,0,3.33,5849,105,0.0,0.0,19.48,0.19,1.8,Nacoes Shopping,NS
AGE_35_44,2025-12-05 00:00:00,0,3.13,4411,116,0.0,0.0,13.81,0.12,2.63,Nacoes Shopping,NS
AGE_45_54,2025-12-05 00:00:00,0,3.65,3029,174,0.0,0.0,11.05,0.06,5.74,Nacoes Shopping,NS
AGE_55_100,2025-12-05 00:00:00,0,3.47,3520,204,0.0,0.0,12.22,0.06,5.8,Nacoes Shopping,NS
NONE,2025-12-06 00:00:00,0,10.0,2,0,0.0,0.0,0.02,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-06 00:00:00,0,3.57,10497,350,0.0,0.0,37.52,0.11,3.33,Nacoes Shopping,NS
AGE_25_34,2025-12-06 00:00:00,0,3.61,5549,129,0.0,0.0,20.02,0.16,2.32,Nacoes Shopping,NS
AGE_35_44,2025-12-06 00:00:00,0,3.61,4056,109,0.0,0.0,14.66,0.13,2.69,Nacoes Shopping,NS
AGE_45_54,2025-12-06 00:00:00,0,4.36,2703,193,0.0,0.0,11.79,0.06,7.14,Nacoes Shopping,NS
AGE_55_100,2025-12-06 00:00:00,0,4.11,3226,237,0.0,0.0,13.26,0.06,7.35,Nacoes Shopping,NS
NONE,2025-12-07 00:00:00,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-07 00:00:00,0,3.43,10398,250,0.0,0.0,35.62,0.14,2.4,Nacoes Shopping,NS
AGE_25_34,2025-12-07 00:00:00,0,3.78,5658,110,0.0,0.0,21.41,0.19,1.94,Nacoes Shopping,NS
AGE_35_44,2025-12-07 00:00:00,0,3.38,4007,103,0.0,0.0,13.56,0.13,2.57,Nacoes Shopping,NS
AGE_45_54,2025-12-07 00:00:00,0,3.8,3037,205,0.0,0.0,11.54,0.06,6.75,Nacoes Shopping,NS
AGE_55_100,2025-12-07 00:00:00,0,3.79,3215,180,0.0,0.0,12.2,0.07,5.6,Nacoes Shopping,NS
NONE,2025-12-08 00:00:00,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-08 00:00:00,0,3.33,11785,364,0.0,0.0,39.27,0.11,3.09,Nacoes Shopping,NS
AGE_25_34,2025-12-08 00:00:00,0,3.31,6255,128,0.0,0.0,20.73,0.16,2.05,Nacoes Shopping,NS
AGE_35_44,2025-12-08 00:00:00,0,3.36,4422,137,0.0,0.0,14.85,0.11,3.1,Nacoes Shopping,NS
AGE_45_54,2025-12-08 00:00:00,0,3.49,3486,207,0.0,0.0,12.17,0.06,5.94,Nacoes Shopping,NS
AGE_55_100,2025-12-08 00:00:00,0,3.61,3438,221,0.0,0.0,12.42,0.06,6.43,Nacoes Shopping,NS
NONE,2025-12-09 00:00:00,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-09 00:00:00,0,2.85,11618,332,0.0,0.0,33.11,0.1,2.86,Nacoes Shopping,NS
AGE_25_34,2025-12-09 00:00:00,0,2.85,7072,127,0.0,0.0,20.13,0.16,1.8,Nacoes Shopping,NS
AGE_35_44,2025-12-09 00:00:00,0,3.17,4871,127,0.0,0.0,15.45,0.12,2.61,Nacoes Shopping,NS
AGE_45_54,2025-12-09 00:00:00,0,3.13,3458,156,0.0,0.0,10.82,0.07,4.51,Nacoes Shopping,NS
AGE_55_100,2025-12-09 00:00:00,0,4.02,3650,285,0.0,0.0,14.67,0.05,7.81,Nacoes Shopping,NS
NONE,2025-12-10 00:00:00,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-10 00:00:00,0,2.86,12028,212,0.0,0.0,34.4,0.16,1.76,Nacoes Shopping,NS
AGE_25_34,2025-12-10 00:00:00,0,3.23,7238,102,0.0,0.0,23.4,0.23,1.41,Nacoes Shopping,NS
AGE_35_44,2025-12-10 00:00:00,0,2.79,4722,76,0.0,0.0,13.19,0.17,1.61,Nacoes Shopping,NS
AGE_45_54,2025-12-10 00:00:00,0,3.51,3304,175,0.0,0.0,11.59,0.07,5.3,Nacoes Shopping,NS
AGE_55_100,2025-12-10 00:00:00,0,3.27,3322,179,0.0,0.0,10.87,0.06,5.39,Nacoes Shopping,NS
NONE,2025-12-11 00:00:00,0,5.0,8,0,0.0,0.0,0.04,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-11 00:00:00,0,3.19,11359,231,0.0,0.0,36.23,0.16,2.03,Nacoes Shopping,NS
AGE_25_34,2025-12-11 00:00:00,0,3.32,6364,113,0.0,0.0,21.1,0.19,1.78,Nacoes Shopping,NS
AGE_35_44,2025-12-11 00:00:00,0,3.22,4586,103,0.0,0.0,14.76,0.14,2.25,Nacoes Shopping,NS
AGE_45_54,2025-12-11 00:00:00,0,3.0,3080,108,0.0,0.0,9.23,0.09,3.51,Nacoes Shopping,NS
AGE_55_100,2025-12-11 00:00:00,0,3.84,3418,212,0.0,0.0,13.13,0.06,6.2,Nacoes Shopping,NS
NONE,2025-12-12 00:00:00,0,5.56,9,0,0.0,0.0,0.05,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-12 00:00:00,0,3.05,11247,320,0.0,0.0,34.27,0.11,2.85,Nacoes Shopping,NS
AGE_25_34,2025-12-12 00:00:00,0,3.39,6032,137,0.0,0.0,20.46,0.15,2.27,Nacoes Shopping,NS
AGE_35_44,2025-12-12 00:00:00,0,3.89,4580,209,0.0,0.0,17.8,0.09,4.56,Nacoes Shopping,NS
AGE_45_54,2025-12-12 00:00:00,0,3.85,2647,156,0.0,0.0,10.18,0.07,5.89,Nacoes Shopping,NS
AGE_55_100,2025-12-12 00:00:00,0,4.22,4499,436,0.0,0.0,18.97,0.04,9.69,Nacoes Shopping,NS
NONE,2025-12-13 00:00:00,0,4.0,10,0,0.0,0.0,0.04,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-13 00:00:00,0,2.78,11519,258,0.0,0.0,32.04,0.12,2.24,Nacoes Shopping,NS
AGE_25_34,2025-12-13 00:00:00,0,3.26,6448,119,0.0,0.0,21.02,0.18,1.85,Nacoes Shopping,NS
AGE_35_44,2025-12-13 00:00:00,0,3.01,5141,163,0.0,0.0,15.45,0.09,3.17,Nacoes Shopping,NS
AGE_45_54,2025-12-13 00:00:00,0,3.63,3177,181,0.0,0.0,11.54,0.06,5.7,Nacoes Shopping,NS
AGE_55_100,2025-12-13 00:00:00,0,3.38,3684,216,0.0,0.0,12.45,0.06,5.86,Nacoes Shopping,NS
NONE,2025-12-14 00:00:00,0,2.0,5,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-14 00:00:00,0,2.88,11534,318,0.0,0.0,33.21,0.1,2.76,Nacoes Shopping,NS
AGE_25_34,2025-12-14 00:00:00,0,2.93,6989,156,0.0,0.0,20.5,0.13,2.23,Nacoes Shopping,NS
AGE_35_44,2025-12-14 00:00:00,0,2.95,4719,137,0.0,0.0,13.94,0.1,2.9,Nacoes Shopping,NS
AGE_45_54,2025-12-14 00:00:00,0,3.27,3136,175,0.0,0.0,10.24,0.06,5.58,Nacoes Shopping,NS
AGE_55_100,2025-12-14 00:00:00,0,3.49,4200,356,0.0,0.0,14.67,0.04,8.48,Nacoes Shopping,NS
NONE,2025-12-15 00:00:00,0,4.29,14,0,0.0,0.0,0.06,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-15 00:00:00,0,2.82,12354,342,0.0,0.0,34.9,0.1,2.77,Nacoes Shopping,NS
AGE_25_34,2025-12-15 00:00:00,0,2.84,7324,119,0.0,0.0,20.77,0.17,1.62,Nacoes Shopping,NS
AGE_35_44,2025-12-15 00:00:00,0,2.66,4572,109,0.0,0.0,12.16,0.11,2.38,Nacoes Shopping,NS
AGE_45_54,2025-12-15 00:00:00,0,3.14,3057,183,0.0,0.0,9.61,0.05,5.99,Nacoes Shopping,NS
AGE_55_100,2025-12-15 00:00:00,0,3.41,3100,211,0.0,0.0,10.56,0.05,6.81,Nacoes Shopping,NS
NONE,2025-12-16 00:00:00,0,10.0,4,0,0.0,0.0,0.04,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-16 00:00:00,0,3.0,11165,369,0.0,0.0,33.53,0.09,3.3,Nacoes Shopping,NS
AGE_25_34,2025-12-16 00:00:00,0,2.94,6596,98,0.0,0.0,19.36,0.2,1.49,Nacoes Shopping,NS
AGE_35_44,2025-12-16 00:00:00,0,3.02,4362,145,0.0,0.0,13.17,0.09,3.32,Nacoes Shopping,NS
AGE_45_54,2025-12-16 00:00:00,0,3.33,2357,110,0.0,0.0,7.86,0.07,4.67,Nacoes Shopping,NS
AGE_55_100,2025-12-16 00:00:00,0,2.82,3894,308,0.0,0.0,10.98,0.04,7.91,Nacoes Shopping,NS
NONE,2025-12-17 00:00:00,0,8.0,10,1,0.0,0.0,0.08,0.08,10.0,Nacoes Shopping,NS
AGE_18_24,2025-12-17 00:00:00,0,2.92,10975,278,0.0,0.0,32.02,0.12,2.53,Nacoes Shopping,NS
AGE_25_34,2025-12-17 00:00:00,0,3.1,6976,125,0.0,0.0,21.65,0.17,1.79,Nacoes Shopping,NS
AGE_35_44,2025-12-17 00:00:00,0,2.87,4813,164,0.0,0.0,13.81,0.08,3.41,Nacoes Shopping,NS
AGE_45_54,2025-12-17 00:00:00,0,2.75,2712,127,0.0,0.0,7.47,0.06,4.68,Nacoes Shopping,NS
AGE_55_100,2025-12-17 00:00:00,0,3.18,2654,144,0.0,0.0,8.45,0.06,5.43,Nacoes Shopping,NS
NONE,2025-12-18 00:00:00,0,4.62,13,0,0.0,0.0,0.06,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-18 00:00:00,0,3.1,9556,282,0.0,0.0,29.59,0.1,2.95,Nacoes Shopping,NS
AGE_25_34,2025-12-18 00:00:00,0,3.5,5800,159,0.0,0.0,20.32,0.13,2.74,Nacoes Shopping,NS
AGE_35_44,2025-12-18 00:00:00,0,3.15,4240,125,0.0,0.0,13.35,0.11,2.95,Nacoes Shopping,NS
AGE_45_54,2025-12-18 00:00:00,0,3.65,2395,147,0.0,0.0,8.74,0.06,6.14,Nacoes Shopping,NS
AGE_55_100,2025-12-18 00:00:00,0,2.69,3006,125,0.0,0.0,8.08,0.06,4.16,Nacoes Shopping,NS
NONE,2025-12-19 00:00:00,0,16.0,5,1,0.0,0.0,0.08,0.08,20.0,Nacoes Shopping,NS
AGE_18_24,2025-12-19 00:00:00,0,3.21,9759,344,0.0,0.0,31.32,0.09,3.52,Nacoes Shopping,NS
AGE_25_34,2025-12-19 00:00:00,0,3.14,5459,131,0.0,0.0,17.13,0.13,2.4,Nacoes Shopping,NS
AGE_35_44,2025-12-19 00:00:00,0,3.41,4077,134,0.0,0.0,13.92,0.1,3.29,Nacoes Shopping,NS
AGE_45_54,2025-12-19 00:00:00,0,3.25,3434,229,0.0,0.0,11.16,0.05,6.67,Nacoes Shopping,NS
AGE_55_100,2025-12-19 00:00:00,0,3.14,2997,157,0.0,0.0,9.42,0.06,5.24,Nacoes Shopping,NS
NONE,2025-12-20 00:00:00,0,4.0,10,1,0.0,0.0,0.04,0.04,10.0,Nacoes Shopping,NS
AGE_18_24,2025-12-20 00:00:00,0,3.2,9115,288,0.0,0.0,29.18,0.1,3.16,Nacoes Shopping,NS
AGE_25_34,2025-12-20 00:00:00,0,3.24,5493,115,0.0,0.0,17.78,0.15,2.09,Nacoes Shopping,NS
AGE_35_44,2025-12-20 00:00:00,0,3.22,3982,104,0.0,0.0,12.83,0.12,2.61,Nacoes Shopping,NS
AGE_45_54,2025-12-20 00:00:00,0,4.41,2548,174,0.0,0.0,11.24,0.06,6.83,Nacoes Shopping,NS
AGE_55_100,2025-12-20 00:00:00,0,2.92,3956,176,0.0,0.0,11.57,0.07,4.45,Nacoes Shopping,NS
NONE,2025-12-21 00:00:00,0,5.0,6,0,0.0,0.0,0.03,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-21 00:00:00,0,2.91,10660,306,0.0,0.0,31.03,0.1,2.87,Nacoes Shopping,NS
AGE_25_34,2025-12-21 00:00:00,0,3.01,6156,118,0.0,0.0,18.53,0.16,1.92,Nacoes Shopping,NS
AGE_35_44,2025-12-21 00:00:00,0,2.82,4933,133,0.0,0.0,13.91,0.1,2.7,Nacoes Shopping,NS
AGE_45_54,2025-12-21 00:00:00,0,2.98,2916,100,0.0,0.0,8.69,0.09,3.43,Nacoes Shopping,NS
AGE_55_100,2025-12-21 00:00:00,0,3.13,3320,142,0.0,0.0,10.38,0.07,4.28,Nacoes Shopping,NS
NONE,2025-12-22 00:00:00,0,5.0,6,0,0.0,0.0,0.03,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-22 00:00:00,0,2.9,10285,296,0.0,0.0,29.87,0.1,2.88,Nacoes Shopping,NS
AGE_25_34,2025-12-22 00:00:00,0,2.58,6228,87,0.0,0.0,16.05,0.18,1.4,Nacoes Shopping,NS
AGE_35_44,2025-12-22 00:00:00,0,3.01,3997,107,0.0,0.0,12.02,0.11,2.68,Nacoes Shopping,NS
AGE_45_54,2025-12-22 00:00:00,0,4.09,2599,197,0.0,0.0,10.63,0.05,7.58,Nacoes Shopping,NS
AGE_55_100,2025-12-22 00:00:00,0,3.45,3811,289,0.0,0.0,13.14,0.05,7.58,Nacoes Shopping,NS
NONE,2025-12-23 00:00:00,0,5.0,10,1,0.0,0.0,0.05,0.05,10.0,Nacoes Shopping,NS
AGE_18_24,2025-12-23 00:00:00,0,2.88,10258,213,0.0,0.0,29.54,0.14,2.08,Nacoes Shopping,NS
AGE_25_34,2025-12-23 00:00:00,0,3.07,5805,83,0.0,0.0,17.82,0.21,1.43,Nacoes Shopping,NS
AGE_35_44,2025-12-23 00:00:00,0,2.98,3885,80,0.0,0.0,11.58,0.14,2.06,Nacoes Shopping,NS
AGE_45_54,2025-12-23 00:00:00,0,3.58,2625,143,0.0,0.0,9.4,0.07,5.45,Nacoes Shopping,NS
AGE_55_100,2025-12-23 00:00:00,0,4.1,3292,259,0.0,0.0,13.49,0.05,7.87,Nacoes Shopping,NS
NONE,2025-12-24 00:00:00,0,2.0,5,0,0.0,0.0,0.01,0.0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-24 00:00:00,0,2.66,11174,321,0.0,0.0,29.74,0.09,2.87,Nacoes Shopping,NS
AGE_25_34,2025-12-24 00:00:00,0,2.44,8241,120,0.0,0.0,20.11,0.17,1.46,Nacoes Shopping,NS
AGE_35_44,2025-12-24 00:00:00,0,2.73,4059,131,0.0,0.0,11.09,0.08,3.23,Nacoes Shopping,NS
AGE_45_54,2025-12-24 00:00:00,0,2.92,3345,171,0.0,0.0,9.77,0.06,5.11,Nacoes Shopping,NS
AGE_55_100,2025-12-24 00:00:00,0,2.55,3616,123,0.0,0.0,9.23,0.08,3.4,Nacoes Shopping,NS
NONE,2025-12-25 00:00:00,0,13.33,3,0,0.0,0.0,0.04,0.0,0.0,Nacoes Shopping,NS
