stat_time_day,video_watched_6s,average_video_play,ctr,average_video_play_per_user,video_views_p50,profile_visits,impressions,engaged_view_15s,conversion_rate,cpc,cpm,likes,shares,video_play_actions,video_views_p25,cost_per_conversion,clicks_on_music_disc,follows,video_watched_2s,engaged_view,total_complete_payment_rate,spend,video_views_p100,comments,video_views_p75,clicks,conversion,shopping,shopping_sigla
2025-12-30 00:00:00,2378,4.49,5.55,2.93,779,131,29421,1876,0.0,0.05,2.5,21,2,9628,2184,0.0,0,8,3214,3463,0.0,73.63,318,1,425,1634,0,Nacoes Shopping,NS
2025-12-25 00:00:00,2202,3.14,3.47,2.64,798,148,30600,1443,0.0,0.07,2.58,23,0,14126,1845,0.0,0,7,3367,2846,0.0,78.99,370,0,478,1062,0,Nacoes Shopping,NS
2025-12-20 00:00:00,2090,3.47,3.42,2.92,647,137,25104,1293,0.0,0.1,3.29,17,1,11748,1875,0.0,0,4,2944,2719,0.0,82.64,258,0,356,858,0,Nacoes Shopping,NS
2025-12-15 00:00:00,1922,2.12,3.17,2.84,614,222,30421,1223,0.0,0.09,2.89,27,0,24643,1684,0.0,0,3,3706,2497,0.0,88.06,237,0,356,964,0,Nacoes Shopping,NS
2026-01-02 00:00:00,1,2.17,40.0,5.8,1,0,5,3,0.0,0.0,0.0,0,0,8,1,0.0,0,0,2,3,0.0,0.0,1,0,1,2,0,Nacoes Shopping,NS
2025-12-28 00:00:00,2856,3.68,4.76,3.43,1041,102,32098,2045,0.0,0.05,2.59,26,0,15791,2577,0.0,0,8,4269,3856,0.0,83.09,525,1,665,1527,0,Nacoes Shopping,NS
2025-12-23 00:00:00,1784,3.57,3.01,2.35,636,205,25875,1196,0.0,0.11,3.16,30,0,10256,1541,0.0,0,8,2681,2316,0.0,81.88,269,1,386,779,0,Nacoes Shopping,NS
2025-12-18 00:00:00,1567,2.87,3.35,2.17,463,221,25010,1062,0.0,0.1,3.2,16,0,11220,1377,0.0,0,4,2425,2128,0.0,80.14,176,1,263,838,0,Nacoes Shopping,NS
2026-01-12 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-01-07 00:00:00,0,0.69,0.0,1.37,0,0,2,0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-01-10 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-01-05 00:00:00,3,14.6,12.5,19.47,2,0,8,3,0.0,0.0,0.0,0,0,4,2,0.0,0,0,4,4,0.0,0.0,1,0,1,1,0,Nacoes Shopping,NS
2025-12-31 00:00:00,1352,4.11,5.05,2.1,470,123,21654,1155,0.0,0.05,2.32,8,0,6063,1286,0.0,0,1,1759,2049,0.0,50.26,181,2,269,1094,0,Nacoes Shopping,NS
2025-12-26 00:00:00,2043,3.27,3.28,2.47,781,182,30730,1484,0.0,0.07,2.43,15,2,13227,1839,0.0,0,7,3151,2758,0.0,74.82,376,1,500,1008,0,Nacoes Shopping,NS
2025-12-21 00:00:00,2084,3.3,2.85,2.58,647,218,27991,1146,0.0,0.1,2.95,25,0,12235,1792,0.0,0,6,3131,2575,0.0,82.57,254,0,364,799,0,Nacoes Shopping,NS
2025-12-16 00:00:00,1530,1.99,3.63,2.26,484,231,28378,1086,0.0,0.08,2.99,23,0,18926,1319,0.0,0,10,2848,2106,0.0,84.94,183,0,277,1030,0,Nacoes Shopping,NS
2025-12-14 00:00:00,2487,2.34,3.73,3.5,850,120,30583,1621,0.0,0.08,3.03,39,0,26166,2216,0.0,0,8,4399,3245,0.0,92.57,343,0,497,1142,0,Nacoes Shopping,NS
2026-01-08 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-01-03 00:00:00,1,4.89,0.0,6.52,0,0,3,0,0.0,0.0,0.0,0,0,4,1,0.0,0,0,3,1,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2025-12-29 00:00:00,2501,3.49,4.7,3.07,950,112,33576,1917,0.0,0.05,2.36,20,0,14917,2256,0.0,0,3,3773,3457,0.0,79.37,430,1,603,1579,0,Nacoes Shopping,NS
2025-12-24 00:00:00,2711,4.06,2.84,3.02,973,180,30440,1502,0.0,0.09,2.63,33,2,12294,2330,0.0,0,8,3949,3297,0.0,79.95,420,2,556,866,0,Nacoes Shopping,NS
2025-12-19 00:00:00,1936,3.21,3.87,2.62,602,200,25731,1272,0.0,0.08,3.23,17,1,11558,1698,0.0,0,4,2761,2579,0.0,83.03,204,2,309,996,0,Nacoes Shopping,NS
2026-01-26 00:00:00,164,1.02,0.0,1.44,100,27,14688,56,0.0,0.0,1.94,9,0,14591,224,0.0,0,0,828,157,0.0,28.46,40,1,60,0,0,Nacoes Shopping,NS
2026-01-21 00:00:00,203,1.06,0.0,1.76,135,33,19038,67,0.0,0.0,1.77,9,0,18910,280,0.0,0,2,1115,205,0.0,33.74,60,0,82,0,0,Nacoes Shopping,NS
2026-02-10 00:00:00,260,1.47,0.0,2.21,104,19,11900,74,0.0,0.0,1.65,12,1,11811,264,0.0,0,1,1222,259,0.0,19.58,45,1,67,0,0,Nacoes Shopping,NS
2026-02-05 00:00:00,671,1.28,0.0,2.31,216,70,42084,186,0.0,0.0,1.97,33,0,41603,586,0.0,0,4,3546,673,0.0,83.04,82,2,118,0,0,Nacoes Shopping,NS
2026-01-31 00:00:00,978,1.32,0.0,2.75,300,81,47769,292,0.0,0.0,1.93,34,5,47407,752,0.0,0,2,4760,974,0.0,92.03,112,1,164,0,0,Nacoes Shopping,NS
2026-01-16 00:00:00,209,1.04,0.0,1.76,142,33,20387,73,0.0,0.0,1.65,5,0,20253,303,0.0,0,0,1230,209,0.0,33.66,55,0,81,0,0,Nacoes Shopping,NS
2026-01-19 00:00:00,211,1.1,0.0,1.64,127,29,17300,76,0.0,0.0,1.82,9,0,17176,281,0.0,0,1,1156,208,0.0,31.47,55,0,73,0,0,Nacoes Shopping,NS
2026-01-14 00:00:00,89,0.96,0.0,1.68,52,17,9413,26,0.0,0.0,1.27,1,0,9347,130,0.0,0,0,439,89,0.0,11.98,20,0,25,0,0,Nacoes Shopping,NS
2026-01-24 00:00:00,170,1.02,0.0,1.57,92,28,17731,53,0.0,0.0,1.74,8,0,17623,242,0.0,0,1,1012,167,0.0,30.78,38,0,59,0,0,Nacoes Shopping,NS
2026-02-08 00:00:00,384,1.4,0.0,1.86,159,37,16942,126,0.0,0.0,1.86,20,1,16756,368,0.0,0,3,1968,389,0.0,31.43,68,0,87,0,0,Nacoes Shopping,NS
2026-02-03 00:00:00,709,1.29,0.0,2.01,231,101,40649,210,0.0,0.0,2.02,36,0,40085,590,0.0,0,8,3535,705,0.0,82.03,102,2,143,0,0,Nacoes Shopping,NS
2026-01-29 00:00:00,580,1.26,0.0,2.96,182,71,31480,163,0.0,0.0,1.65,34,0,31284,509,0.0,0,6,2986,588,0.0,52.07,71,0,105,0,0,Nacoes Shopping,NS
2026-01-27 00:00:00,264,1.26,0.0,2.02,131,34,14869,96,0.0,0.0,1.78,14,1,14760,314,0.0,0,2,1356,272,0.0,26.41,51,0,73,0,0,Nacoes Shopping,NS
2026-01-22 00:00:00,168,0.96,0.0,1.69,110,31,19593,42,0.0,0.0,1.61,7,0,19471,251,0.0,0,1,992,163,0.0,31.49,47,0,70,0,0,Nacoes Shopping,NS
2026-01-17 00:00:00,243,1.08,0.0,1.75,141,32,20552,84,0.0,0.0,1.64,12,0,20394,371,0.0,0,3,1323,246,0.0,33.8,65,0,85,0,0,Nacoes Shopping,NS
2026-02-11 00:00:00,210,1.27,0.0,1.9,84,29,12188,55,0.0,0.0,1.51,9,1,12087,243,0.0,0,2,1091,210,0.0,18.44,31,0,46,0,0,Nacoes Shopping,NS
2026-02-06 00:00:00,726,1.24,0.0,2.34,203,79,43683,208,0.0,0.0,1.82,48,0,43254,567,0.0,0,10,3566,730,0.0,79.32,87,0,118,0,0,Nacoes Shopping,NS
2026-02-01 00:00:00,1009,1.31,0.0,2.4,302,93,50195,268,0.0,0.0,1.69,50,1,49635,822,0.0,0,7,4896,1003,0.0,84.8,113,1,161,0,0,Nacoes Shopping,NS
2026-02-09 00:00:00,253,1.58,0.0,1.9,123,34,9109,82,0.0,0.0,2.03,18,0,9019,299,0.0,0,4,1256,251,0.0,18.45,55,1,84,0,0,Nacoes Shopping,NS
2026-02-04 00:00:00,756,1.6,0.0,2.41,259,71,39335,220,0.0,0.0,2.08,32,3,38899,626,0.0,0,5,3729,760,0.0,81.69,109,1,156,0,0,Nacoes Shopping,NS
2026-01-30 00:00:00,934,1.27,0.0,2.81,279,101,52380,278,0.0,0.0,1.86,66,2,51967,728,0.0,0,7,4944,936,0.0,97.28,98,1,154,0,0,Nacoes Shopping,NS
2026-01-25 00:00:00,216,1.05,0.0,1.59,138,31,18244,78,0.0,0.0,1.57,7,0,18117,308,0.0,0,2,1073,213,0.0,28.72,60,0,86,0,0,Nacoes Shopping,NS
2026-01-20 00:00:00,207,1.1,0.0,1.52,126,30,15140,76,0.0,0.0,2.02,6,0,15018,280,0.0,0,0,1047,203,0.0,30.59,65,0,87,0,0,Nacoes Shopping,NS
2026-01-15 00:00:00,244,1.04,0.0,1.9,159,36,21494,78,0.0,0.0,1.61,3,0,21348,365,0.0,0,1,1232,239,0.0,34.65,68,0,89,0,0,Nacoes Shopping,NS
2026-02-02 00:00:00,841,1.31,0.0,2.08,272,98,45254,252,0.0,0.0,1.82,46,3,44634,706,0.0,0,6,4217,845,0.0,82.54,98,2,154,0,0,Nacoes Shopping,NS
2026-01-28 00:00:00,363,1.28,0.0,2.61,165,37,19483,111,0.0,0.0,1.55,29,1,19384,405,0.0,0,2,2021,378,0.0,30.18,67,0,93,0,0,Nacoes Shopping,NS
2026-01-13 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-02-07 00:00:00,604,1.45,0.0,2.43,210,57,32928,177,0.0,0.0,1.93,30,0,32582,549,0.0,0,5,2992,608,0.0,63.57,85,1,127,0,0,Nacoes Shopping,NS
2026-01-23 00:00:00,189,1.0,0.0,1.61,107,33,18274,61,0.0,0.0,1.66,14,1,18143,260,0.0,0,3,955,195,0.0,30.4,47,0,65,0,0,Nacoes Shopping,NS
2026-01-18 00:00:00,272,1.11,0.0,1.71,165,43,20265,94,0.0,0.0,1.65,8,0,20113,339,0.0,0,1,1308,264,0.0,33.46,64,0,95,0,0,Nacoes Shopping,NS
2026-03-02 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-02-25 00:00:00,43,1.36,0.0,1.8,16,5,2044,15,0.0,0.0,1.59,3,0,2040,39,0.0,0,1,211,44,0.0,3.25,6,1,8,0,0,Nacoes Shopping,NS
2026-02-20 00:00:00,165,1.29,0.0,1.69,73,16,8981,44,0.0,0.0,1.69,4,2,8912,182,0.0,0,2,901,170,0.0,15.15,31,0,45,0,0,Nacoes Shopping,NS
2026-02-15 00:00:00,264,1.5,0.0,1.96,115,19,8968,92,0.0,0.0,1.88,7,0,8869,280,0.0,0,6,1206,266,0.0,16.9,40,0,67,0,0,Nacoes Shopping,NS
2026-03-03 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-02-21 00:00:00,178,1.36,0.0,1.82,71,19,8479,53,0.0,0.0,1.72,11,0,8444,189,0.0,0,4,916,185,0.0,14.61,24,0,36,0,0,Nacoes Shopping,NS
2026-02-16 00:00:00,200,1.44,0.0,1.77,72,23,8598,59,0.0,0.0,1.89,7,1,8489,215,0.0,0,4,1010,202,0.0,16.27,34,1,43,0,0,Nacoes Shopping,NS
2026-02-24 00:00:00,103,1.23,0.0,1.76,42,10,6869,30,0.0,0.0,1.66,3,2,6825,117,0.0,0,0,622,105,0.0,11.38,18,0,26,0,0,Nacoes Shopping,NS
2026-02-19 00:00:00,169,1.28,0.0,1.71,76,22,10159,52,0.0,0.0,1.53,7,0,10070,178,0.0,0,2,878,169,0.0,15.54,33,0,48,0,0,Nacoes Shopping,NS
2026-02-14 00:00:00,268,1.51,0.0,2.09,129,19,10271,93,0.0,0.0,1.76,13,1,10200,296,0.0,0,4,1321,281,0.0,18.04,52,2,73,0,0,Nacoes Shopping,NS
2026-03-06 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-03-12 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-03-05 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-02-23 00:00:00,100,1.26,0.0,1.52,35,2,5650,23,0.0,0.0,2.13,4,0,5594,107,0.0,0,1,574,105,0.0,12.04,9,0,18,0,0,Nacoes Shopping,NS
2026-02-18 00:00:00,151,1.18,0.0,1.73,59,15,11417,43,0.0,0.0,1.39,5,0,11338,145,0.0,0,1,879,154,0.0,15.84,22,0,35,0,0,Nacoes Shopping,NS
2026-02-13 00:00:00,216,1.36,0.0,1.87,90,22,10651,70,0.0,0.0,1.7,16,0,10548,240,0.0,0,4,1103,222,0.0,18.12,40,0,52,0,0,Nacoes Shopping,NS
2026-03-09 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-03-04 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-02-27 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-02-22 00:00:00,164,1.36,0.0,1.74,72,11,7699,63,0.0,0.0,1.72,11,0,7620,181,0.0,0,3,828,172,0.0,13.25,25,0,40,0,0,Nacoes Shopping,NS
2026-02-17 00:00:00,219,1.37,0.0,2.02,88,17,11534,72,0.0,0.0,1.49,9,0,11440,215,0.0,0,3,1084,223,0.0,17.24,34,0,51,0,0,Nacoes Shopping,NS
2026-02-12 00:00:00,213,1.27,0.0,1.73,107,28,11286,64,0.0,0.0,1.59,12,0,11152,242,0.0,0,5,1025,217,0.0,18.0,37,0,58,0,0,Nacoes Shopping,NS
2026-04-09 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-04-01 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-03-22 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-04-02 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-03-28 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-07 00:00:00,5277,3.39,5.55,4.86,1606,33,42875,3848,0.0,0.05,3.0,13,0,38291,3756,0.0,0,3,7847,6937,0.0,128.81,736,0,1007,2378,0,Nacoes Shopping,NS
2026-05-12 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-02 00:00:00,3940,2.65,5.61,3.19,1486,41,39451,3041,0.0,0.05,2.6,10,1,35486,3509,0.0,0,3,6074,5379,0.0,102.57,764,0,978,2212,0,Nacoes Shopping,NS
2026-05-11 00:00:00,1457,2.9,5.07,3.99,482,14,14266,1174,0.0,0.06,2.82,4,0,13390,1045,0.0,0,2,2269,2006,0.0,40.18,183,0,262,723,0,Nacoes Shopping,NS
2026-05-06 00:00:00,2994,2.86,3.42,3.83,1278,28,33497,2305,0.0,0.08,2.69,20,0,31555,2318,0.0,0,4,5139,3787,0.0,89.96,536,0,819,1146,0,Nacoes Shopping,NS
2026-05-01 00:00:00,4418,2.76,5.29,3.31,1648,41,42803,3233,0.0,0.05,2.42,12,0,37516,3948,0.0,0,2,6667,5897,0.0,103.41,814,0,1037,2266,0,Nacoes Shopping,NS
2026-05-10 00:00:00,3298,2.75,6.01,3.9,1007,21,35783,2965,0.0,0.05,2.72,16,1,31817,2335,0.0,0,2,5448,4902,0.0,97.36,447,0,598,2152,0,Nacoes Shopping,NS
2026-05-04 00:00:00,1802,2.77,5.99,3.44,643,11,16914,1361,0.0,0.05,2.95,5,0,15753,1666,0.0,0,0,2769,2482,0.0,49.84,318,0,416,1013,0,Nacoes Shopping,NS
2026-05-09 00:00:00,4301,3.4,6.65,5.04,1424,24,36837,3746,0.0,0.04,2.95,13,0,33211,3050,0.0,0,2,6439,6196,0.0,108.79,573,0,833,2449,0,Nacoes Shopping,NS
2026-05-05 00:00:00,228,1.22,0.35,1.49,54,10,11939,100,0.0,0.51,1.8,6,0,11844,153,0.0,0,0,1003,251,0.0,21.51,24,0,33,42,0,Nacoes Shopping,NS
2026-04-30 00:00:00,1559,2.59,3.95,2.9,563,13,15978,1015,0.0,0.06,2.47,2,0,14390,1397,0.0,0,1,2335,1984,0.0,39.5,250,0,323,631,0,Nacoes Shopping,NS
2026-05-03 00:00:00,3982,2.5,6.58,3.24,1298,38,41301,3071,0.0,0.04,2.44,11,0,37386,3555,0.0,0,1,5986,5667,0.0,100.91,610,0,806,2718,0,Nacoes Shopping,NS
2026-05-08 00:00:00,4701,3.33,6.17,4.87,1652,31,39762,3918,0.0,0.05,2.95,18,0,35558,3440,0.0,0,1,6909,6494,0.0,117.16,638,0,915,2452,0,Nacoes Shopping,NS
2026-05-26 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-21 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-06-10 00:00:00,2373,2.4,5.18,3.6,674,32,24790,1643,0.0,0.05,2.64,7,0,23773,2101,0.0,0,2,3641,3354,0.0,65.36,225,0,335,1283,0,Nacoes Shopping,NS
2026-06-05 00:00:00,3209,2.54,5.85,4.05,1127,31,29534,2512,0.0,0.04,2.42,11,1,29025,2980,0.0,0,2,4816,4599,0.0,71.38,418,0,588,1727,0,Nacoes Shopping,NS
2026-05-31 00:00:00,3590,2.89,5.64,4.11,1131,29,31989,2466,0.0,0.05,2.64,7,1,31054,3320,0.0,0,2,5007,4950,0.0,84.35,393,0,579,1803,0,Nacoes Shopping,NS
2026-05-16 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-24 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-19 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-14 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-06-08 00:00:00,2835,2.31,5.49,3.59,755,28,28239,1969,0.0,0.04,2.4,14,0,27581,2412,0.0,0,1,4504,4027,0.0,67.69,251,0,369,1550,0,Nacoes Shopping,NS
2026-06-03 00:00:00,2702,2.25,6.75,3.07,891,28,28207,2273,0.0,0.04,2.82,8,0,27422,2520,0.0,0,1,4141,4100,0.0,79.56,305,1,451,1903,0,Nacoes Shopping,NS
2026-05-29 00:00:00,3098,2.5,4.84,3.71,985,22,28538,2067,0.0,0.06,2.94,13,0,27923,2902,0.0,0,0,4472,4220,0.0,83.82,338,0,482,1382,0,Nacoes Shopping,NS
2026-06-11 00:00:00,2069,2.1,5.09,3.26,672,18,24796,1660,0.0,0.05,2.5,7,0,24128,1885,0.0,0,2,3322,3081,0.0,61.92,235,0,327,1263,0,Nacoes Shopping,NS
2026-06-06 00:00:00,2715,2.49,6.0,3.87,974,24,27944,2352,0.0,0.04,2.53,8,0,27481,2422,0.0,0,2,4444,4068,0.0,70.62,387,0,535,1676,0,Nacoes Shopping,NS
2026-06-01 00:00:00,3166,2.33,5.73,3.2,1045,34,32470,2405,0.0,0.04,2.48,14,1,31644,2989,0.0,0,4,4879,4545,0.0,80.6,391,0,546,1859,0,Nacoes Shopping,NS
2026-05-27 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-22 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-17 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-06-09 00:00:00,2445,2.25,5.28,3.44,743,31,26862,1844,0.0,0.05,2.47,11,0,26068,2161,0.0,0,2,3932,3521,0.0,66.23,262,0,378,1418,0,Nacoes Shopping,NS
2026-05-25 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-20 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-15 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-06-04 00:00:00,3219,2.47,7.21,3.66,1138,24,29945,2738,0.0,0.04,2.67,11,0,29305,2993,0.0,0,1,4545,4823,0.0,79.87,416,0,615,2159,0,Nacoes Shopping,NS
2026-05-30 00:00:00,2996,2.42,5.13,3.45,1040,35,28926,2215,0.0,0.06,2.84,18,2,28349,2847,0.0,0,0,4416,4205,0.0,82.22,328,0,512,1483,0,Nacoes Shopping,NS
2026-05-23 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-05-18 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-06-07 00:00:00,3307,2.53,6.23,3.99,1018,35,30560,2535,0.0,0.04,2.31,22,1,29954,2890,0.0,0,2,5094,4794,0.0,70.6,389,0,551,1904,0,Nacoes Shopping,NS
2026-06-02 00:00:00,3094,2.52,6.14,3.44,1033,26,28351,2401,0.0,0.05,2.77,17,2,27770,2849,0.0,0,1,4442,4471,0.0,78.56,387,0,559,1742,0,Nacoes Shopping,NS
2026-05-28 00:00:00,1677,2.14,4.74,3.24,567,20,19598,1264,0.0,0.06,2.65,15,0,18795,1584,0.0,0,1,2561,2399,0.0,51.84,213,0,302,929,0,Nacoes Shopping,NS
2026-05-13 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-07-07 00:00:00,187,3.48,0.0,3.97,43,4,1361,59,0.0,0.0,11.98,14,0,1344,123,0.0,0,3,537,188,0.0,16.31,11,0,28,0,0,Nacoes Shopping,NS
2026-07-05 00:00:00,1071,2.82,0.0,3.37,274,40,19568,336,0.0,0.0,4.2,104,0,19329,783,0.0,0,36,3370,1093,0.0,82.18,77,2,153,0,0,Nacoes Shopping,NS
2026-06-30 00:00:00,1,0.93,0.0,0.94,1,0,87,0,0.0,0.0,2.53,0,0,88,2,0.0,0,0,4,1,0.0,0.22,0,0,0,0,0,Nacoes Shopping,NS
2026-07-10 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-06-25 00:00:00,31,0.97,0.0,0.98,24,3,4231,12,0.0,0.0,2.04,1,0,4209,64,0.0,0,0,226,31,0.0,8.64,10,0,15,0,0,Nacoes Shopping,NS
2026-06-20 00:00:00,55,1.0,0.0,1.02,38,7,5640,23,0.0,0.0,1.79,3,0,5623,105,0.0,0,0,293,57,0.0,10.09,18,0,24,0,0,Nacoes Shopping,NS
2026-06-15 00:00:00,68,1.05,0.0,1.06,46,7,7367,21,0.0,0.0,1.48,2,0,7343,146,0.0,0,1,473,70,0.0,10.92,18,0,23,0,0,Nacoes Shopping,NS
2026-06-23 00:00:00,37,1.99,0.0,1.98,33,5,4799,13,0.0,0.0,1.89,3,0,4775,82,0.0,0,1,233,38,0.0,9.06,12,0,18,0,0,Nacoes Shopping,NS
2026-07-08 00:00:00,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,Nacoes Shopping,NS
2026-07-03 00:00:00,1341,1.32,0.0,1.76,477,89,54345,462,0.0,0.0,3.03,143,2,53737,1185,0.0,0,49,5414,1372,0.0,164.89,141,1,276,0,0,Nacoes Shopping,NS
2026-06-28 00:00:00,21,0.95,0.0,0.95,18,2,2967,12,0.0,0.0,1.61,4,0,2950,44,0.0,0,0,127,22,0.0,4.78,8,0,13,0,0,Nacoes Shopping,NS
2026-06-18 00:00:00,61,1.02,0.0,1.02,36,5,5976,10,0.0,0.0,1.9,5,0,5937,120,0.0,0,0,333,61,0.0,11.38,8,0,11,0,0,Nacoes Shopping,NS
2026-06-13 00:00:00,1625,2.02,4.17,3.2,517,25,20638,1193,0.0,0.06,2.36,14,0,20272,1435,0.0,0,0,2671,2311,0.0,48.65,173,0,255,861,0,Nacoes Shopping,NS
