platform,stat_time_day,conversion,clicks,spend,cpm,conversion_rate,ctr,cost_per_conversion,impressions,cpc,shopping,shopping_sigla
IPHONE,2025-11-03 00:00:00,0,4,21.75,2.26,0.0,0.04,0.0,9604,5.44,Nacoes Shopping,NS
IPAD,2025-11-03 00:00:00,0,0,0.13,3.1,0.0,0.0,0.0,42,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-04 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-04 00:00:00,0,5,46.15,2.75,0.0,0.03,0.0,16799,9.23,Nacoes Shopping,NS
IPHONE,2025-11-04 00:00:00,0,5,22.88,2.29,0.0,0.05,0.0,9991,4.58,Nacoes Shopping,NS
IPAD,2025-11-04 00:00:00,0,0,0.27,4.03,0.0,0.0,0.0,67,0.0,Nacoes Shopping,NS
ANDROID,2025-11-05 00:00:00,0,8,43.63,2.79,0.0,0.05,0.0,15633,5.45,Nacoes Shopping,NS
IPHONE,2025-11-05 00:00:00,0,7,24.13,2.52,0.0,0.07,0.0,9570,3.45,Nacoes Shopping,NS
IPAD,2025-11-05 00:00:00,0,1,0.07,2.19,0.0,3.13,0.0,32,0.07,Nacoes Shopping,NS
UNKNOWN,2025-11-06 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-06 00:00:00,0,4,42.59,3.04,0.0,0.03,0.0,13998,10.65,Nacoes Shopping,NS
IPHONE,2025-11-06 00:00:00,0,7,22.49,2.54,0.0,0.08,0.0,8868,3.21,Nacoes Shopping,NS
IPAD,2025-11-06 00:00:00,0,0,0.15,3.06,0.0,0.0,0.0,49,0.0,Nacoes Shopping,NS
ANDROID,2025-11-07 00:00:00,0,4,38.81,3.08,0.0,0.03,0.0,12597,9.7,Nacoes Shopping,NS
IPHONE,2025-11-07 00:00:00,0,4,21.0,2.68,0.0,0.05,0.0,7840,5.25,Nacoes Shopping,NS
IPAD,2025-11-07 00:00:00,0,0,0.09,2.25,0.0,0.0,0.0,40,0.0,Nacoes Shopping,NS
ANDROID,2025-11-08 00:00:00,0,10,28.21,2.73,0.0,0.1,0.0,10349,2.82,Nacoes Shopping,NS
IPHONE,2025-11-08 00:00:00,0,5,17.88,2.38,0.0,0.07,0.0,7510,3.58,Nacoes Shopping,NS
IPAD,2025-11-08 00:00:00,0,0,0.07,2.69,0.0,0.0,0.0,26,0.0,Nacoes Shopping,NS
ANDROID,2025-11-09 00:00:00,0,0,24.52,2.83,0.0,0.0,0.0,8662,0.0,Nacoes Shopping,NS
IPHONE,2025-11-09 00:00:00,0,5,15.62,2.45,0.0,0.08,0.0,6384,3.12,Nacoes Shopping,NS
IPAD,2025-11-09 00:00:00,0,0,0.05,2.0,0.0,0.0,0.0,25,0.0,Nacoes Shopping,NS
ANDROID,2025-11-10 00:00:00,0,5,26.16,3.06,0.0,0.06,0.0,8552,5.23,Nacoes Shopping,NS
IPHONE,2025-11-10 00:00:00,0,4,15.23,2.49,0.0,0.07,0.0,6116,3.81,Nacoes Shopping,NS
IPAD,2025-11-10 00:00:00,0,0,0.09,7.5,0.0,0.0,0.0,12,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-11 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-11 00:00:00,0,868,71.17,4.6,0.0,5.62,0.0,15458,0.08,Nacoes Shopping,NS
IPHONE,2025-11-11 00:00:00,0,7,14.74,3.36,0.0,0.16,0.0,4386,2.11,Nacoes Shopping,NS
IPAD,2025-11-11 00:00:00,0,0,0.27,15.0,0.0,0.0,0.0,18,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-12 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-12 00:00:00,0,926,65.84,4.53,0.0,6.37,0.0,14540,0.07,Nacoes Shopping,NS
IPHONE,2025-11-12 00:00:00,0,11,14.42,3.39,0.0,0.26,0.0,4250,1.31,Nacoes Shopping,NS
IPAD,2025-11-12 00:00:00,0,0,0.05,4.55,0.0,0.0,0.0,11,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-13 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-13 00:00:00,0,1218,74.2,5.12,0.0,8.41,0.0,14482,0.06,Nacoes Shopping,NS
IPHONE,2025-11-13 00:00:00,0,9,13.52,3.52,0.0,0.23,0.0,3846,1.5,Nacoes Shopping,NS
IPAD,2025-11-13 00:00:00,0,0,0.05,3.13,0.0,0.0,0.0,16,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-14 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-14 00:00:00,0,1330,77.91,5.84,0.0,9.96,0.0,13351,0.06,Nacoes Shopping,NS
IPHONE,2025-11-14 00:00:00,0,4,12.44,3.46,0.0,0.11,0.0,3599,3.11,Nacoes Shopping,NS
IPAD,2025-11-14 00:00:00,0,0,0.03,4.29,0.0,0.0,0.0,7,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-15 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,Nacoes Shopping,NS
ANDROID,2025-11-15 00:00:00,0,742,60.02,4.74,0.0,5.85,0.0,12675,0.08,Nacoes Shopping,NS
IPHONE,2025-11-15 00:00:00,0,14,17.01,4.03,0.0,0.33,0.0,4220,1.22,Nacoes Shopping,NS
IPAD,2025-11-15 00:00:00,0,0,0.04,1.6,0.0,0.0,0.0,25,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-16 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-16 00:00:00,0,1050,65.3,5.03,0.0,8.08,0.0,12990,0.06,Nacoes Shopping,NS
IPHONE,2025-11-16 00:00:00,0,8,15.47,4.03,0.0,0.21,0.0,3839,1.93,Nacoes Shopping,NS
IPAD,2025-11-16 00:00:00,0,0,0.02,1.25,0.0,0.0,0.0,16,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-17 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-17 00:00:00,0,1032,64.25,5.18,0.0,8.31,0.0,12412,0.06,Nacoes Shopping,NS
IPHONE,2025-11-17 00:00:00,0,5,12.96,3.55,0.0,0.14,0.0,3651,2.59,Nacoes Shopping,NS
IPAD,2025-11-17 00:00:00,0,0,0.01,1.25,0.0,0.0,0.0,8,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-18 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,Nacoes Shopping,NS
ANDROID,2025-11-18 00:00:00,0,610,60.16,5.66,0.0,5.74,0.0,10623,0.1,Nacoes Shopping,NS
IPHONE,2025-11-18 00:00:00,0,14,13.76,3.08,0.0,0.31,0.0,4462,0.98,Nacoes Shopping,NS
IPAD,2025-11-18 00:00:00,0,0,0.01,0.71,0.0,0.0,0.0,14,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-19 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-19 00:00:00,0,874,61.67,5.74,0.0,8.14,0.0,10735,0.07,Nacoes Shopping,NS
IPHONE,2025-11-19 00:00:00,0,12,15.57,4.15,0.0,0.32,0.0,3755,1.3,Nacoes Shopping,NS
IPAD,2025-11-19 00:00:00,0,0,0.01,1.11,0.0,0.0,0.0,9,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-20 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-20 00:00:00,0,854,57.89,5.06,0.0,7.47,0.0,11434,0.07,Nacoes Shopping,NS
IPHONE,2025-11-20 00:00:00,0,16,16.56,4.27,0.0,0.41,0.0,3875,1.04,Nacoes Shopping,NS
IPAD,2025-11-20 00:00:00,0,0,0.04,3.33,0.0,0.0,0.0,12,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-21 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-21 00:00:00,0,821,53.88,4.6,0.0,7.0,0.0,11723,0.07,Nacoes Shopping,NS
IPHONE,2025-11-21 00:00:00,0,8,11.87,3.63,0.0,0.24,0.0,3271,1.48,Nacoes Shopping,NS
IPAD,2025-11-21 00:00:00,0,0,0.02,1.67,0.0,0.0,0.0,12,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-22 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-22 00:00:00,0,837,52.76,4.57,0.0,7.25,0.0,11548,0.06,Nacoes Shopping,NS
IPHONE,2025-11-22 00:00:00,0,6,11.58,3.67,0.0,0.19,0.0,3159,1.93,Nacoes Shopping,NS
IPAD,2025-11-22 00:00:00,0,0,0.05,4.55,0.0,0.0,0.0,11,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-23 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-23 00:00:00,0,893,54.16,4.17,0.0,6.87,0.0,12995,0.06,Nacoes Shopping,NS
IPHONE,2025-11-23 00:00:00,0,7,11.4,3.36,0.0,0.21,0.0,3389,1.63,Nacoes Shopping,NS
IPAD,2025-11-23 00:00:00,0,0,0.02,4.0,0.0,0.0,0.0,5,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-24 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-24 00:00:00,0,839,51.76,5.17,0.0,8.38,0.0,10007,0.06,Nacoes Shopping,NS
IPHONE,2025-11-24 00:00:00,0,11,10.54,3.59,0.0,0.37,0.0,2940,0.96,Nacoes Shopping,NS
IPAD,2025-11-24 00:00:00,0,0,0.02,2.86,0.0,0.0,0.0,7,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-25 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-25 00:00:00,0,781,78.77,3.93,0.0,3.9,0.0,20044,0.1,Nacoes Shopping,NS
IPHONE,2025-11-25 00:00:00,0,9,26.22,2.85,0.0,0.1,0.0,9216,2.91,Nacoes Shopping,NS
IPAD,2025-11-25 00:00:00,0,0,0.01,0.67,0.0,0.0,0.0,15,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-26 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-26 00:00:00,0,809,88.59,3.6,0.0,3.29,0.0,24612,0.11,Nacoes Shopping,NS
IPHONE,2025-11-26 00:00:00,0,2,31.92,2.87,0.0,0.02,0.0,11120,15.96,Nacoes Shopping,NS
IPAD,2025-11-26 00:00:00,0,0,0.07,3.68,0.0,0.0,0.0,19,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-27 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-27 00:00:00,0,690,95.56,3.97,0.0,2.86,0.0,24095,0.14,Nacoes Shopping,NS
IPHONE,2025-11-27 00:00:00,0,6,36.25,3.36,0.0,0.06,0.0,10780,6.04,Nacoes Shopping,NS
IPAD,2025-11-27 00:00:00,0,0,0.09,3.46,0.0,0.0,0.0,26,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-28 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-28 00:00:00,0,709,94.6,4.35,0.0,3.26,0.0,21746,0.13,Nacoes Shopping,NS
IPHONE,2025-11-28 00:00:00,0,7,31.13,3.6,0.0,0.08,0.0,8654,4.45,Nacoes Shopping,NS
IPAD,2025-11-28 00:00:00,0,0,0.15,5.56,0.0,0.0,0.0,27,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-29 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-29 00:00:00,0,877,94.86,4.06,0.0,3.75,0.0,23360,0.11,Nacoes Shopping,NS
IPHONE,2025-11-29 00:00:00,0,7,33.74,3.49,0.0,0.07,0.0,9656,4.82,Nacoes Shopping,NS
IPAD,2025-11-29 00:00:00,0,0,0.03,2.31,0.0,0.0,0.0,13,0.0,Nacoes Shopping,NS
UNKNOWN,2025-11-30 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-11-30 00:00:00,0,1005,62.74,4.32,0.0,6.91,0.0,14534,0.06,Nacoes Shopping,NS
IPHONE,2025-11-30 00:00:00,0,10,16.95,3.47,0.0,0.2,0.0,4887,1.7,Nacoes Shopping,NS
IPAD,2025-11-30 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-01 00:00:00,0,0,0.02,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-01 00:00:00,0,955,53.89,3.58,0.0,6.35,0.0,15036,0.06,Nacoes Shopping,NS
IPHONE,2025-12-01 00:00:00,0,13,15.18,3.32,0.0,0.28,0.0,4567,1.17,Nacoes Shopping,NS
IPAD,2025-12-01 00:00:00,0,0,0.04,6.67,0.0,0.0,0.0,6,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-02 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-02 00:00:00,0,1020,57.97,3.93,0.0,6.91,0.0,14759,0.06,Nacoes Shopping,NS
IPHONE,2025-12-02 00:00:00,0,19,14.74,2.99,0.0,0.38,0.0,4938,0.78,Nacoes Shopping,NS
IPAD,2025-12-02 00:00:00,0,1,0.04,2.22,0.0,5.56,0.0,18,0.04,Nacoes Shopping,NS
UNKNOWN,2025-12-03 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-03 00:00:00,0,1002,57.42,3.36,0.0,5.86,0.0,17095,0.06,Nacoes Shopping,NS
IPHONE,2025-12-03 00:00:00,0,22,18.83,2.81,0.0,0.33,0.0,6710,0.86,Nacoes Shopping,NS
IPAD,2025-12-03 00:00:00,0,0,0.04,2.67,0.0,0.0,0.0,15,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-04 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-04 00:00:00,0,1012,69.44,3.3,0.0,4.81,0.0,21044,0.07,Nacoes Shopping,NS
IPHONE,2025-12-04 00:00:00,0,25,21.67,2.66,0.0,0.31,0.0,8132,0.87,Nacoes Shopping,NS
IPAD,2025-12-04 00:00:00,0,0,0.03,0.94,0.0,0.0,0.0,32,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-05 00:00:00,0,0,0.02,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-05 00:00:00,0,886,68.31,3.48,0.0,4.51,0.0,19657,0.08,Nacoes Shopping,NS
IPHONE,2025-12-05 00:00:00,0,19,23.02,2.84,0.0,0.23,0.0,8117,1.21,Nacoes Shopping,NS
IPAD,2025-12-05 00:00:00,0,0,0.09,2.65,0.0,0.0,0.0,34,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-06 00:00:00,0,0,0.02,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-06 00:00:00,0,995,72.16,4.01,0.0,5.53,0.0,17997,0.07,Nacoes Shopping,NS
IPHONE,2025-12-06 00:00:00,0,23,25.05,3.13,0.0,0.29,0.0,8015,1.09,Nacoes Shopping,NS
IPAD,2025-12-06 00:00:00,0,0,0.04,1.9,0.0,0.0,0.0,21,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-07 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-07 00:00:00,0,814,67.1,3.74,0.0,4.54,0.0,17918,0.08,Nacoes Shopping,NS
IPHONE,2025-12-07 00:00:00,0,34,27.16,3.24,0.0,0.41,0.0,8382,0.8,Nacoes Shopping,NS
IPAD,2025-12-07 00:00:00,0,0,0.07,4.67,0.0,0.0,0.0,15,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-08 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-08 00:00:00,0,1028,72.72,3.58,0.0,5.06,0.0,20298,0.07,Nacoes Shopping,NS
IPHONE,2025-12-08 00:00:00,0,28,26.41,2.91,0.0,0.31,0.0,9076,0.94,Nacoes Shopping,NS
IPAD,2025-12-08 00:00:00,0,1,0.31,20.67,0.0,6.67,0.0,15,0.31,Nacoes Shopping,NS
UNKNOWN,2025-12-09 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-09 00:00:00,0,1006,72.42,3.32,0.0,4.61,0.0,21812,0.07,Nacoes Shopping,NS
IPHONE,2025-12-09 00:00:00,0,21,21.72,2.46,0.0,0.24,0.0,8840,1.03,Nacoes Shopping,NS
IPAD,2025-12-09 00:00:00,0,0,0.04,2.0,0.0,0.0,0.0,20,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-10 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-10 00:00:00,0,708,68.5,3.29,0.0,3.4,0.0,20793,0.1,Nacoes Shopping,NS
IPHONE,2025-12-10 00:00:00,0,36,24.93,2.55,0.0,0.37,0.0,9791,0.69,Nacoes Shopping,NS
IPAD,2025-12-10 00:00:00,0,0,0.02,0.65,0.0,0.0,0.0,31,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-11 00:00:00,0,0,0.02,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-11 00:00:00,0,744,71.97,3.62,0.0,3.74,0.0,19882,0.1,Nacoes Shopping,NS
IPHONE,2025-12-11 00:00:00,0,23,22.39,2.52,0.0,0.26,0.0,8900,0.97,Nacoes Shopping,NS
IPAD,2025-12-11 00:00:00,0,0,0.11,3.33,0.0,0.0,0.0,33,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-12 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-12 00:00:00,0,1236,80.21,3.86,0.0,5.94,0.0,20796,0.06,Nacoes Shopping,NS
IPHONE,2025-12-12 00:00:00,0,22,21.46,2.62,0.0,0.27,0.0,8194,0.98,Nacoes Shopping,NS
IPAD,2025-12-12 00:00:00,0,0,0.05,2.08,0.0,0.0,0.0,24,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-13 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-13 00:00:00,0,914,70.41,3.32,0.0,4.31,0.0,21208,0.08,Nacoes Shopping,NS
IPHONE,2025-12-13 00:00:00,0,23,22.1,2.52,0.0,0.26,0.0,8755,0.96,Nacoes Shopping,NS
IPAD,2025-12-13 00:00:00,0,0,0.03,1.88,0.0,0.0,0.0,16,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-14 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-14 00:00:00,0,1121,71.22,3.35,0.0,5.27,0.0,21271,0.06,Nacoes Shopping,NS
IPHONE,2025-12-14 00:00:00,0,20,21.24,2.29,0.0,0.22,0.0,9294,1.06,Nacoes Shopping,NS
IPAD,2025-12-14 00:00:00,0,1,0.11,6.11,0.0,5.56,0.0,18,0.11,Nacoes Shopping,NS
UNKNOWN,2025-12-15 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-15 00:00:00,0,937,66.92,3.22,0.0,4.51,0.0,20799,0.07,Nacoes Shopping,NS
IPHONE,2025-12-15 00:00:00,0,27,21.03,2.19,0.0,0.28,0.0,9582,0.78,Nacoes Shopping,NS
IPAD,2025-12-15 00:00:00,0,0,0.11,2.75,0.0,0.0,0.0,40,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-16 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-16 00:00:00,0,1018,64.1,3.22,0.0,5.11,0.0,19914,0.06,Nacoes Shopping,NS
IPHONE,2025-12-16 00:00:00,0,12,20.7,2.45,0.0,0.14,0.0,8436,1.73,Nacoes Shopping,NS
IPAD,2025-12-16 00:00:00,0,0,0.13,4.64,0.0,0.0,0.0,28,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-17 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-17 00:00:00,0,834,64.48,3.07,0.0,3.97,0.0,21033,0.08,Nacoes Shopping,NS
IPHONE,2025-12-17 00:00:00,0,5,18.98,2.68,0.0,0.07,0.0,7094,3.8,Nacoes Shopping,NS
IPAD,2025-12-17 00:00:00,0,0,0.01,0.77,0.0,0.0,0.0,13,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-18 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-18 00:00:00,0,827,61.66,3.38,0.0,4.53,0.0,18256,0.07,Nacoes Shopping,NS
IPHONE,2025-12-18 00:00:00,0,11,18.46,2.74,0.0,0.16,0.0,6743,1.68,Nacoes Shopping,NS
IPAD,2025-12-18 00:00:00,0,0,0.01,0.91,0.0,0.0,0.0,11,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-19 00:00:00,0,0,0.03,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-19 00:00:00,0,971,64.74,3.35,0.0,5.03,0.0,19312,0.07,Nacoes Shopping,NS
IPHONE,2025-12-19 00:00:00,0,25,18.22,2.84,0.0,0.39,0.0,6407,0.73,Nacoes Shopping,NS
IPAD,2025-12-19 00:00:00,0,0,0.04,3.33,0.0,0.0,0.0,12,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-20 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-20 00:00:00,0,853,65.29,3.5,0.0,4.57,0.0,18652,0.08,Nacoes Shopping,NS
IPHONE,2025-12-20 00:00:00,0,5,17.3,2.69,0.0,0.08,0.0,6424,3.46,Nacoes Shopping,NS
IPAD,2025-12-20 00:00:00,0,0,0.05,1.79,0.0,0.0,0.0,28,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-21 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-21 00:00:00,0,784,64.6,3.09,0.0,3.76,0.0,20873,0.08,Nacoes Shopping,NS
IPHONE,2025-12-21 00:00:00,0,15,17.89,2.52,0.0,0.21,0.0,7098,1.19,Nacoes Shopping,NS
IPAD,2025-12-21 00:00:00,0,0,0.07,3.5,0.0,0.0,0.0,20,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-22 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-22 00:00:00,0,974,64.36,3.28,0.0,4.97,0.0,19609,0.07,Nacoes Shopping,NS
IPHONE,2025-12-22 00:00:00,0,2,17.24,2.36,0.0,0.03,0.0,7293,8.62,Nacoes Shopping,NS
IPAD,2025-12-22 00:00:00,0,0,0.13,5.42,0.0,0.0,0.0,24,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-23 00:00:00,0,0,0.01,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-23 00:00:00,0,775,63.51,3.49,0.0,4.26,0.0,18179,0.08,Nacoes Shopping,NS
IPHONE,2025-12-23 00:00:00,0,4,18.32,2.39,0.0,0.05,0.0,7675,4.58,Nacoes Shopping,NS
IPAD,2025-12-23 00:00:00,0,0,0.04,1.9,0.0,0.0,0.0,21,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-24 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-24 00:00:00,0,863,62.18,2.71,0.0,3.76,0.0,22961,0.07,Nacoes Shopping,NS
IPHONE,2025-12-24 00:00:00,0,3,17.7,2.37,0.0,0.04,0.0,7458,5.9,Nacoes Shopping,NS
IPAD,2025-12-24 00:00:00,0,0,0.07,3.33,0.0,0.0,0.0,21,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-25 00:00:00,0,0,0.03,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-25 00:00:00,0,1050,61.91,2.76,0.0,4.67,0.0,22471,0.06,Nacoes Shopping,NS
IPHONE,2025-12-25 00:00:00,0,12,17.02,2.1,0.0,0.15,0.0,8113,1.42,Nacoes Shopping,NS
IPAD,2025-12-25 00:00:00,0,0,0.03,1.88,0.0,0.0,0.0,16,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-26 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-26 00:00:00,0,996,57.32,2.57,0.0,4.47,0.0,22274,0.06,Nacoes Shopping,NS
IPHONE,2025-12-26 00:00:00,0,12,17.49,2.07,0.0,0.14,0.0,8447,1.46,Nacoes Shopping,NS
IPAD,2025-12-26 00:00:00,0,0,0.01,1.11,0.0,0.0,0.0,9,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-27 00:00:00,0,0,0.03,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-27 00:00:00,0,1412,67.68,2.66,0.0,5.55,0.0,25447,0.05,Nacoes Shopping,NS
IPHONE,2025-12-27 00:00:00,0,19,17.73,2.19,0.0,0.23,0.0,8100,0.93,Nacoes Shopping,NS
IPAD,2025-12-27 00:00:00,0,0,0.08,3.08,0.0,0.0,0.0,26,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-28 00:00:00,0,0,0.05,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-28 00:00:00,0,1521,67.78,2.74,0.0,6.14,0.0,24775,0.04,Nacoes Shopping,NS
IPHONE,2025-12-28 00:00:00,0,6,15.19,2.08,0.0,0.08,0.0,7300,2.53,Nacoes Shopping,NS
IPAD,2025-12-28 00:00:00,0,0,0.07,3.04,0.0,0.0,0.0,23,0.0,Nacoes Shopping,NS
UNKNOWN,2025-12-29 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Nacoes Shopping,NS
ANDROID,2025-12-29 00:00:00,0,1573,62.91,2.49,0.0,6.22,0.0,25298,0.04,Nacoes Shopping,NS
IPHONE,2025-12-29 00:00:00,0,6,16.39,1.99,0.0,0.07,0.0,8247,2.73,Nacoes Shopping,NS
IPAD,2025-12-29 00:00:00,0,0,0.07,2.26,0.0,0.0,0.0,31,0.0,Nacoes Shopping,NS
