stat_time_day,adgroup_id,conversion_rate,shares,conversion,follows,cost_per_conversion,spend,clicks,comments,cpc,impressions,profile_visits,cpm,likes,total_complete_payment_rate,ctr,clicks_on_music_disc,shopping,shopping_sigla,adgroup_name,campaign_id,optimization_goal,campaign_name
2025-08-03 00:00:00,1839171889722497,0.0,1,0,8,0.0,19.67,0,4,0.0,10564,35,1.86,29,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-07-25 00:00:00,1836365576805442,0.0,0,0,0,0.0,15.53,0,1,0.0,6956,12,2.23,8,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630114506,1836365551154273,REACH,ALC - Villa - Vinicius Camilo 
2025-08-04 00:00:00,1839172562082913,0.0,0,0,2,0.0,19.03,0,0,0.0,10002,14,1.9,9,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-31 00:00:00,1837826036867089,0.0,0,0,0,0.0,1.77,0,0,0.0,104,0,17.02,3,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023832,1837825955991570,FOLLOWERS,Interação com a comunidade - Festa junina pet
2025-07-29 00:00:00,1837827365641266,0.0,1,0,2,0.0,16.19,0,0,0.0,7546,12,2.15,15,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716025929,1837827299194945,REACH,ALC - Cafés 
2025-07-26 00:00:00,1836365576805442,0.0,0,0,3,0.0,15.05,0,2,0.0,6571,11,2.29,4,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630114506,1836365551154273,REACH,ALC - Villa - Vinicius Camilo 
2025-07-23 00:00:00,1836365159959570,0.0,0,0,3,0.0,16.98,0,0,0.0,8073,14,2.1,15,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630113815,1836365112269874,REACH,ALC - planet games
2025-08-10 00:00:00,1839171889722497,0.0,0,0,7,0.0,18.39,0,1,0.0,8929,20,2.06,10,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-07-22 00:00:00,1837824011060241,0.0,0,0,0,0.0,11.59,0,0,0.0,5418,9,2.14,2,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716020652,1837823875988513,REACH,ALC -  tendência athleisure 
2025-08-11 00:00:00,1839172562082913,0.0,0,0,1,0.0,17.08,0,0,0.0,8426,8,2.03,4,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-22 00:00:00,1837827365641266,0.0,0,0,8,0.0,21.82,0,0,0.0,9760,19,2.24,38,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716025929,1837827299194945,REACH,ALC - Cafés 
2025-07-29 00:00:00,1837825486146706,0.0,0,0,0,0.0,5.84,0,0,0.0,2817,4,2.07,3,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023106,1837825011433617,REACH,Alcance - Copo smurf 
2025-07-30 00:00:00,1836365159959570,0.0,0,0,3,0.0,8.82,0,0,0.0,4143,9,2.13,5,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630113815,1836365112269874,REACH,ALC - planet games
2025-08-17 00:00:00,1839171889722497,0.0,2,0,4,0.0,16.4,0,0,0.0,8164,28,2.01,15,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-08-18 00:00:00,1839172562082913,0.0,1,0,1,0.0,16.05,0,0,0.0,7502,10,2.14,2,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-22 00:00:00,1837825486146706,0.0,0,0,0,0.0,12.21,0,0,0.0,5735,8,2.13,2,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023106,1837825011433617,REACH,Alcance - Copo smurf 
2025-07-29 00:00:00,1837824011060241,0.0,0,0,0,0.0,7.57,0,0,0.0,3615,4,2.09,3,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716020652,1837823875988513,REACH,ALC -  tendência athleisure 
2025-08-14 00:00:00,1839171889722497,0.0,1,0,2,0.0,17.48,0,0,0.0,8978,25,1.95,7,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-07-26 00:00:00,1837825486146706,0.0,0,0,0,0.0,10.5,0,0,0.0,4878,12,2.15,3,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023106,1837825011433617,REACH,Alcance - Copo smurf 
2025-07-28 00:00:00,1837827365641266,0.0,1,0,1,0.0,16.93,0,1,0.0,7973,21,2.12,18,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716025929,1837827299194945,REACH,ALC - Cafés 
2025-07-31 00:00:00,1839172562082913,0.0,0,0,0,0.0,11.68,0,0,0.0,5891,4,1.98,5,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-24 00:00:00,1836365159959570,0.0,0,0,3,0.0,16.72,0,0,0.0,7852,17,2.13,13,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630113815,1836365112269874,REACH,ALC - planet games
2025-07-24 00:00:00,1837984999669810,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250718091054,1837986374341105,REACH,Alcance - Tres porquinhos 
2025-07-23 00:00:00,1836365576805442,0.0,0,0,0,0.0,16.9,0,2,0.0,7949,18,2.13,10,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630114506,1836365551154273,REACH,ALC - Villa - Vinicius Camilo 
2025-08-01 00:00:00,1839171889722497,0.0,0,0,5,0.0,20.28,0,7,0.0,10353,37,1.96,23,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-08-07 00:00:00,1839172562082913,0.0,0,0,1,0.0,18.68,0,0,0.0,9205,6,2.03,8,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-27 00:00:00,1837826036867089,0.0,0,0,1,0.0,5.58,0,0,0.0,547,0,10.2,4,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023832,1837825955991570,FOLLOWERS,Interação com a comunidade - Festa junina pet
2025-07-31 00:00:00,1836365159959570,0.0,1,0,0,0.0,1.28,0,0,0.0,561,0,2.28,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630113815,1836365112269874,REACH,ALC - planet games
2025-08-08 00:00:00,1839171889722497,0.0,0,0,1,0.0,18.86,0,1,0.0,8616,11,2.19,10,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-07-30 00:00:00,1836365576805442,0.0,0,0,0,0.0,8.42,0,1,0.0,3952,3,2.13,1,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630114506,1836365551154273,REACH,ALC - Villa - Vinicius Camilo 
2025-07-26 00:00:00,1837826036867089,0.0,0,0,2,0.0,6.96,0,0,0.0,719,2,9.68,10,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023832,1837825955991570,FOLLOWERS,Interação com a comunidade - Festa junina pet
2025-08-19 00:00:00,1839172562082913,0.0,1,0,0,0.0,16.51,0,0,0.0,7296,8,2.26,4,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-08-03 00:00:00,1837827365641266,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716025929,1837827299194945,REACH,ALC - Cafés 
2025-07-31 00:00:00,1836365576805442,0.0,0,0,0,0.0,1.24,0,0,0.0,541,2,2.29,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630114506,1836365551154273,REACH,ALC - Villa - Vinicius Camilo 
2025-08-15 00:00:00,1839171889722497,0.0,1,0,0,0.0,17.47,0,8,0.0,8408,17,2.08,10,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-07-27 00:00:00,1837824011060241,0.0,0,0,2,0.0,9.53,0,0,0.0,4596,5,2.07,4,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716020652,1837823875988513,REACH,ALC -  tendência athleisure 
2025-08-06 00:00:00,1839172562082913,0.0,1,0,3,0.0,18.68,0,0,0.0,8448,14,2.21,8,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-27 00:00:00,1837827365641266,0.0,1,0,2,0.0,18.99,0,0,0.0,8740,10,2.17,20,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716025929,1837827299194945,REACH,ALC - Cafés 
2025-07-21 00:00:00,1837827365641266,0.0,4,0,1,0.0,21.41,0,0,0.0,9908,27,2.16,38,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716025929,1837827299194945,REACH,ALC - Cafés 
2025-08-03 00:00:00,1837825486146706,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023106,1837825011433617,REACH,Alcance - Copo smurf 
2025-07-21 00:00:00,1837824011060241,0.0,0,0,0,0.0,11.08,0,0,0.0,5485,4,2.02,3,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716020652,1837823875988513,REACH,ALC -  tendência athleisure 
2025-07-25 00:00:00,1836365159959570,0.0,0,0,2,0.0,15.78,0,0,0.0,7137,10,2.21,11,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630113815,1836365112269874,REACH,ALC - planet games
2025-08-02 00:00:00,1839171889722497,0.0,0,0,1,0.0,20.18,0,5,0.0,10520,29,1.92,24,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-08-13 00:00:00,1839172562082913,0.0,0,0,4,0.0,17.68,0,1,0.0,8482,11,2.08,13,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-24 00:00:00,1836365576805442,0.0,0,0,2,0.0,16.4,0,0,0.0,7637,11,2.15,3,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630114506,1836365551154273,REACH,ALC - Villa - Vinicius Camilo 
2025-07-27 00:00:00,1837825486146706,0.0,0,0,0,0.0,9.19,0,0,0.0,4463,11,2.06,2,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023106,1837825011433617,REACH,Alcance - Copo smurf 
2025-08-03 00:00:00,1837824011060241,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716020652,1837823875988513,REACH,ALC -  tendência athleisure 
2025-08-19 00:00:00,1839171889722497,0.0,0,0,3,0.0,16.37,0,1,0.0,7226,17,2.27,13,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-07-31 00:00:00,1837825486146706,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023106,1837825011433617,REACH,Alcance - Copo smurf 
2025-08-02 00:00:00,1837827365641266,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716025929,1837827299194945,REACH,ALC - Cafés 
2025-08-15 00:00:00,1839172562082913,0.0,0,0,0,0.0,17.28,0,0,0.0,8383,6,2.06,3,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-24 00:00:00,1837825486146706,0.0,0,0,0,0.0,10.34,0,0,0.0,5333,5,1.94,4,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023106,1837825011433617,REACH,Alcance - Copo smurf 
2025-07-22 00:00:00,1836365576805442,0.0,0,0,1,0.0,16.77,0,0,0.0,8191,16,2.05,7,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630114506,1836365551154273,REACH,ALC - Villa - Vinicius Camilo 
2025-08-06 00:00:00,1839171889722497,0.0,1,0,2,0.0,18.58,0,8,0.0,8356,26,2.22,21,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-07-28 00:00:00,1836365576805442,0.0,0,0,0,0.0,12.21,0,0,0.0,6075,7,2.01,7,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630114506,1836365551154273,REACH,ALC - Villa - Vinicius Camilo 
2025-07-29 00:00:00,1837826036867089,0.0,0,0,1,0.0,1.31,0,0,0.0,137,1,9.56,2,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023832,1837825955991570,FOLLOWERS,Interação com a comunidade - Festa junina pet
2025-07-25 00:00:00,1837824011060241,0.0,0,0,0,0.0,10.47,0,0,0.0,5015,10,2.09,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716020652,1837823875988513,REACH,ALC -  tendência athleisure 
2025-08-02 00:00:00,1839172562082913,0.0,0,0,0,0.0,20.08,0,0,0.0,10685,15,1.88,10,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-22 00:00:00,1837826036867089,0.0,0,0,1,0.0,6.77,0,0,0.0,701,0,9.66,9,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023832,1837825955991570,FOLLOWERS,Interação com a comunidade - Festa junina pet
2025-07-26 00:00:00,1836365159959570,0.0,0,0,1,0.0,15.32,0,0,0.0,6736,12,2.27,15,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630113815,1836365112269874,REACH,ALC - planet games
2025-08-13 00:00:00,1839171889722497,0.0,0,0,4,0.0,17.59,0,4,0.0,8468,36,2.08,22,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-08-05 00:00:00,1806749886437426,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,NSpromopais24+treatment+NaqQY ,1806749763596289,CLICK,NSpromopais24
2025-08-14 00:00:00,1839172562082913,0.0,0,0,2,0.0,17.41,0,0,0.0,9156,12,1.9,6,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-21 00:00:00,1837826036867089,0.0,0,0,6,0.0,12.05,0,1,0.0,1186,1,10.16,17,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023832,1837825955991570,FOLLOWERS,Interação com a comunidade - Festa junina pet
2025-08-02 00:00:00,1836365159959570,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630113815,1836365112269874,REACH,ALC - planet games
2025-07-23 00:00:00,1837984999669810,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250718091054,1837986374341105,REACH,Alcance - Tres porquinhos 
2025-08-01 00:00:00,1837824011060241,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716020652,1837823875988513,REACH,ALC -  tendência athleisure 
2025-07-31 00:00:00,1839171889722497,0.0,0,0,3,0.0,12.48,0,2,0.0,5862,26,2.13,17,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-07-25 00:00:00,1837825486146706,0.0,0,0,1,0.0,10.92,0,0,0.0,5264,5,2.07,5,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023106,1837825011433617,REACH,Alcance - Copo smurf 
2025-08-01 00:00:00,1839172562082913,0.0,0,0,2,0.0,19.99,0,0,0.0,10594,11,1.89,13,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-08-01 00:00:00,1837827365641266,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716025929,1837827299194945,REACH,ALC - Cafés 
2025-07-28 00:00:00,1837826036867089,0.0,0,0,2,0.0,2.49,0,0,0.0,172,1,14.48,2,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716023832,1837825955991570,FOLLOWERS,Interação com a comunidade - Festa junina pet
2025-07-26 00:00:00,1837824011060241,0.0,0,0,0,0.0,9.91,0,0,0.0,4567,4,2.17,2,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716020652,1837823875988513,REACH,ALC -  tendência athleisure 
2025-08-07 00:00:00,1839171889722497,0.0,0,0,5,0.0,18.76,0,1,0.0,8992,29,2.09,12,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-07-26 00:00:00,1837827365641266,0.0,1,0,1,0.0,19.69,0,0,0.0,8714,18,2.26,16,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250716025929,1837827299194945,REACH,ALC - Cafés 
2025-08-08 00:00:00,1839172562082913,0.0,0,0,2,0.0,18.41,0,0,0.0,8493,10,2.17,9,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-07-29 00:00:00,1836365576805442,0.0,0,0,1,0.0,11.8,0,0,0.0,5904,9,2.0,6,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250630114506,1836365551154273,REACH,ALC - Villa - Vinicius Camilo 
2025-08-24 00:00:00,1839171889722497,0.0,0,0,2,0.0,13.29,0,3,0.0,6338,15,2.1,8,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-09-04 00:00:00,1841798442981442,0.0,5,0,21,0.0,43.13,0,1,0.0,17421,35,2.48,58,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-08-30 00:00:00,1839172562082913,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-09-01 00:00:00,1831563577498689,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250508114315,1831563577497601,REACH,Alcance - Promo mães
2025-09-03 00:00:00,1839171889722497,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-08-20 00:00:00,1839172562082913,0.0,0,0,1,0.0,16.46,0,0,0.0,7046,10,2.34,6,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-09-15 00:00:00,1842808238037106,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250909022907,1842808228610226,REACH,ALC - Baby shark 
2025-09-11 00:00:00,1841798442981442,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-09-01 00:00:00,1841798442981442,0.0,7,0,19,0.0,42.03,0,4,0.0,21227,52,1.98,85,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-08-31 00:00:00,1839171889722497,0.0,0,0,0,0.0,1.0,0,0,0.0,504,1,1.98,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-08-21 00:00:00,1839171889722497,0.0,0,0,1,0.0,15.15,0,0,0.0,6778,15,2.24,3,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-09-12 00:00:00,1842808238037106,0.0,2,0,5,0.0,76.17,0,0,0.0,27360,48,2.78,20,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250909022907,1842808228610226,REACH,ALC - Baby shark 
2025-08-27 00:00:00,1839172562082913,0.0,1,0,0,0.0,12.43,0,0,0.0,5185,4,2.4,4,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-08-29 00:00:00,1841798442981442,0.0,1,0,4,0.0,30.99,0,0,0.0,14069,36,2.2,29,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-09-08 00:00:00,1841798442981442,0.0,1,0,13,0.0,40.89,0,2,0.0,18198,40,2.25,33,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-08-28 00:00:00,1839171889722497,0.0,0,0,1,0.0,13.05,0,0,0.0,5674,8,2.3,2,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-08-29 00:00:00,1839172562082913,0.0,0,0,0,0.0,3.09,0,0,0.0,1479,3,2.09,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-09-09 00:00:00,1842808238037106,0.0,0,0,1,0.0,39.5,0,0,0.0,17150,32,2.3,7,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250909022907,1842808228610226,REACH,ALC - Baby shark 
2025-09-05 00:00:00,1841798442981442,0.0,1,0,25,0.0,44.79,0,0,0.0,20232,36,2.21,44,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-08-25 00:00:00,1839171889722497,0.0,0,0,0,0.0,11.29,0,0,0.0,4838,7,2.33,2,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-08-26 00:00:00,1839172562082913,0.0,0,0,1,0.0,11.57,0,0,0.0,4971,8,2.33,3,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-09-01 00:00:00,1839171889722497,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-09-12 00:00:00,1841798442981442,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-09-02 00:00:00,1841798442981442,0.0,2,0,17,0.0,41.98,0,2,0.0,20001,47,2.1,58,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-08-22 00:00:00,1839171889722497,0.0,0,0,0,0.0,14.36,0,0,0.0,6155,11,2.33,7,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-09-16 00:00:00,1842808238037106,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250909022907,1842808228610226,REACH,ALC - Baby shark 
2025-08-23 00:00:00,1839172562082913,0.0,0,0,0,0.0,14.9,0,0,0.0,6604,5,2.26,7,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-09-13 00:00:00,1842808238037106,0.0,0,0,1,0.0,30.17,0,1,0.0,10275,21,2.94,10,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250909022907,1842808228610226,REACH,ALC - Baby shark 
2025-09-02 00:00:00,1839172562082913,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-08-30 00:00:00,1841798442981442,0.0,1,0,14,0.0,44.6,0,4,0.0,19748,53,2.26,61,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-09-09 00:00:00,1841798442981442,0.0,0,0,4,0.0,17.18,0,0,0.0,7177,18,2.39,11,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-08-29 00:00:00,1839171889722497,0.0,0,0,1,0.0,12.04,0,2,0.0,5270,11,2.28,3,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
2025-08-25 00:00:00,1839172562082913,0.0,0,0,1,0.0,11.5,0,0,0.0,5000,3,2.3,5,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731112105,1839172523773954,REACH,ALC - Conteúdos  de Julho/Ago 
2025-09-10 00:00:00,1842808238037106,0.0,0,0,4,0.0,76.72,0,1,0.0,30245,49,2.54,13,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250909022907,1842808228610226,REACH,ALC - Baby shark 
2025-09-06 00:00:00,1841798442981442,0.0,2,0,10,0.0,41.96,0,5,0.0,19322,46,2.17,43,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250829105924,1841798413913185,REACH,Alcance - Conteúdos Ago/Set 
2025-08-26 00:00:00,1839171889722497,0.0,0,0,0,0.0,11.02,0,0,0.0,4669,6,2.36,5,0.0,0.0,0,Nacoes Shopping,NS,Grupo de anúncios 20250731111022,1839171851594785,REACH,Alcance - Copo Stitch 
