plataforma,tipo,segmento,impressoes,cliques,custo,conversoes,cpa,ctr
Google Ads,faixa_etaria,503005,76,0,0.198519,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,61,0,0.151724,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,65,0,0.167906,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,45,0,0.158135,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,69,0,0.241157,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,108,0,0.23706,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,76,0,0.18561,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,64,0,0.23134,1.0,0.23134,0.0
Google Ads,faixa_etaria,503005,112,0,0.218789,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,76,0,0.160788,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,89,0,0.234875,1.0,0.234875,0.0
Google Ads,faixa_etaria,503005,189,0,0.224906,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,83,0,0.158111,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,139,0,0.258838,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,72,0,0.295575,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,58,0,0.167745,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,101,2,0.217546,0.0,0.0,1.9801980198019802
Google Ads,faixa_etaria,503005,153,2,0.323852,0.0,0.0,1.3071895424836601
Google Ads,faixa_etaria,503006,444,0,1.183159,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,460,0,1.264042,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,450,1,1.226283,0.0,0.0,0.2222222222222222
Google Ads,faixa_etaria,503006,367,0,1.05494,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,517,2,1.523634,0.0,0.0,0.3868471953578337
Google Ads,faixa_etaria,503006,384,1,1.081107,0.0,0.0,0.26041666666666663
Google Ads,faixa_etaria,503006,336,1,0.930477,0.0,0.0,0.2976190476190476
Google Ads,faixa_etaria,503006,455,0,1.08896,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,743,0,2.093121,1.0,2.093121,0.0
Google Ads,faixa_etaria,503006,274,2,0.732702,0.0,0.0,0.7299270072992701
Google Ads,faixa_etaria,503006,36,0,0.120222,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,44,0,0.144636,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,58,1,0.153561,0.0,0.0,1.7241379310344827
Google Ads,faixa_etaria,503006,46,0,0.152535,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,36,0,0.097317,1.0,0.097317,0.0
Google Ads,faixa_etaria,503006,46,0,0.162843,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,47,0,0.15369,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,54,0,0.13852,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,53,0,0.139577,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,53,0,0.174629,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,128,0,0.240608,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,67,0,0.158921,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,52,1,0.142199,0.0,0.0,1.9230769230769231
Google Ads,faixa_etaria,503006,70,0,0.112115,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,54,0,0.093611,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,94,0,0.193602,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,95,0,0.336512,1.0,0.336512,0.0
Google Ads,faixa_etaria,503006,34,0,0.100839,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,105,0,0.244082,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,131,0,0.227662,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,444,0,1.294999,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,369,1,1.180915,0.0,0.0,0.27100271002710025
Google Ads,faixa_etaria,503999,363,0,1.108105,2.0,0.5540525,0.0
Google Ads,faixa_etaria,503999,393,1,1.11509,0.0,0.0,0.2544529262086514
Google Ads,faixa_etaria,503999,563,0,1.490833,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,373,0,1.04608,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,356,0,1.148655,4.0,0.28716375,0.0
Google Ads,faixa_etaria,503999,399,0,1.231758,1.0,1.231758,0.0
Google Ads,faixa_etaria,503999,265,0,0.878768,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,167,0,0.533545,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,34,0,0.116294,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,30,0,0.106539,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,48,0,0.148495,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,32,0,0.096518,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,89,0,0.141138,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,30,0,0.093976,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,44,0,0.117853,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,68,1,0.142672,0.0,0.0,1.4705882352941175
Google Ads,faixa_etaria,503999,48,0,0.146452,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,27,0,0.087638,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,52,0,0.079774,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,65,0,0.124411,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,61,0,0.099333,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,175,0,0.203936,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,1,0,0.000708,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,79,0,0.176746,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,176,0,0.298476,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,93,0,0.183525,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,100,0,0.337788,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,158,0,0.328311,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,172,0,0.413824,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,4,0,0.0,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,26,1,0.07,0.0,0.0,3.8461538461538463
Google Ads,faixa_etaria,503001,19,0,0.0,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,67,2,0.504855,0.0,0.0,2.9850746268656714
Google Ads,faixa_etaria,503001,150,12,6.497928,5.0,1.2995856,8.0
Google Ads,faixa_etaria,503001,109,11,5.358423,2.0,2.6792115,10.091743119266056
Google Ads,faixa_etaria,503001,103,15,5.572879,4.0,1.39321975,14.563106796116504
Google Ads,faixa_etaria,503002,19,1,0.58,0.0,0.0,5.263157894736842
Google Ads,faixa_etaria,503002,60,5,0.42,2.0,0.21,8.333333333333332
Google Ads,faixa_etaria,503002,22,2,0.5,0.0,0.0,9.090909090909092
Google Ads,faixa_etaria,503002,126,4,1.07,1.0,1.07,3.1746031746031744
Google Ads,faixa_etaria,503002,282,24,13.757712,8.666667,1.587428246637375,8.51063829787234
Google Ads,faixa_etaria,503002,231,16,8.078128,6.0,1.3463546666666666,6.926406926406926
Google Ads,faixa_etaria,503002,275,26,11.491872,7.333333,1.5670735257760695,9.454545454545455
Google Ads,faixa_etaria,503003,11,0,0.0,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,41,8,1.21,0.833334,1.4519988384009292,19.51219512195122
Google Ads,faixa_etaria,503003,33,2,0.3726,1.0,0.3726,6.0606060606060606
Google Ads,faixa_etaria,503003,124,13,4.71,3.0,1.57,10.483870967741936
Google Ads,faixa_etaria,503003,252,26,12.04114,13.023809,0.9245482638757986,10.317460317460316
Google Ads,faixa_etaria,503003,205,24,10.872812,6.0,1.8121353333333332,11.707317073170733
Google Ads,faixa_etaria,503003,261,25,10.419489,7.0,1.4884984285714287,9.578544061302683
Google Ads,faixa_etaria,503004,7,0,0.0,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,28,1,0.124939,0.0,0.0,3.571428571428571
Google Ads,faixa_etaria,503004,19,3,0.475952,1.0,0.475952,15.789473684210526
Google Ads,faixa_etaria,503004,76,4,1.12,1.0,1.12,5.263157894736842
Google Ads,faixa_etaria,503004,178,15,6.51,3.0,2.17,8.426966292134832
Google Ads,faixa_etaria,503004,176,18,7.777796,4.0,1.944449,10.227272727272728
Google Ads,faixa_etaria,503004,175,17,4.552527,9.163691,0.4968005795917824,9.714285714285714
Google Ads,faixa_etaria,503005,2,0,0.0,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,10,1,0.33,0.0,0.0,10.0
Google Ads,faixa_etaria,503005,4,0,0.0,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,37,5,1.64,1.5,1.0933333333333333,13.513513513513514
Google Ads,faixa_etaria,503005,51,4,1.319168,1.0,1.319168,7.8431372549019605
Google Ads,faixa_etaria,503005,63,6,1.678446,2.6875,0.6245380465116279,9.523809523809524
Google Ads,faixa_etaria,503005,71,3,1.41,2.0,0.705,4.225352112676056
Google Ads,faixa_etaria,503006,2,0,0.0,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,1,0,0.0,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,6,0,0.0,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,29,1,0.5,1.0,0.5,3.4482758620689653
Google Ads,faixa_etaria,503006,20,0,0.0,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,35,3,0.45,0.0,0.0,8.571428571428571
Google Ads,faixa_etaria,503999,38,11,1.315205,3.09691,0.424682990464689,28.947368421052634
Google Ads,faixa_etaria,503999,40,4,0.44,1.0,0.44,10.0
Google Ads,faixa_etaria,503999,54,2,0.43,1.0,0.43,3.7037037037037033
Google Ads,faixa_etaria,503999,177,13,2.08,5.0,0.41600000000000004,7.344632768361582
Google Ads,faixa_etaria,503999,437,41,21.244973,17.5,1.2139984571428573,9.382151029748284
Google Ads,faixa_etaria,503999,473,69,27.692999,17.043479,1.6248442586164478,14.587737843551796
Google Ads,faixa_etaria,503999,419,55,25.420318,21.5,1.1823403720930232,13.126491646778044
Google Ads,faixa_etaria,503001,18,0,0.059108,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,106,0,0.301937,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,220,0,0.520579,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,213,0,0.761321,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,236,0,0.932219,1.0,0.932219,0.0
Google Ads,faixa_etaria,503001,355,0,1.145611,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,502,1,0.905807,0.0,0.0,0.199203187250996
Google Ads,faixa_etaria,503001,502,0,1.010761,2.0,0.5053805,0.0
Google Ads,faixa_etaria,503001,439,0,1.019658,1.0,1.019658,0.0
Google Ads,faixa_etaria,503001,439,0,1.03147,1.0,1.03147,0.0
Google Ads,faixa_etaria,503001,412,0,1.028101,4.0,0.25702525,0.0
Google Ads,faixa_etaria,503001,510,0,1.134248,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,487,0,1.072901,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,313,1,0.636473,2.0,0.3182365,0.3194888178913738
Google Ads,faixa_etaria,503001,2,0,0.006718,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,195,0,0.711251,1.0,0.711251,0.0
Google Ads,faixa_etaria,503001,196,1,0.831418,0.0,0.0,0.5102040816326531
Google Ads,faixa_etaria,503001,363,0,1.03576,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,628,0,0.978376,2.0,0.489188,0.0
Google Ads,faixa_etaria,503001,517,0,0.700066,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,435,0,0.725506,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,120,0,0.224379,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,47,0,0.138583,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,174,0,0.569801,1.0,0.569801,0.0
Google Ads,faixa_etaria,503002,332,0,0.802253,1.0,0.802253,0.0
Google Ads,faixa_etaria,503002,355,0,1.283436,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,351,0,1.445242,3.0,0.4817473333333333,0.0
Google Ads,faixa_etaria,503002,458,0,1.523674,5.0,0.3047348,0.0
Google Ads,faixa_etaria,503002,795,0,1.405673,1.0,1.405673,0.0
Google Ads,faixa_etaria,503002,769,0,1.575556,3.0,0.5251853333333333,0.0
Google Ads,faixa_etaria,503002,676,0,1.47011,4.0,0.3675275,0.0
Google Ads,faixa_etaria,503002,719,1,1.692638,6.0,0.28210633333333335,0.13908205841446453
Google Ads,faixa_etaria,503002,667,0,1.62706,1.0,1.62706,0.0
Google Ads,faixa_etaria,503002,710,0,1.542503,4.0,0.38562575,0.0
Google Ads,faixa_etaria,503002,768,1,1.687892,1.0,1.687892,0.13020833333333331
Google Ads,faixa_etaria,503002,692,1,1.358049,2.0,0.6790245,0.1445086705202312
Google Ads,faixa_etaria,503002,1,0,0.003515,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,297,0,1.147766,1.0,1.147766,0.0
Google Ads,faixa_etaria,503002,388,0,1.740828,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,490,0,1.39262,1.0,1.39262,0.0
Google Ads,faixa_etaria,503002,923,0,1.412794,3.0,0.47093133333333337,0.0
Google Ads,faixa_etaria,503002,680,0,0.913093,4.0,0.22827325,0.0
Google Ads,faixa_etaria,503002,680,1,1.096727,0.0,0.0,0.14705882352941177
Google Ads,faixa_etaria,503002,184,1,0.296883,0.0,0.0,0.5434782608695652
Google Ads,faixa_etaria,503003,60,0,0.189307,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,157,0,0.451984,2.0,0.225992,0.0
Google Ads,faixa_etaria,503003,340,0,0.889281,2.0,0.4446405,0.0
Google Ads,faixa_etaria,503003,352,0,1.294224,1.0,1.294224,0.0
Google Ads,faixa_etaria,503003,331,0,1.340075,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,353,0,1.182828,4.0,0.295707,0.0
Google Ads,faixa_etaria,503003,727,0,1.341663,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,827,0,1.601451,2.0,0.8007255,0.0
Google Ads,faixa_etaria,503003,688,0,1.550261,1.0,1.550261,0.0
Google Ads,faixa_etaria,503003,734,0,1.669639,3.0,0.5565463333333334,0.0
Google Ads,faixa_etaria,503003,677,2,1.586625,2.0,0.7933125,0.29542097488921715
Google Ads,faixa_etaria,503003,797,0,1.639319,3.0,0.5464396666666667,0.0
Google Ads,faixa_etaria,503003,734,1,1.630837,2.0,0.8154185,0.13623978201634876
Google Ads,faixa_etaria,503003,724,0,1.493526,2.0,0.746763,0.0
Google Ads,faixa_etaria,503003,2,0,0.002211,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,315,0,1.181181,2.0,0.5905905,0.0
Google Ads,faixa_etaria,503003,380,0,1.683557,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,538,0,1.578114,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,995,0,1.511772,3.0,0.5039239999999999,0.0
Google Ads,faixa_etaria,503003,729,0,1.040888,3.0,0.3469626666666667,0.0
Google Ads,faixa_etaria,503003,710,0,1.107409,1.0,1.107409,0.0
Google Ads,faixa_etaria,503003,171,0,0.311577,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,8,0,0.023803,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,97,0,0.278473,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,196,0,0.497256,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,168,0,0.603682,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,218,1,0.81899,0.0,0.0,0.45871559633027525
Google Ads,faixa_etaria,503004,262,0,0.897108,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,527,0,1.052759,1.0,1.052759,0.0
Google Ads,faixa_etaria,503004,421,1,0.910551,3.0,0.303517,0.23752969121140144
Google Ads,faixa_etaria,503004,376,0,0.905241,1.0,0.905241,0.0
Google Ads,faixa_etaria,503004,405,0,0.981951,1.0,0.981951,0.0
Google Ads,faixa_etaria,503004,369,0,0.944373,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,395,0,0.905829,1.0,0.905829,0.0
Google Ads,faixa_etaria,503004,398,0,0.926056,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,403,0,0.848177,2.0,0.4240885,0.0
Google Ads,faixa_etaria,503004,160,0,0.577949,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,190,0,0.835286,1.0,0.835286,0.0
Google Ads,faixa_etaria,503004,260,0,0.756921,1.0,0.756921,0.0
Google Ads,faixa_etaria,503004,474,0,0.744822,1.0,0.744822,0.0
Google Ads,faixa_etaria,503004,379,0,0.515021,1.0,0.515021,0.0
Google Ads,faixa_etaria,503004,431,0,0.703066,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,81,0,0.131468,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,16,0,0.048565,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,78,0,0.208467,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,155,0,0.368713,1.0,0.368713,0.0
Google Ads,faixa_etaria,503005,181,0,0.611815,2.0,0.3059075,0.0
Google Ads,faixa_etaria,503005,218,1,0.837822,1.0,0.837822,0.45871559633027525
Google Ads,faixa_etaria,503005,307,0,1.004913,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,559,0,1.09479,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,368,0,0.803116,2.0,0.401558,0.0
Google Ads,faixa_etaria,503005,322,0,0.76505,3.0,0.25501666666666667,0.0
Google Ads,faixa_etaria,503005,338,0,0.791209,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,277,0,0.747414,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,258,0,0.63623,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,297,0,0.749663,1.0,0.749663,0.0
Google Ads,faixa_etaria,503005,292,0,0.693756,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,98,0,0.341452,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,114,0,0.467756,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,211,0,0.611638,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,351,1,0.520263,1.0,0.520263,0.2849002849002849
Google Ads,faixa_etaria,503005,309,0,0.470964,1.0,0.470964,0.0
Google Ads,faixa_etaria,503005,323,0,0.536403,0.0,0.0,0.0
Google Ads,faixa_etaria,503005,51,0,0.109587,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,7,0,0.019681,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,43,0,0.10021,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,99,0,0.228358,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,117,0,0.403523,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,134,0,0.538092,1.0,0.538092,0.0
Google Ads,faixa_etaria,503006,201,0,0.650433,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,331,0,0.633123,1.0,0.633123,0.0
Google Ads,faixa_etaria,503006,235,1,0.483024,0.0,0.0,0.425531914893617
Google Ads,faixa_etaria,503006,217,0,0.580141,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,208,0,0.469202,1.0,0.469202,0.0
Google Ads,faixa_etaria,503006,172,0,0.410237,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,181,0,0.436521,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,154,0,0.388296,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,149,0,0.335306,1.0,0.335306,0.0
Google Ads,faixa_etaria,503006,60,0,0.19655,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,99,0,0.461773,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,147,0,0.457461,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,234,0,0.405809,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,182,0,0.30977,0.0,0.0,0.0
Google Ads,faixa_etaria,503006,219,0,0.422989,1.0,0.422989,0.0
Google Ads,faixa_etaria,503006,41,0,0.083073,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,1,0,0.00178,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,51,0,0.18864,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,202,0,0.714092,2.0,0.357046,0.0
Google Ads,faixa_etaria,503999,284,0,1.070228,1.0,1.070228,0.0
Google Ads,faixa_etaria,503999,254,0,0.870412,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,244,0,0.698765,2.0,0.3493825,0.0
Google Ads,faixa_etaria,503999,141,0,0.335498,1.0,0.335498,0.0
Google Ads,faixa_etaria,503999,252,0,0.665243,1.0,0.665243,0.0
Google Ads,faixa_etaria,503999,166,0,0.435489,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,183,0,0.496122,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,228,0,0.659981,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,170,0,0.419472,1.0,0.419472,0.0
Google Ads,faixa_etaria,503999,93,0,0.230572,1.0,0.230572,0.0
Google Ads,faixa_etaria,503999,129,0,0.306241,1.0,0.306241,0.0
Google Ads,faixa_etaria,503999,37,0,0.142404,1.0,0.142404,0.0
Google Ads,faixa_etaria,503999,134,0,0.657078,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,166,0,0.448044,1.0,0.448044,0.0
Google Ads,faixa_etaria,503999,112,0,0.221518,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,112,0,0.227155,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,140,0,0.318071,0.0,0.0,0.0
Google Ads,faixa_etaria,503999,73,0,0.163992,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,309,0,0.941228,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,345,0,0.732335,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,214,0,0.484073,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,85,0,0.221808,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,31,0,0.084437,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,16,0,0.047634,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,29,0,0.080676,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,17,0,0.046877,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,19,0,0.059285,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,8,0,0.025898,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,10,0,0.033882,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,20,0,0.060465,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,20,0,0.061418,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,24,0,0.065498,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,120,0,0.405802,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,40,0,0.143293,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,91,0,0.191404,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,137,0,0.232759,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,285,0,0.49509,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,216,0,0.359366,0.0,0.0,0.0
Google Ads,faixa_etaria,503001,67,0,0.12221,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,719,0,2.221173,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,767,0,1.677553,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,444,0,1.02638,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,167,0,0.409676,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,72,0,0.195685,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,36,0,0.113846,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,59,0,0.188642,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,49,0,0.13869,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,72,0,0.20807,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,24,0,0.081845,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,45,0,0.132606,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,79,0,0.223271,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,90,0,0.25977,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,58,0,0.165438,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,1,0,0.002579,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,2,0,0.00408,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,310,0,1.139102,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,116,0,0.417129,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,258,0,0.561089,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,413,0,0.713125,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,774,0,1.359878,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,611,0,1.046735,0.0,0.0,0.0
Google Ads,faixa_etaria,503002,210,0,0.378188,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,854,0,2.556266,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,910,0,1.922464,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,523,0,1.208094,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,213,0,0.519018,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,104,0,0.278284,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,38,0,0.130805,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,94,0,0.293568,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,48,0,0.144352,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,101,0,0.298974,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,47,0,0.151429,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,60,0,0.179514,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,113,0,0.3135,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,101,0,0.304544,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,78,0,0.213921,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,425,0,1.593373,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,179,0,0.592098,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,375,0,0.791081,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,551,0,0.96892,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,850,0,1.463154,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,696,0,1.187874,0.0,0.0,0.0
Google Ads,faixa_etaria,503003,283,0,0.50452,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,218,0,0.713613,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,241,0,0.544175,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,187,0,0.426389,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,70,0,0.178958,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,27,0,0.07514,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,14,0,0.043691,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,27,0,0.072156,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,20,0,0.066073,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,35,0,0.103982,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,18,0,0.058405,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,31,0,0.098485,0.0,0.0,0.0
Google Ads,faixa_etaria,503004,33,0,0.099138,0.0,0.0,0.0
