plataforma,campanha,impressoes,custo,video_p25,video_p50,video_p75,video_p100,video_2s,video_6s
TikTok Ads,ALC - Cafés ,10013,20.62,93.0,46.0,24.0,13.0,1272.0,327.0
TikTok Ads,ALC -  tendência athleisure ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Cafés ,11330,22.75,167.0,95.0,60.0,21.0,1554.0,454.0
TikTok Ads,ALC - planet games,8981,17.36,153.0,56.0,27.0,16.0,1475.0,341.0
TikTok Ads,ALC - Cafés,5977,11.12,19.0,7.0,1.0,1.0,364.0,68.0
TikTok Ads,ALC -  tendência athleisure ,5801,11.51,16.0,7.0,3.0,1.0,455.0,90.0
TikTok Ads,Alcance - Copo smurf ,5264,10.92,33.0,14.0,10.0,4.0,293.0,66.0
TikTok Ads,ALC - planet games,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Promo mães,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8846,18.38,256.0,136.0,88.0,54.0,1140.0,266.0
TikTok Ads,ALC - Cafés ,9411,20.49,95.0,41.0,28.0,10.0,1191.0,312.0
TikTok Ads,Interação com a comunidade - Festa junina pet,761,7.27,38.0,23.0,16.0,13.0,192.0,45.0
TikTok Ads,ALC - planet games,9314,17.79,242.0,90.0,38.0,21.0,1845.0,522.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,5904,11.8,90.0,33.0,18.0,8.0,463.0,96.0
TikTok Ads,Alcance - Tres porquinhos ,24196,56.89,576.0,250.0,133.0,76.0,2372.0,565.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,7949,16.9,174.0,75.0,56.0,32.0,784.0,180.0
TikTok Ads,Interação com a comunidade - Festa junina pet,1040,11.28,73.0,42.0,31.0,27.0,332.0,87.0
TikTok Ads,ALC - planet games,8564,17.9,208.0,63.0,32.0,19.0,1603.0,420.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,10002,19.03,71.0,33.0,22.0,13.0,716.0,144.0
TikTok Ads,Interação com a comunidade - Festa junina pet,94,1.39,5.0,3.0,2.0,1.0,23.0,5.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8603,18.58,188.0,88.0,60.0,34.0,906.0,205.0
TikTok Ads,ALC - Cafés ,10963,23.21,158.0,79.0,56.0,30.0,1509.0,408.0
TikTok Ads,ALC - Cafés,5722,10.37,14.0,5.0,3.0,2.0,345.0,68.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,4971,11.57,26.0,13.0,9.0,6.0,333.0,62.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8732,18.16,53.0,23.0,12.0,4.0,537.0,108.0
TikTok Ads,Alcance - Copo Stitch ,5354,13.16,140.0,49.0,38.0,21.0,812.0,206.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8448,18.68,54.0,20.0,15.0,6.0,577.0,108.0
TikTok Ads,Alcance - Copo Stitch ,8164,16.4,239.0,96.0,64.0,36.0,1122.0,304.0
TikTok Ads,Alcance - Copo Stitch ,8992,18.76,238.0,101.0,66.0,35.0,1348.0,316.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,19748,44.6,328.0,112.0,57.0,30.0,2435.0,636.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,18475,42.37,435.0,165.0,81.0,36.0,2906.0,775.0
TikTok Ads,Alcance - Copo Stitch ,8978,17.48,201.0,74.0,43.0,26.0,1177.0,272.0
TikTok Ads,NSpromopais24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Copo Stitch ,6338,13.29,111.0,47.0,32.0,17.0,764.0,145.0
TikTok Ads,Alcance - Copo Stitch ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,6604,14.9,32.0,14.0,7.0,3.0,431.0,72.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8482,17.68,55.0,23.0,14.0,9.0,553.0,107.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,7046,16.46,48.0,19.0,13.0,8.0,507.0,95.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,9143,18.7,46.0,17.0,12.0,6.0,566.0,108.0
TikTok Ads,Alcance - Copo Stitch ,8514,17.51,298.0,110.0,61.0,30.0,1391.0,402.0
TikTok Ads,Alcance - Copo Stitch ,504,1.0,12.0,6.0,5.0,2.0,49.0,16.0
TikTok Ads,Alcance - Copo Stitch ,6778,15.15,149.0,47.0,30.0,15.0,790.0,198.0
TikTok Ads,Alcance - Copo Stitch ,6356,14.45,158.0,64.0,41.0,20.0,788.0,222.0
TikTok Ads,Alcance - Copo Stitch ,8468,17.59,316.0,123.0,77.0,43.0,1547.0,433.0
TikTok Ads,Alcance - Copo Stitch ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,6350,14.6,32.0,10.0,7.0,5.0,402.0,79.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8349,17.65,61.0,22.0,14.0,8.0,550.0,117.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,14069,30.99,174.0,69.0,39.0,22.0,1436.0,333.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,1479,3.09,5.0,0.0,0.0,0.0,80.0,13.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,7296,16.51,49.0,25.0,14.0,8.0,515.0,99.0
TikTok Ads,Alcance - Copo Stitch ,3943,8.64,55.0,25.0,18.0,8.0,348.0,78.0
TikTok Ads,Alcance - Copo Stitch ,6726,15.85,210.0,73.0,43.0,26.0,1140.0,303.0
TikTok Ads,Alcance - Copo Stitch ,8929,18.39,254.0,101.0,68.0,38.0,1320.0,362.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8689,18.71,44.0,23.0,14.0,6.0,525.0,114.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,21227,42.03,437.0,167.0,88.0,47.0,3089.0,834.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,7081,15.26,31.0,9.0,7.0,5.0,431.0,73.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8426,17.08,46.0,17.0,11.0,6.0,552.0,105.0
TikTok Ads,Alcance - Promo mães,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Copo Stitch ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Copo Stitch ,6155,14.36,141.0,60.0,37.0,23.0,715.0,179.0
TikTok Ads,Alcance - Copo Stitch ,8337,17.67,296.0,115.0,80.0,46.0,1441.0,409.0
TikTok Ads,Alcance - Copo Stitch ,7226,16.37,217.0,91.0,56.0,31.0,1176.0,312.0
TikTok Ads,Alcance - Copo Stitch ,8701,18.86,284.0,101.0,55.0,32.0,1312.0,375.0
TikTok Ads,Alcance - Copo Stitch ,5270,12.04,65.0,24.0,18.0,12.0,467.0,90.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,5644,12.37,42.0,11.0,8.0,6.0,362.0,67.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,7502,16.05,36.0,17.0,13.0,11.0,473.0,79.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8493,18.41,46.0,17.0,10.0,5.0,507.0,96.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,5000,11.5,22.0,12.0,5.0,4.0,352.0,65.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8383,17.28,38.0,18.0,14.0,7.0,493.0,96.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8915,18.13,50.0,21.0,15.0,10.0,593.0,107.0
TikTok Ads,Alcance - Copo Stitch ,8547,17.81,242.0,95.0,52.0,29.0,1105.0,309.0
TikTok Ads,Alcance - Copo Stitch ,8356,18.58,449.0,183.0,122.0,57.0,1859.0,607.0
TikTok Ads,Alcance - Copo Stitch ,4669,11.02,95.0,27.0,14.0,9.0,625.0,132.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,20248,44.57,314.0,136.0,63.0,42.0,2539.0,604.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,20001,41.98,396.0,159.0,84.0,45.0,3041.0,823.0
TikTok Ads,Alcance - Copo Stitch ,8616,18.86,219.0,85.0,56.0,27.0,1251.0,315.0
TikTok Ads,Alcance - Copo Stitch ,5674,13.05,94.0,35.0,22.0,14.0,617.0,133.0
TikTok Ads,Alcance - Copo Stitch ,7493,16.04,207.0,87.0,54.0,25.0,1088.0,283.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,5185,12.43,30.0,11.0,9.0,6.0,350.0,71.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8397,16.97,61.0,24.0,13.0,7.0,570.0,118.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,9205,18.68,55.0,25.0,16.0,11.0,524.0,123.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,6674,14.1,40.0,19.0,9.0,4.0,413.0,80.0
TikTok Ads,Alcance - Copo Stitch ,4838,11.29,103.0,41.0,29.0,14.0,662.0,151.0
TikTok Ads,Alcance - Copo Stitch ,8408,17.47,187.0,72.0,43.0,27.0,1055.0,254.0
TikTok Ads,Alcance - Copo Stitch ,8690,17.85,481.0,186.0,119.0,67.0,1956.0,633.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,9156,17.41,37.0,15.0,5.0,4.0,549.0,103.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,19322,41.96,324.0,122.0,59.0,28.0,2332.0,608.0
TikTok Ads,Alcance - Conteúdos Set ,9953,20.98,58.0,31.0,14.0,6.0,777.0,164.0
TikTok Ads,Alcance - Conteúdos Set ,9460,22.09,37.0,19.0,12.0,6.0,621.0,105.0
TikTok Ads,Alcance - Giftcard ,9387,19.85,107.0,29.0,19.0,10.0,750.0,100.0
TikTok Ads,Alcance - Giftcard ,8821,20.69,83.0,23.0,17.0,11.0,538.0,86.0
TikTok Ads,ALC - Baby shark ,30245,76.72,565.0,239.0,128.0,86.0,1987.0,435.0
TikTok Ads,ALC - Baby shark ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Baby shark ,27360,76.17,521.0,200.0,116.0,70.0,1901.0,381.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,18198,40.89,301.0,116.0,61.0,31.0,2218.0,541.0
TikTok Ads,Alcance - Giftcard ,9273,19.5,131.0,49.0,24.0,17.0,849.0,132.0
TikTok Ads,Alcance - Giftcard ,4244,9.75,33.0,14.0,10.0,5.0,229.0,44.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,20232,44.79,330.0,131.0,65.0,32.0,2486.0,578.0
TikTok Ads,Alcance - Conteúdos Set ,8600,21.55,40.0,15.0,6.0,3.0,604.0,122.0
TikTok Ads,ALC - Baby shark ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Baby shark ,17150,39.5,266.0,102.0,57.0,34.0,948.0,191.0
TikTok Ads,ALC - Baby shark ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Giftcard ,8311,20.62,87.0,33.0,14.0,9.0,633.0,93.0
TikTok Ads,ALC - Baby shark ,28863,77.44,519.0,204.0,127.0,77.0,1814.0,369.0
TikTok Ads,Alcance - Conteúdos Set ,8791,21.92,43.0,26.0,16.0,6.0,570.0,106.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,18881,42.0,293.0,133.0,64.0,39.0,2205.0,517.0
TikTok Ads,Tráfego - App instal - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Conteúdos Set ,9651,21.02,56.0,28.0,13.0,6.0,834.0,153.0
TikTok Ads,Alcance - Conteúdos Set ,8998,21.78,39.0,17.0,8.0,5.0,534.0,100.0
TikTok Ads,Alcance - Giftcard ,9035,19.73,143.0,59.0,34.0,23.0,778.0,131.0
TikTok Ads,Alcance - Giftcard ,8469,20.51,86.0,34.0,18.0,8.0,539.0,96.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,7177,17.18,113.0,57.0,23.0,8.0,922.0,212.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,17421,43.13,353.0,156.0,68.0,36.0,2545.0,654.0
TikTok Ads,ALC - Baby shark ,10275,30.17,193.0,77.0,57.0,37.0,704.0,140.0
TikTok Ads,Alcance - Conteúdos Set ,9848,20.69,61.0,29.0,13.0,5.0,797.0,166.0
TikTok Ads,Alcance - Conteúdos Set ,4555,10.4,18.0,9.0,5.0,3.0,276.0,47.0
TikTok Ads,ALC - Baby shark ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,NSpromopais24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Giftcard ,7984,20.01,99.0,45.0,19.0,10.0,636.0,107.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4792,9.95,36.0,24.0,10.0,3.0,315.0,116.0
TikTok Ads,Alcance - Conteúdos Set ,8328,17.47,44.0,16.0,7.0,5.0,562.0,113.0
TikTok Ads,Alcance | Giftcard ,6599,12.37,47.0,25.0,13.0,10.0,683.0,70.0
TikTok Ads,Alcance - Giftcard ,4788,12.17,68.0,18.0,8.0,7.0,323.0,51.0
TikTok Ads,Alcance - Giftcard ,7846,16.51,95.0,33.0,25.0,16.0,567.0,108.0
TikTok Ads,Alcance - Conteúdos Set ,4207,10.78,18.0,6.0,5.0,1.0,248.0,55.0
TikTok Ads,Alcance | Giftcard ,3156,6.95,24.0,10.0,9.0,2.0,341.0,37.0
TikTok Ads,Alcance | Chillibeans Vini ,2895,6.31,40.0,19.0,10.0,1.0,237.0,57.0
TikTok Ads,Alcance - Giftcard ,6827,16.26,83.0,27.0,15.0,10.0,530.0,86.0
TikTok Ads,Visualizações de vídeo | Natal ,7986,26.17,2494.0,969.0,583.0,274.0,4590.0,2486.0
TikTok Ads,Alcance - Giftcard ,825,1.63,6.0,3.0,1.0,1.0,45.0,6.0
TikTok Ads,Alcance - Giftcard ,8788,18.37,93.0,35.0,18.0,13.0,665.0,94.0
TikTok Ads,Alcance - Conteúdos Set ,9093,19.38,56.0,27.0,19.0,8.0,631.0,149.0
TikTok Ads,Alcance - Conteúdos Set ,6262,13.99,25.0,11.0,4.0,1.0,399.0,75.0
TikTok Ads,Alcance - Giftcard ,7536,16.85,83.0,37.0,26.0,20.0,557.0,89.0
TikTok Ads,Alcance - Giftcard ,9524,18.92,100.0,45.0,23.0,16.0,668.0,108.0
TikTok Ads,Alcance - Conteúdos Set ,1266,3.03,4.0,0.0,0.0,0.0,86.0,17.0
TikTok Ads,Alcance - Giftcard ,4644,10.9,64.0,28.0,14.0,9.0,316.0,47.0
TikTok Ads,Alcance | Giftcard ,6824,13.77,47.0,19.0,12.0,9.0,707.0,63.0
TikTok Ads,Alcance - Conteúdos Set ,9818,19.55,49.0,18.0,10.0,3.0,721.0,144.0
TikTok Ads,Promo Natura 2024 - Tráfego,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Conteúdos Set ,7700,17.09,46.0,16.0,9.0,3.0,550.0,125.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4602,8.95,55.0,19.0,10.0,3.0,421.0,162.0
TikTok Ads,Alcance - Conteúdos Set ,8826,19.67,41.0,22.0,9.0,2.0,686.0,117.0
TikTok Ads,Alcance - Conteúdos Set ,7279,16.62,34.0,17.0,8.0,4.0,426.0,85.0
TikTok Ads,Alcance - Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Giftcard ,7365,16.97,92.0,31.0,14.0,11.0,538.0,93.0
TikTok Ads,Alcance - Giftcard ,8242,18.34,101.0,34.0,19.0,13.0,713.0,107.0
TikTok Ads,Alcance - Conteúdos Set ,8739,17.74,43.0,19.0,6.0,2.0,581.0,118.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,3063,12.04,335.0,173.0,120.0,78.0,1408.0,365.0
TikTok Ads,Alcance | Ritmi Mana Spolini,2422,5.38,23.0,10.0,4.0,0.0,175.0,59.0
TikTok Ads,Alcance - Conteúdos Set ,5492,13.47,18.0,8.0,3.0,2.0,380.0,59.0
TikTok Ads,Alcance | Chillibeans Vini ,5863,13.7,72.0,35.0,24.0,9.0,455.0,100.0
TikTok Ads,Alcance - Giftcard ,6475,14.55,70.0,28.0,16.0,10.0,417.0,70.0
TikTok Ads,Alcance - Giftcard ,8473,18.2,99.0,30.0,15.0,11.0,570.0,83.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,1601,6.02,173.0,90.0,65.0,42.0,821.0,184.0
TikTok Ads,Visualizações de vídeo | Natal ,7222,23.77,2498.0,1027.0,632.0,301.0,4392.0,2266.0
TikTok Ads,Alcance - Conteúdos Set ,7316,15.53,33.0,21.0,9.0,7.0,394.0,93.0
TikTok Ads,Alcance - Conteúdos Set ,8150,19.04,32.0,11.0,7.0,1.0,658.0,114.0
TikTok Ads,Alcance - Giftcard ,7200,15.41,72.0,20.0,12.0,8.0,405.0,66.0
TikTok Ads,Alcance - Giftcard ,7845,18.25,105.0,45.0,24.0,18.0,623.0,101.0
TikTok Ads,Visualizações de vídeo | Natal ,3181,14.32,1285.0,560.0,356.0,176.0,2011.0,1157.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2988,11.64,360.0,188.0,135.0,89.0,1286.0,411.0
TikTok Ads,Alcance - Giftcard ,8362,16.98,90.0,37.0,21.0,15.0,537.0,83.0
TikTok Ads,Alcance - Giftcard ,5547,13.71,67.0,19.0,11.0,8.0,386.0,51.0
TikTok Ads,Alcance - Conteúdos Set ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4494,10.9,41.0,14.0,6.0,0.0,300.0,113.0
TikTok Ads,Alcance | Chillibeans Vini ,6393,12.75,70.0,27.0,18.0,4.0,443.0,100.0
TikTok Ads,Alcance - Conteúdos Set ,7137,16.75,37.0,21.0,10.0,1.0,529.0,104.0
TikTok Ads,Alcance - Conteúdos Set ,9891,19.28,43.0,22.0,13.0,7.0,712.0,132.0
TikTok Ads,Alcance - Giftcard ,7737,17.83,120.0,48.0,30.0,12.0,599.0,118.0
TikTok Ads,Alcance - Giftcard ,6808,14.5,79.0,24.0,15.0,10.0,424.0,70.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2901,13.21,319.0,180.0,125.0,84.0,1351.0,352.0
TikTok Ads,Alcance - Conteúdos Set ,6989,14.85,40.0,22.0,11.0,4.0,451.0,99.0
TikTok Ads,Alcance - Conteúdos Set ,8229,18.93,47.0,22.0,11.0,8.0,655.0,135.0
TikTok Ads,Alcance | Chillibeans Vini ,6275,11.68,81.0,30.0,19.0,12.0,554.0,116.0
TikTok Ads,Alcance - Conteúdos Set ,8985,17.73,38.0,16.0,8.0,4.0,601.0,120.0
TikTok Ads,Alcance - Conteúdos Set ,4832,12.6,26.0,14.0,7.0,2.0,325.0,64.0
TikTok Ads,Alcance - Giftcard ,4890,12.64,55.0,22.0,11.0,10.0,292.0,41.0
TikTok Ads,Alcance - Giftcard ,8651,17.13,90.0,31.0,24.0,12.0,571.0,84.0
TikTok Ads,Alcance - Conteúdos Set ,7088,16.88,40.0,14.0,9.0,5.0,494.0,103.0
TikTok Ads,Alcance - Conteúdos Set ,9138,19.02,50.0,25.0,14.0,10.0,719.0,145.0
TikTok Ads,Visualizações de vídeo | Natal ,6344,25.59,2125.0,832.0,528.0,233.0,3695.0,2125.0
TikTok Ads,Alcance - Conteúdos Set ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,6016,14.24,41.0,18.0,7.0,4.0,631.0,58.0
TikTok Ads,Alcance - Giftcard ,6785,15.95,79.0,39.0,21.0,12.0,514.0,97.0
TikTok Ads,Alcance - Giftcard ,9346,18.23,116.0,39.0,21.0,14.0,653.0,102.0
TikTok Ads,Alcance - Giftcard ,4005,8.84,38.0,14.0,3.0,2.0,250.0,32.0
TikTok Ads,Alcance | Ritmi Mana Spolini,900,2.59,10.0,7.0,3.0,2.0,86.0,26.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2893,12.02,266.0,139.0,96.0,66.0,1110.0,308.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,4420,32.24,1113.0,473.0,293.0,238.0,1285.0,1159.0
TikTok Ads,Alcance | Giftcard ,5128,12.18,43.0,18.0,10.0,8.0,520.0,56.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7169,40.9,2162.0,1748.0,1616.0,1284.0,2179.0,1691.0
TikTok Ads,ALC - NATAL 25 02,10657,38.39,179.0,65.0,34.0,25.0,494.0,99.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,4223,9.93,48.0,14.0,5.0,0.0,370.0,138.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,4834,10.73,41.0,17.0,9.0,5.0,333.0,60.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,9186,33.01,339.0,131.0,76.0,51.0,458.0,103.0
TikTok Ads,Visualizações de vídeo | Natal ,1469,4.81,411.0,171.0,104.0,42.0,817.0,380.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,3443,11.3,320.0,169.0,113.0,73.0,1395.0,360.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,4308,31.17,1423.0,722.0,523.0,430.0,1621.0,1386.0
TikTok Ads,Alcance | Chillibeans Vini ,4500,10.25,38.0,13.0,8.0,3.0,298.0,55.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,10467,37.95,379.0,158.0,86.0,48.0,569.0,118.0
TikTok Ads,Alcance | Giftcard ,5359,12.25,42.0,13.0,6.0,4.0,537.0,61.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,19972,61.99,139.0,47.0,25.0,20.0,1229.0,255.0
TikTok Ads,ALC - NATAL 25,10174,35.65,337.0,137.0,83.0,57.0,469.0,113.0
TikTok Ads,TRAF - NATAL 25,6490,52.44,2790.0,2251.0,2051.0,1797.0,2809.0,2248.0
TikTok Ads,TRAF - NATAL 25,5820,32.76,2158.0,1747.0,1426.0,1130.0,2176.0,1720.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,12487,39.48,240.0,79.0,41.0,25.0,555.0,103.0
TikTok Ads,ALC - NATAL 25,11006,38.47,405.0,156.0,87.0,61.0,568.0,123.0
TikTok Ads,Alcance | Ritmi Mana Spolini,3883,9.09,32.0,14.0,13.0,3.0,299.0,107.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,13708,41.3,349.0,142.0,68.0,43.0,708.0,158.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,7148,33.32,2954.0,2521.0,2069.0,1502.0,2973.0,2477.0
TikTok Ads,Alcance | Giftcard ,5704,12.98,52.0,16.0,9.0,6.0,653.0,78.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,5320,12.02,75.0,40.0,29.0,13.0,465.0,109.0
TikTok Ads,TRAF - NATAL 25,5644,31.57,791.0,331.0,224.0,182.0,956.0,838.0
TikTok Ads,ALC - BLACK FRIDAY - NS,17930,61.37,136.0,52.0,21.0,15.0,1156.0,230.0
TikTok Ads,Visualizações de vídeo | Natal ,5560,20.41,1673.0,662.0,429.0,198.0,3045.0,1520.0
TikTok Ads,Visualizações de vídeo | Natal 02 ,2927,10.3,240.0,123.0,92.0,62.0,1195.0,281.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,902,2.46,12.0,8.0,4.0,1.0,74.0,16.0
TikTok Ads,Alcance | Giftcard ,1216,3.37,6.0,0.0,0.0,0.0,130.0,9.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Giftcard ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,3427,12.73,138.0,68.0,42.0,31.0,185.0,55.0
TikTok Ads,Alcance | Ritmi Mana Spolini,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,5712,31.86,2034.0,1652.0,1358.0,1099.0,2053.0,1602.0
TikTok Ads,Alcance | Ritmi Mana Spolini,3489,8.37,22.0,8.0,2.0,0.0,239.0,77.0
TikTok Ads,Alcance | Chillibeans Vini ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25,9969,35.73,357.0,135.0,81.0,50.0,492.0,100.0
