plataforma,campanha,impressoes,custo,video_p25,video_p50,video_p75,video_p100,video_2s,video_6s
Meta Ads,ALC - Feira do Vinil,98212,149.99,,,,,,
Meta Ads,ALC - Panetone Cacau Show,81061,90.94,2148.0,1135.0,297.0,148.0,,
Meta Ads,ALC | Moda Feminina,299951,308.94,4971.0,1894.0,930.0,628.0,,
Meta Ads,ALC | Moda masculina,298218,308.32,10116.0,3497.0,1949.0,1340.0,,
Meta Ads,ALC - Lojas - Inauguração/ Gastronomia,285745,308.93,3405.0,1235.0,678.0,347.0,,
Meta Ads,ALC - NATAL 25,444870,353.33,8132.0,2925.0,1348.0,815.0,,
Meta Ads,TRAF - NATAL 25,95122,262.23,5497.0,2773.0,1871.0,1198.0,,
Meta Ads,ALC - Nova Arezzo,143040,125.4,1371.0,456.0,268.0,135.0,,
Meta Ads,ALC - Panetone Cacau Show,67818,47.91,1728.0,804.0,237.0,115.0,,
Meta Ads,ALC - Dragões,360013,499.24,,,,,,
Meta Ads,ALC - LIQUIDA 25,1393297,2990.33,38278.0,17233.0,9931.0,6154.0,,
Meta Ads,ALC - VOLTA AS AULAS,234106,352.93,2525.0,945.0,537.0,355.0,,
Meta Ads,ALC - Wow Park,356975,482.22,4233.0,1067.0,510.0,311.0,,
Meta Ads,ALC - PISTA DE PATINAÇAO,434060,597.85,20489.0,7338.0,3733.0,2595.0,,
Meta Ads,ENG - GANHADOR CARRO,21480,99.98,3155.0,2180.0,1313.0,703.0,,
Meta Ads,ALC - Inauguração Freddo Gelateria,241136,307.61,,,,,,
Meta Ads,ALC - Dragões,219430,289.3,1747.0,499.0,277.0,122.0,,
Meta Ads,ALC - Show Kpop,386124,549.89,26158.0,9807.0,5739.0,3289.0,,
Meta Ads,ALC | Moda Feminina,43706,50.82,280.0,129.0,49.0,38.0,,
Meta Ads,ALC | Moda masculina,43107,49.84,1023.0,359.0,192.0,143.0,,
Meta Ads,ALC - Lojas - Inauguração/ Gastronomia,42496,50.41,392.0,151.0,75.0,35.0,,
Meta Ads,ALC - VOLTA AS AULAS,68748,96.92,968.0,346.0,193.0,141.0,,
Meta Ads,ALC - Wow Park,98837,125.91,1125.0,265.0,119.0,63.0,,
Meta Ads,ALC - PISTA DE PATINAÇAO,221829,272.77,2384.0,813.0,396.0,258.0,,
Meta Ads,ALC - Inauguração Freddo Gelateria,130105,151.05,,,,,,
Meta Ads,ALC - Dragões,235106,276.5,1963.0,538.0,293.0,144.0,,
Meta Ads,ALC - A menina da casa mágica,150202,206.83,2676.0,1240.0,693.0,206.0,,
Meta Ads,ALC - Bailinho de Carnaval,96543,126.45,1000.0,479.0,118.0,76.0,,
Meta Ads,ALC - Semana do Cinema Jan 25,80609,102.37,,,,,,
Meta Ads,ALC | Moda Feminina,275140,351.27,4410.0,1704.0,904.0,632.0,,
Meta Ads,ALC | Moda masculina,277609,356.46,9612.0,3397.0,1895.0,1306.0,,
Meta Ads,ALC - Lojas - Inauguração/ Gastronomia,385613,528.54,3917.0,1339.0,691.0,390.0,,
Meta Ads,ALC - VOLTA AS AULAS,33163,50.08,564.0,197.0,126.0,71.0,,
Meta Ads,ALC - Wow Park,423046,573.85,2277.0,618.0,326.0,212.0,,
Meta Ads,ALC - PISTA DE PATINAÇAO,981485,1245.71,9064.0,4249.0,1620.0,965.0,,
Meta Ads,ALC - Inauguração Freddo Gelateria,437720,528.01,3844.0,953.0,553.0,383.0,,
Meta Ads,ALC - Dragões,576854,725.21,5859.0,2064.0,1004.0,548.0,,
Meta Ads,ALC - A menina da casa mágica,65272,93.16,288.0,97.0,53.0,25.0,,
Meta Ads,ALC - Bailinho de Carnaval,273744,373.21,2186.0,936.0,196.0,126.0,,
Meta Ads,ALC - Semana do Cinema Jan 25,153021,197.62,,,,,,
Meta Ads,ALC - Brasileirisse,161152,200.0,1197.0,376.0,190.0,106.0,,
Meta Ads,ALC - Feira de adoção pet,41073,48.37,,,,,,
Meta Ads,ALC - Oficina de RPG,147623,199.87,,,,,,
Meta Ads,ALC - Aventura Congelante,221974,249.56,23244.0,8546.0,3954.0,2355.0,,
Meta Ads,ALC - Encerramento Carnval,92797,109.45,641.0,116.0,64.0,35.0,,
Meta Ads,ALC - Volksfriends,248670,299.97,,,,,,
Meta Ads,ALC - Norte Cafe,61652,79.98,956.0,437.0,133.0,88.0,,
Meta Ads,ALC - Filme Todo mundo em Panico,4,0.0,,,,,,
Meta Ads,ALC - Todo mundo em panico,76874,108.28,977.0,456.0,188.0,135.0,,
Meta Ads,ALC- Massinha Play-Doh,64454,100.0,1515.0,589.0,359.0,178.0,,
Meta Ads,ALC | Moda Feminina,397703,510.86,11994.0,4505.0,2296.0,1528.0,,
Meta Ads,ALC | Moda masculina,344322,443.55,17327.0,6224.0,3392.0,2306.0,,
Meta Ads,ALC - Lojas - Inauguração/ Gastronomia,666849,931.17,5121.0,1557.0,824.0,522.0,,
Meta Ads,ALC - Wow Park,85660,108.95,853.0,216.0,107.0,60.0,,
Meta Ads,ALC - PISTA DE PATINAÇAO,188222,223.78,3186.0,1401.0,481.0,294.0,,
Meta Ads,ALC - Todo mundo em panico,592386,851.72,11083.0,4387.0,2658.0,1692.0,,
Meta Ads,ALC - FitDance Colors,172723,291.65,,,,,,
Meta Ads,ALC- PASSAPORTE ELAS,864427,1998.76,11603.0,2506.0,1475.0,938.0,,
Meta Ads,ALC - Coelho Flock,235198,305.0,,,,,,
Meta Ads,ALC - Fitdance Colors 26,85516,120.0,1279.0,595.0,136.0,86.0,,
Meta Ads,ALC - Semana do Consumidor,169789,300.0,298.0,113.0,54.0,20.0,,
Meta Ads,ALC - Pet Day - Corrida Pet,94969,129.18,,,,,,
Meta Ads,ALC - Show BTS,15003,18.93,,,,,,
Meta Ads,ALC - Pokemon,132188,199.97,1907.0,898.0,233.0,171.0,,
Meta Ads,ALC - Páscoa Cacau Show,134561,187.88,2167.0,676.0,482.0,257.0,,
Meta Ads,ALC - Dia da Pipoca,99051,149.96,,,,,,
Meta Ads,ALC - Torresmo Fest,221276,321.43,1761.0,681.0,393.0,266.0,,
Meta Ads,ALC - ELITE BTS,237286,349.94,,,,,,
Meta Ads,ALC - ANIVERSARIO DE INDAIAL,94462,150.0,1020.0,236.0,98.0,53.0,,
Meta Ads,ALC - Economéqui,90794,124.87,,,,,,
Meta Ads,ALC - Promo Iphone,3667,4.93,,,,,,
Meta Ads,ALC - Crepusculo,3800,4.87,108.0,46.0,14.0,9.0,,
Meta Ads,ALC - Caça aos ovos,10490,19.9,667.0,221.0,119.0,77.0,,
Meta Ads,ALC - Super Mário - Pré-venda Filme,6247,9.34,228.0,81.0,42.0,12.0,,
Meta Ads,TRAF - FRANQUIAS,43651,58.36,,,,,,
Meta Ads,ENG - FRANQUIAS,3846,66.26,,,,,,
Meta Ads,TRAF - FRANQUIAS,890331,1026.46,1.0,,,,,
Meta Ads,ENG - FRANQUIAS,42733,488.51,,,,,,
Meta Ads,ALC - CAMPANHA IPHONE,1359991,2499.92,23462.0,8154.0,4193.0,2250.0,,
Meta Ads,ALC - C&A,137762,154.87,,,,,,
Meta Ads,ALC - Capivalley,1064037,1309.38,3332.0,1347.0,468.0,240.0,,
Meta Ads,ALC - Ações Autismo,283119,308.69,,,,,,
Meta Ads,TRAF - PROMO IPHONE,134422,299.76,5580.0,2432.0,1549.0,977.0,,
Meta Ads,ALC - Parceirão do atacadão,116941,148.23,2137.0,1049.0,685.0,489.0,,
Meta Ads,ALC - Legião urbana Cover,255739,329.44,5709.0,2110.0,710.0,423.0,,
Meta Ads,ALC - Diabo veste prada,168231,228.29,29251.0,9145.0,4263.0,2697.0,,
Meta Ads,ALC - Senhora Farinha,201348,217.41,10760.0,4562.0,2307.0,1639.0,,
Meta Ads,ALC - PROMO MAES 26,84330,123.44,1198.0,329.0,181.0,85.0,,
Meta Ads,TRAF - PROMO MAES 26,18758,100.6,3121.0,1653.0,872.0,385.0,,
Meta Ads,TRAF - FRANQUIAS,0,0.0,,,,,,
Meta Ads,ALC - PROMO MAES 26,165806,213.61,3135.0,911.0,470.0,265.0,,
Meta Ads,TRAF - PROMO MAES 26,27868,150.56,5772.0,2955.0,1700.0,805.0,,
Meta Ads,ALC - Jeep - NATAL 2025,18691,28.51,297.0,91.0,45.0,31.0,,
Meta Ads,ALC - Reels Maya,195069,309.22,239.0,83.0,59.0,30.0,,
Meta Ads,ALC - Natal Aftermovie,98149,155.45,180.0,64.0,33.0,22.0,,
Meta Ads,ALC - Feira de Adoção,11578,18.45,261.0,55.0,32.0,24.0,,
Meta Ads,ALC - Edgar + Rayban,121547,194.83,244.0,88.0,53.0,31.0,,
Meta Ads,ALC - NATAL 25,418676,657.93,9423.0,2562.0,1365.0,898.0,,
Meta Ads,TRAF - NATAL 25,24293,109.39,103.0,50.0,31.0,24.0,,
Meta Ads,ALC - Reels Decoração,126441,194.48,1198.0,413.0,147.0,88.0,,
Meta Ads,ALC - Reels Madô,57735,96.91,748.0,409.0,217.0,36.0,,
Meta Ads,ALC - Aventuras Caninas de Natal,908816,1835.55,7641.0,2866.0,1394.0,990.0,,
Meta Ads,ALC - Mileninha,933162,1999.9,16036.0,6419.0,2677.0,1705.0,,
Meta Ads,ENG - Mileninha,103463,674.89,19521.0,10247.0,6905.0,4688.0,,
Meta Ads,ENG - Aventuras Caninas de Natal,93396,671.27,22980.0,11517.0,8132.0,6343.0,,
Meta Ads,TRAF - NATAL 25,25462,104.75,,,,,,
Meta Ads,ALC - Chapeuzinho vermelho Natal,289488,499.88,2208.0,806.0,458.0,327.0,,
Meta Ads,ALC - Meu vilão favorito,278725,499.9,6499.0,2775.0,1508.0,559.0,,
Meta Ads,ALC - BLACK FRIDAY GS,375932,799.98,24991.0,11068.0,5355.0,3681.0,,
Meta Ads,ALC- Tributo Elton John e Adele,756669,1999.96,7465.0,2505.0,1357.0,864.0,,
Meta Ads,ALC - MUSICAL TEMPO,761705,1999.66,6026.0,2406.0,1034.0,702.0,,
Meta Ads,TRAF - NATAL 25 CLIQUES 02,27140,179.78,113.0,57.0,41.0,30.0,,
Meta Ads,ALC - NATAL 25,1390636,1755.19,17689.0,6707.0,3656.0,2041.0,,
Meta Ads,ALC - BLACK FRIDAY GS,0,0.0,,,,,,
Meta Ads,TRAF - NATAL 25 CLIQUES 02,476032,2006.24,7962.0,5304.0,2972.0,2273.0,,
Meta Ads,ALC - Árvore solidária,250051,373.58,2859.0,1226.0,792.0,581.0,,
Meta Ads,Coral Adventista,222222,349.97,,,,,,
Meta Ads,ALC - Inauguração - Manly,233881,299.97,1350.0,205.0,101.0,66.0,,
Meta Ads,ALC - Encontro Pet com Noel,306820,499.98,425.0,170.0,100.0,68.0,,
Meta Ads,ALC - MODA,457177,549.87,925.0,228.0,128.0,87.0,,
Meta Ads,ALC - Rubens Herbst - Zootopia 2,254049,299.94,150.0,55.0,23.0,14.0,,
Meta Ads,ALC - NATAL 25,729473,580.61,19415.0,7205.0,3884.0,2319.0,,
Meta Ads,TRAF - NATAL 25 CLIQUES 02,186918,638.67,4975.0,2926.0,1768.0,1379.0,,
Meta Ads,ALC - MODA,1012843,1080.36,1845.0,567.0,318.0,213.0,,
Meta Ads,ALC - LIQUIDA,1584267,2991.86,53875.0,21245.0,12518.0,8979.0,,
Meta Ads,ALC - Filme Bob Esponja,214027,249.93,20857.0,6309.0,2939.0,1977.0,,
Meta Ads,ALC - CORRIDA SHOPPING,484843,617.28,5268.0,1668.0,867.0,381.0,,
Meta Ads,ALC - Exposição Legueiros,442938,769.5,3661.0,1265.0,724.0,488.0,,
Meta Ads,ALC - Volta às aulas,146522,194.37,462.0,312.0,56.0,39.0,,
Meta Ads,ALC - MODA,147035,175.46,219.0,72.0,50.0,32.0,,
Meta Ads,ALC - CORRIDA SHOPPING,204839,242.26,2063.0,608.0,322.0,152.0,,
Meta Ads,ALC - Exposição Legueiros,469135,853.85,4359.0,1557.0,864.0,609.0,,
Meta Ads,ALC - Volta às aulas,180133,211.69,393.0,201.0,60.0,37.0,,
Meta Ads,ALC - Bailinho de carnaval e carnapet,72840,103.04,755.0,349.0,222.0,160.0,,
Meta Ads,ALC - Semana do Cinema,22401,30.96,521.0,212.0,117.0,87.0,,
Meta Ads,ALC - MODA,646623,804.48,946.0,335.0,192.0,131.0,,
Meta Ads,ALC - CORRIDA SHOPPING,521813,640.38,5704.0,1694.0,879.0,420.0,,
Meta Ads,ALC - Exposição Legueiros,191265,376.27,1919.0,650.0,341.0,239.0,,
Meta Ads,ALC - Volta às aulas,68084,93.91,135.0,75.0,15.0,9.0,,
Meta Ads,ALC - Bailinho de carnaval e carnapet,260037,396.73,2374.0,1075.0,700.0,523.0,,
Meta Ads,ALC - Semana do Cinema,351657,468.67,5336.0,2238.0,1306.0,986.0,,
Meta Ads,ALC - Retail Experience,73335,81.5,,,,,,
Meta Ads,ALC - Heroinas do Kpop,333889,467.86,,,,,,
Meta Ads,ALC - Benefícios AJFans,173520,227.79,1129.0,641.0,280.0,106.0,,
Meta Ads,ALC - Aniversário Joinville - Atlantida,480280,998.63,10002.0,2874.0,1593.0,996.0,,
Meta Ads,ALC - MODA,82969,93.21,86.0,22.0,12.0,7.0,,
Meta Ads,ALC - Heroinas do Kpop,24510,32.13,,,,,,
Meta Ads,ALC - Benefícios AJFans,338153,402.3,2409.0,1172.0,563.0,226.0,,
Meta Ads,ALC - Aniversário Joinville - Atlantida,0,0.0,,,,,,
Meta Ads,ALC - Exposição Territórios Internos,696088,946.66,5258.0,1329.0,651.0,399.0,,
Meta Ads,ALC - COTTON,713795,974.45,5162.0,1679.0,974.0,518.0,,
Meta Ads,ALC - TODO MUNDO EM PANICO,1044428,1445.91,1516.0,601.0,348.0,174.0,,
Meta Ads,ALC - Últimos eventos do GS,66895,82.49,188.0,121.0,48.0,13.0,,
Meta Ads,ALC - ANIVERSARIO JOINVILLE GARTEN,261527,349.99,,,,,,
Meta Ads,ALC- SEMANA DO CONSUMIDOR,1065400,2496.67,65437.0,24939.0,14057.0,10075.0,,
Meta Ads,ALC - Camiseta Centauro,107397,146.34,1132.0,298.0,163.0,94.0,,
Meta Ads,ALC - PROMO IPHONE,411118,599.49,1.0,,,,,
Meta Ads,ALC - Turma do Coelho,69029,95.76,4502.0,1669.0,942.0,625.0,,
Meta Ads,ALC - Musical - A menina da casa mágica,185003,250.0,5700.0,1879.0,1014.0,643.0,,
Meta Ads,ENG - Panico 7,37269,121.9,1436.0,757.0,544.0,99.0,,
Meta Ads,TRAF - FRANQUIA,5889,37.77,,,,,,
Meta Ads,ENG - FRANQUIAS,653,14.35,,,,,,
Meta Ads,ALC - Camiseta Centauro,96029,102.78,911.0,234.0,111.0,66.0,,
Meta Ads,ALC - PROMO IPHONE,1566282,2400.17,11269.0,3357.0,1539.0,983.0,,
Meta Ads,ENG - Panico 7,7892,23.72,308.0,153.0,104.0,21.0,,
Meta Ads,TRAF - FRANQUIA,152555,491.03,,,,,,
Meta Ads,ENG - FRANQUIAS,32707,482.8,,,,,,
Meta Ads,ALC - ELLAS,511320,499.98,4899.0,2212.0,1049.0,424.0,,
Meta Ads,TRAF - PROMO IPHONE,231594,499.84,4524.0,2090.0,1423.0,596.0,,
Meta Ads,ALC - DINOS,790278,1023.31,106290.0,43994.0,25705.0,17542.0,,
Meta Ads,TRAF - FRANQUIA 02,125578,499.87,,,,,,
Meta Ads,ENG - FRANQUIAS GS,36256,497.77,,,,,,
Meta Ads,ALC - Candlelight,282618,349.41,19483.0,8005.0,4373.0,2941.0,,
Meta Ads,ALC - LOOKS OUTONO,58293,80.23,141.0,63.0,48.0,16.0,,
Meta Ads,ALC - DIABO VESTE PRADA,93431,140.65,2067.0,1049.0,419.0,183.0,,
Meta Ads,ALC - PROMO MAES 26,81039,129.04,1110.0,503.0,188.0,124.0,,
Meta Ads,TRAF - PROMO MAES 26,14808,128.03,738.0,399.0,169.0,115.0,,
Meta Ads,ALC - CINEMA,21482,33.89,26.0,11.0,5.0,3.0,,
Meta Ads,ALC - DINOS,225922,299.57,20512.0,8352.0,4960.0,3343.0,,
Meta Ads,ENG - FRANQUIAS GS,0,0.0,,,,,,
Meta Ads,ALC - LOOKS OUTONO,34980,50.18,66.0,34.0,23.0,7.0,,
Meta Ads,ALC - DIABO VESTE PRADA,174889,234.89,4567.0,2208.0,909.0,381.0,,
Meta Ads,ALC - PROMO MAES 26,154182,214.45,1566.0,670.0,239.0,162.0,,
Meta Ads,TRAF - PROMO MAES 26,23790,214.79,2099.0,1203.0,488.0,301.0,,
Meta Ads,ALC - CINEMA,101684,138.94,125.0,49.0,30.0,13.0,,
Meta Ads,ENG - ALBUM DE FIGURINHAS,6323,20.59,1714.0,1057.0,735.0,542.0,,
Meta Ads,ALC - GIFT GUIDE DIA DAS MAES,43032,65.86,2.0,,,,,
Meta Ads,TRAF- Giftcard,0,0.0,,,,,,
Meta Ads,ALC - Inauguração Ritmi,53117,89.77,212.0,31.0,13.0,7.0,,
Meta Ads,ALC - Loja Crocs,74710,136.96,472.0,251.0,51.0,35.0,,
Meta Ads,ALC - Chilli Beans,30450,52.17,276.0,52.0,34.0,24.0,,
Meta Ads,ALC - Avatim,115504,184.75,219.0,83.0,51.0,34.0,,
Meta Ads,ALC - Chegada Papai Noel - Natal 2025,38478,66.62,759.0,290.0,198.0,139.0,,
Meta Ads,ALC - Casas Maria,102453,174.18,431.0,126.0,67.0,41.0,,
Meta Ads,ALC - LAS LEÑAS,106157,174.18,6690.0,2105.0,1247.0,920.0,,
Meta Ads,ENG - Officina Gelatiera,34173,124.73,4775.0,3436.0,2376.0,1333.0,,
Meta Ads,ALC - PROMO NATAL 25,456918,720.31,24746.0,7550.0,4046.0,2661.0,,
Meta Ads,TRAF - NATAL 25,241156,724.68,27375.0,12799.0,8070.0,5746.0,,
Meta Ads,ALC - LEGOS,267938,459.32,22.0,3.0,1.0,1.0,,
Meta Ads,ALC - Transmissão ao vivo Jogo de Futebol,176003,299.32,5391.0,2341.0,581.0,365.0,,
Meta Ads,ALC- BLACK FRIDAY NS,375997,799.96,6272.0,2818.0,1719.0,1319.0,,
Meta Ads,VISUALIZAÇÕES - BF SORANA,30038,199.92,2775.0,1390.0,883.0,485.0,,
Meta Ads,ENG - Officina Gelatiera,0,0.0,,,,,,
Meta Ads,ALC - PROMO NATAL 25,1290633,1638.77,14056.0,5296.0,2243.0,1230.0,,
Meta Ads,TRAF - NATAL 25,511913,1630.61,33877.0,18332.0,13297.0,7151.0,,
Meta Ads,ALC - LEGOS,383291,540.64,983.0,162.0,86.0,56.0,,
Meta Ads,ALC- BLACK FRIDAY NS,0,0.0,,,,,,
Meta Ads,VISUALIZAÇÕES - BF SORANA,0,0.0,,,,,,
Meta Ads,"ALC - Espetáculo Luz, camera e emoção",206244,349.82,419.0,146.0,80.0,52.0,,
Meta Ads,ENG - Tour fofíssima Natal,117079,599.98,10477.0,4518.0,2903.0,1853.0,,
Meta Ads,ALC - Exposição Legueiros,348840,500.0,6359.0,1880.0,1104.0,615.0,,
Meta Ads,ALC - Panetone,259857,349.98,8183.0,4075.0,2016.0,561.0,,
Meta Ads,ALC - UEBEL,263571,349.98,378.0,131.0,82.0,48.0,,
Meta Ads,ALC - Mana Naspolini - Looks fim de ano,237046,299.96,3486.0,1744.0,262.0,165.0,,
Meta Ads,ALC - Chapeuzinho Vermelho,315847,499.99,,,,,,
Meta Ads,ALC - Mesa Posta Natal 25,100620,149.94,124.0,47.0,25.0,16.0,,
Meta Ads,ALC - Avatar 3,113032,150.0,11501.0,5858.0,3202.0,2161.0,,
Meta Ads,ALC - PROMO NATAL 25,755889,618.57,8823.0,3009.0,1418.0,868.0,,
Meta Ads,TRAF - NATAL 25,166574,513.66,11985.0,5646.0,4853.0,2338.0,,
Meta Ads,ALC - Panetone,0,0.0,,,,,,
Meta Ads,ALC - UEBEL,0,0.0,,,,,,
Meta Ads,ALC - Super ZOO,1097522,1440.28,28768.0,12236.0,7370.0,5117.0,,
Meta Ads,ALC - LIQUIDA 25,1434340,2998.07,46209.0,22224.0,13226.0,7287.0,,
Meta Ads,ALC - Cinema - Bob Esponja Filme,255470,299.9,13450.0,4864.0,2485.0,1765.0,,
Meta Ads,ALC - FÉRIAS JAN 25,541975,686.47,7641.0,2559.0,1344.0,804.0,,
Meta Ads,ALC - VERÃO/LOJAS,395282,490.14,5710.0,2778.0,1635.0,537.0,,
Meta Ads,ALC - ÓCULOS META OAKLEY,373154,482.08,2472.0,510.0,204.0,111.0,,
Meta Ads,ALC - Novidades Cinema GNC,75044,96.89,,,,,,
Meta Ads,ALC - Vortex,49595,66.25,,,,,,
Meta Ads,ALC - Blokinho do Rosa 2025,104791,140.88,4758.0,1955.0,992.0,686.0,,
Meta Ads,ALC - Super ZOO,259536,321.33,4599.0,1543.0,848.0,569.0,,
Meta Ads,ALC - FÉRIAS JAN 25,140174,175.61,1880.0,543.0,295.0,179.0,,
Meta Ads,ALC - VERÃO/LOJAS,104442,125.33,2552.0,1190.0,743.0,260.0,,
Meta Ads,ALC - ÓCULOS META OAKLEY,101132,125.49,651.0,104.0,44.0,29.0,,
Meta Ads,ALC - Novidades Cinema GNC,78263,88.93,78.0,23.0,17.0,11.0,,
Meta Ads,ALC - Vortex,74404,86.56,,,,,,
Meta Ads,ALC - Blokinho do Rosa 2025,121763,149.59,3737.0,1444.0,781.0,543.0,,
Meta Ads,ALC - Carnapet,121816,160.97,1513.0,840.0,126.0,88.0,,
Meta Ads,ALC - Exposição Ambiências,22607,28.3,520.0,204.0,43.0,28.0,,
Meta Ads,ALC - Super ZOO,973017,1238.39,8564.0,2320.0,1292.0,856.0,,
Meta Ads,ALC - FÉRIAS JAN 25,483543,617.67,5961.0,1705.0,804.0,495.0,,
Meta Ads,ALC - VERÃO/LOJAS,412114,504.46,5415.0,2766.0,1597.0,580.0,,
Meta Ads,ALC - ÓCULOS META OAKLEY,343523,441.23,2013.0,356.0,172.0,89.0,,
Meta Ads,ALC - Novidades Cinema GNC,134100,163.87,446.0,148.0,96.0,68.0,,
Meta Ads,ALC - Vortex,285160,343.58,,,,,,
Meta Ads,ALC - Blokinho do Rosa 2025,79881,109.27,622.0,100.0,49.0,25.0,,
Meta Ads,ALC - Carnapet,63111,89.0,780.0,467.0,64.0,38.0,,
Meta Ads,ALC - Exposição Ambiências,122100,148.15,2331.0,1081.0,220.0,154.0,,
Meta Ads,ALC - A Casa de Gaby,245648,299.95,120.0,62.0,42.0,6.0,,
Meta Ads,ALC - Exposição Beatles,160175,185.87,1061.0,187.0,101.0,69.0,,
Meta Ads,ALC - CAPIVALLEY,207346,281.1,31780.0,11611.0,6363.0,4325.0,,
Meta Ads,ALC - Exposição Beatles,191689,221.06,1236.0,251.0,129.0,79.0,,
Meta Ads,ALC - CAPIVALLEY,1137149,1499.79,168134.0,62218.0,36405.0,25094.0,,
Meta Ads,ALC - MISS CRICIUMA,1398032,2000.0,,,,,,
Meta Ads,ALC - Páscoa,2651115,3711.21,17246.0,3901.0,2161.0,1398.0,,
Meta Ads,ALC - MUSICAL O ENCANTO DA NATUREZA,228860,311.12,3870.0,1804.0,438.0,290.0,,
Meta Ads,ALC - DIA DA MULHER - PANDORA,353464,499.11,3243.0,539.0,314.0,197.0,,
Meta Ads,ALC - Promo Iphone,465572,752.83,,,,,,
Meta Ads,ALC - Heroinas do kpop,333634,499.96,,,,,,
Meta Ads,ALC - Diversão no Nações,146498,205.9,,,,,,
Meta Ads,ALC - Aniversario NS,24464,31.32,,,,,,
Meta Ads,ENG - Posts,15224,43.88,2700.0,1515.0,944.0,442.0,,
Meta Ads,ALC - Páscoa,230338,288.78,1703.0,434.0,206.0,141.0,,
Meta Ads,ALC - Promo Iphone,1297790,1747.15,6261.0,1419.0,643.0,381.0,,
Meta Ads,ALC - Diversão no Nações,259048,294.1,,,,,,
Meta Ads,ALC - Aniversario NS,160068,168.68,,,,,,
Meta Ads,ENG - Posts,86955,203.23,13333.0,5686.0,3158.0,1386.0,,
Meta Ads,TRAF - IPHONE,168229,499.83,5008.0,1918.0,1128.0,720.0,,
Meta Ads,ALC - Hello Kitty,269075,349.99,,,,,,
Meta Ads,[ALC - Encontro de Goldens e Labradores],223180,299.87,,,,,,
Meta Ads,ALC - Hello Kitty Parade,92027,128.31,1119.0,326.0,143.0,77.0,,
Meta Ads,ALC - PROMO MAES 26,75888,131.58,132.0,32.0,15.0,9.0,,
Meta Ads,TRAF - PROMO MAES 26,22467,128.1,1128.0,506.0,236.0,137.0,,
Meta Ads,ALC - Hello Kitty Parade,80373,110.6,808.0,228.0,105.0,66.0,,
Meta Ads,ALC - PROMO MAES 26,186397,286.13,1285.0,337.0,141.0,81.0,,
Meta Ads,TRAF - PROMO MAES 26,66910,285.17,2323.0,1019.0,497.0,281.0,,
Meta Ads,ALC - CAMICADO DIA DAS MAES,37967,52.94,467.0,93.0,36.0,23.0,,
TikTok Ads,ALC - Boliche,5563,7.94,242.0,141.0,81.0,56.0,782.0,213.0
TikTok Ads,ALC - Promo mães,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Boliche,3441,5.86,128.0,80.0,42.0,32.0,388.0,112.0
TikTok Ads,Alcance - Balde Stich,2048,3.88,40.0,11.0,8.0,6.0,208.0,41.0
TikTok Ads,Alcance - Balde Stich,5016,7.79,196.0,77.0,44.0,20.0,715.0,205.0
TikTok Ads,Alcance - Promo mães,29645,72.45,485.0,214.0,152.0,78.0,3054.0,640.0
TikTok Ads,Alcance - Promo mães,31489,72.78,724.0,341.0,245.0,108.0,4116.0,932.0
TikTok Ads,Alcance - Promo mães,34746,72.64,219.0,90.0,44.0,27.0,2298.0,489.0
TikTok Ads,Alcance - Promo mães,32782,72.48,639.0,294.0,206.0,102.0,3811.0,843.0
TikTok Ads,Alcance - Promo mães,31023,72.85,249.0,82.0,45.0,29.0,2996.0,617.0
TikTok Ads,Reach - show beatles,47206,103.4,1948.0,886.0,498.0,275.0,9368.0,2821.0
TikTok Ads,Reach - show beatles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Promo mães,33693,72.23,580.0,248.0,176.0,72.0,3557.0,790.0
TikTok Ads,Alcance - Promo mães,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Campanha Namorados,13494,23.71,86.0,39.0,28.0,18.0,593.0,112.0
TikTok Ads,Alcance - Balde Stich,3821,6.98,150.0,60.0,31.0,15.0,516.0,158.0
TikTok Ads,Alcance - Promo mães,28935,72.79,534.0,244.0,165.0,81.0,3364.0,733.0
TikTok Ads,Alcance - Balde Stich,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Promo mães,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Me nota Way,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Balde Stich,2136,2.84,68.0,24.0,11.0,5.0,264.0,71.0
TikTok Ads,Alcance - Balde Stich,4122,6.22,92.0,34.0,14.0,8.0,409.0,99.0
TikTok Ads,ALC - Boliche,4605,6.67,147.0,80.0,55.0,31.0,451.0,128.0
TikTok Ads,ALC | St Patricks Festival,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Outback ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Boliche,3048,5.37,124.0,66.0,43.0,21.0,368.0,109.0
TikTok Ads,ALC - Boliche,5649,7.66,281.0,172.0,95.0,63.0,811.0,244.0
TikTok Ads,Reach - show beatles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance | Dino,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
