hora,plataforma,impressoes,cliques,custo,conversoes,ctr,cpc
7,Google Ads,987,244,27.659894,200.89213,24.721377912867272,0.11336022131147541
8,Google Ads,1820,397,43.592088,294.93333,21.813186813186814,0.10980374811083123
9,Google Ads,2701,571,59.745345,395.914437,21.140318400592374,0.10463282837127846
10,Google Ads,3526,735,92.412853,616.48517,20.845150311968236,0.12573177278911565
11,Google Ads,3901,919,107.851748,787.318431,23.558062035375546,0.11735772361262242
12,Google Ads,4442,1100,126.368429,842.691537,24.763619990995046,0.11488039
13,Google Ads,4048,929,102.372075,729.268618,22.949604743083004,0.11019599031216361
14,Google Ads,3778,870,92.048868,721.934751,23.028057173107463,0.10580329655172413
15,Google Ads,3681,821,93.400765,797.510712,22.30372181472426,0.11376463459196103
16,Google Ads,3826,888,98.579768,816.412497,23.20961840041819,0.11101325225225225
17,Google Ads,4188,899,113.748866,826.481499,21.46609360076409,0.12652821579532814
18,Google Ads,4392,1001,117.91608,841.434268,22.791438979963573,0.11779828171828172
19,Google Ads,3867,907,108.035685,801.541343,23.454874579777606,0.1191132138919515
20,Google Ads,2996,709,73.175279,559.841367,23.664886515353807,0.10320913822284909
21,Google Ads,2210,531,50.464684,345.153207,24.02714932126697,0.09503706967984933
22,Google Ads,1482,353,28.152814,198.466299,23.819163292847502,0.07975301416430594
23,Google Ads,777,177,15.417964,118.91667,22.779922779922778,0.08710714124293785
0,Google Ads,663,167,13.447544,98.46698,25.188536953242835,0.08052421556886227
1,Google Ads,321,71,4.790175,43.966666,22.118380062305295,0.06746725352112676
2,Google Ads,161,34,3.435305,20.833333,21.11801242236025,0.10103838235294117
3,Google Ads,94,32,2.734165,21.333333,34.04255319148936,0.08544265625
