hora,plataforma,impressoes,cliques,custo,conversoes,ctr,cpc
4,Google Ads,315,6,3.570052,0.0,1.9047619047619049,0.5950086666666666
5,Google Ads,321,13,7.085754,9.0,4.049844236760125,0.5450579999999999
6,Google Ads,688,25,15.986732,20.0,3.6337209302325584,0.63946928
7,Google Ads,1114,44,11.901665,6.0,3.949730700179533,0.2704923863636364
8,Google Ads,1784,41,15.91308,4.0,2.298206278026906,0.3881239024390244
9,Google Ads,1625,56,7.912356,27.0,3.446153846153846,0.14129207142857142
10,Google Ads,1844,62,6.98009,9.0,3.3622559652928414,0.11258209677419355
11,Google Ads,2086,49,6.723241,13.0,2.348993288590604,0.137209
12,Google Ads,2594,68,8.499448,6.0,2.621434078643022,0.12499188235294116
13,Google Ads,2578,76,7.362509,15.0,2.948021722265322,0.09687511842105263
14,Google Ads,3090,69,9.794415,14.0,2.233009708737864,0.14194804347826087
15,Google Ads,3187,87,10.128714,8.0,2.7298399748980233,0.11642200000000001
16,Google Ads,3327,120,10.385546,9.0,3.606853020739405,0.08654621666666666
17,Google Ads,3748,93,12.663498,6.0,2.4813233724653148,0.13616664516129032
18,Google Ads,4017,121,13.55095,9.0,3.012198157829226,0.11199132231404958
19,Google Ads,3825,88,12.609033,32.0,2.3006535947712417,0.1432844659090909
20,Google Ads,3476,93,11.819715,13.0,2.6754890678941314,0.12709370967741937
21,Google Ads,2534,67,7.767107,11.0,2.644041041831097,0.11592697014925374
22,Google Ads,2241,60,6.725137,12.0,2.677376171352075,0.11208561666666667
23,Google Ads,2088,49,7.234339,3.0,2.346743295019157,0.14763957142857143
0,Google Ads,297,9,2.34015,0.0,3.0303030303030303,0.2600166666666667
1,Google Ads,284,11,1.23735,2.0,3.873239436619718,0.11248636363636363
2,Google Ads,144,3,0.394529,0.0,2.083333333333333,0.13150966666666666
3,Google Ads,164,5,0.625394,1.0,3.048780487804878,0.1250788
4,Google Ads,215,5,1.173836,0.0,2.3255813953488373,0.2347672
5,Google Ads,586,27,4.540742,6.0,4.607508532423208,0.16817562962962962
6,Google Ads,1329,50,10.245684,5.0,3.7622272385252074,0.20491368000000001
7,Google Ads,1043,34,10.954066,19.0,3.2598274209012463,0.32217841176470585
8,Google Ads,1024,35,9.519586,17.0,3.41796875,0.27198817142857146
9,Google Ads,1486,52,7.361578,5.0,3.4993270524899054,0.14156880769230767
10,Google Ads,1345,28,7.750548,60.0,2.0817843866171004,0.2768052857142857
11,Google Ads,1691,52,8.87607,14.0,3.075103489059728,0.17069365384615384
12,Google Ads,2399,77,8.479136,19.0,3.2096706961233847,0.11011864935064936
13,Google Ads,2203,66,13.177898,21.0,2.9959146618247843,0.1996651212121212
14,Google Ads,1979,54,11.372655,14.0,2.7286508337544215,0.21060472222222223
15,Google Ads,2101,58,9.326575,6.0,2.760590195145169,0.1608030172413793
16,Google Ads,1781,60,7.979245,12.0,3.3688938798427848,0.13298741666666666
17,Google Ads,2087,63,9.988017,3.0,3.0186871106851942,0.15853995238095236
18,Google Ads,2995,89,13.711391,10.0,2.971619365609349,0.15406057303370788
19,Google Ads,3027,85,15.215848,4.0,2.80806078625702,0.17900997647058822
20,Google Ads,3429,94,19.662572,34.0,2.7413240011665208,0.20917629787234043
21,Google Ads,2857,82,9.657667,14.0,2.8701435071753587,0.1177764268292683
22,Google Ads,2127,77,6.596928,6.0,3.6201222378937468,0.08567438961038962
23,Google Ads,1363,42,5.206482,2.0,3.081438004402054,0.12396385714285715
0,Google Ads,242,6,0.623242,1.0,2.479338842975207,0.10387366666666666
1,Google Ads,152,1,0.639338,0.0,0.6578947368421052,0.639338
2,Google Ads,120,3,1.111196,0.0,2.5,0.3703986666666667
3,Google Ads,56,3,0.525865,0.0,5.357142857142857,0.17528833333333335
4,Google Ads,104,3,0.66872,0.0,2.8846153846153846,0.22290666666666667
5,Google Ads,360,10,2.766237,2.0,2.7777777777777777,0.2766237
6,Google Ads,728,26,5.762875,33.0,3.571428571428571,0.22164903846153847
7,Google Ads,959,30,8.687891,9.0,3.1282586027111576,0.28959636666666666
8,Google Ads,1158,49,11.878847,14.0,4.231433506044905,0.24242544897959184
9,Google Ads,1178,33,11.829585,18.0,2.801358234295416,0.3584722727272727
10,Google Ads,712,28,4.095132,6.0,3.932584269662921,0.1462547142857143
11,Google Ads,938,36,5.260322,2.0,3.8379530916844353,0.14612005555555557
12,Google Ads,1543,52,13.208407,6.0,3.3700583279325986,0.2540078269230769
13,Google Ads,1201,41,6.466245,16.0,3.413821815154038,0.15771329268292683
14,Google Ads,1236,40,6.432347,17.0,3.2362459546925564,0.160808675
15,Google Ads,1495,42,10.779419,16.0,2.8093645484949836,0.25665283333333333
16,Google Ads,1545,39,6.568396,16.0,2.524271844660194,0.16842041025641025
17,Google Ads,2044,56,13.269553,13.0,2.73972602739726,0.23695630357142858
18,Google Ads,2688,72,15.617908,43.0,2.6785714285714284,0.2169153888888889
19,Google Ads,1959,65,8.310368,16.0,3.3180193976518635,0.1278518153846154
20,Google Ads,836,25,4.007652,3.0,2.9904306220095696,0.16030608000000002
21,Google Ads,1588,45,8.672137,3.0,2.8337531486146093,0.19271415555555554
22,Google Ads,1276,34,6.020094,9.0,2.664576802507837,0.17706158823529414
23,Google Ads,839,40,4.064356,3.0,4.767580452920143,0.1016089
0,Google Ads,202,3,0.771671,0.0,1.4851485148514851,0.2572236666666667
1,Google Ads,149,8,1.010186,0.0,5.369127516778524,0.12627325
2,Google Ads,107,1,0.29924,1.0,0.9345794392523363,0.29924
3,Google Ads,38,4,0.197044,1.0,10.526315789473683,0.049261
4,Google Ads,93,2,1.583875,0.0,2.1505376344086025,0.7919375
5,Google Ads,239,6,2.045856,5.0,2.510460251046025,0.340976
6,Google Ads,611,21,11.688669,26.0,3.436988543371522,0.5566032857142857
7,Google Ads,568,15,10.75044,7.0,2.640845070422535,0.716696
8,Google Ads,544,15,3.448923,3.0,2.7573529411764706,0.2299282
9,Google Ads,325,7,1.558087,1.0,2.1538461538461537,0.22258385714285714
10,Google Ads,371,5,1.575135,0.0,1.3477088948787064,0.315027
11,Google Ads,523,11,3.460965,0.0,2.1032504780114722,0.3146331818181818
12,Google Ads,558,10,5.528412,1.0,1.7921146953405016,0.5528412
13,Google Ads,647,19,5.779062,3.0,2.936630602782071,0.3041611578947368
14,Google Ads,647,18,4.354119,10.0,2.7820710973724885,0.24189549999999999
15,Google Ads,488,13,3.767251,1.0,2.663934426229508,0.28978853846153846
16,Google Ads,775,13,2.858879,1.0,1.6774193548387095,0.21991376923076922
17,Google Ads,1071,21,7.43038,1.0,1.9607843137254901,0.35382761904761906
18,Google Ads,1273,43,16.385579,16.0,3.377847604084839,0.38105997674418607
19,Google Ads,1233,25,6.701028,5.0,2.02757502027575,0.26804112
20,Google Ads,1571,41,16.928864,7.0,2.609802673456397,0.4128991219512195
21,Google Ads,1369,35,7.644642,9.0,2.556610664718773,0.21841834285714287
22,Google Ads,1248,49,4.466639,39.0,3.926282051282051,0.09115589795918366
23,Google Ads,851,32,3.587484,6.0,3.7602820211515864,0.112108875
0,Google Ads,376,8,1.081045,1.0,2.127659574468085,0.135130625
1,Google Ads,219,6,0.696936,1.0,2.73972602739726,0.116156
2,Google Ads,109,4,0.356744,0.0,3.669724770642202,0.089186
3,Google Ads,80,0,0.260131,0.0,0.0,0.0
4,Google Ads,150,2,0.610734,0.0,1.3333333333333335,0.305367
5,Google Ads,296,5,1.557897,0.0,1.6891891891891893,0.3115794
6,Google Ads,2985,85,30.918777,15.0,2.8475711892797317,0.3637503176470588
7,Google Ads,362,6,2.752726,5.0,1.6574585635359116,0.45878766666666665
8,Google Ads,242,9,4.288409,1.0,3.71900826446281,0.4764898888888889
9,Google Ads,310,6,1.513607,6.0,1.935483870967742,0.2522678333333333
10,Google Ads,389,8,7.755287,42.0,2.056555269922879,0.969410875
11,Google Ads,440,13,3.456156,6.0,2.9545454545454546,0.26585815384615386
12,Google Ads,1273,23,6.799625,4.0,1.8067556952081696,0.29563586956521737
13,Google Ads,4691,162,40.068385,13.0,3.453421445320827,0.2473357098765432
14,Google Ads,2399,82,20.899081,9.0,3.418090871196332,0.2548668414634146
15,Google Ads,2893,89,17.25655,7.0,3.076391289319046,0.1938938202247191
16,Google Ads,4200,140,32.406493,20.0,3.3333333333333335,0.23147494999999998
17,Google Ads,4818,159,32.886089,12.0,3.300124533001245,0.20683074842767293
18,Google Ads,1880,74,12.573592,24.0,3.9361702127659575,0.1699134054054054
19,Google Ads,1334,54,12.397273,14.0,4.0479760119940025,0.22957912962962965
20,Google Ads,1352,39,10.448105,2.0,2.8846153846153846,0.2679001282051282
21,Google Ads,2194,69,17.630595,5.0,3.1449407474931634,0.2555158695652174
22,Google Ads,2254,79,21.554505,9.0,3.504880212954747,0.27284183544303797
23,Google Ads,879,33,10.650301,4.0,3.754266211604096,0.32273639393939396
0,Google Ads,1624,36,8.899469,4.0,2.2167487684729066,0.24720747222222222
1,Google Ads,693,23,3.893255,1.0,3.318903318903319,0.16927195652173913
2,Google Ads,242,8,0.836327,0.0,3.3057851239669422,0.104540875
3,Google Ads,306,21,2.169956,0.0,6.862745098039216,0.1033312380952381
4,Google Ads,1476,37,11.103708,3.0,2.5067750677506777,0.3001002162162162
5,Google Ads,2256,58,21.489897,12.0,2.5709219858156027,0.37051546551724135
6,Google Ads,2296,71,28.969797,7.0,3.092334494773519,0.4080253098591549
7,Google Ads,1569,58,22.328038,1.0,3.696622052262587,0.3849661724137931
8,Google Ads,1825,58,10.363509,9.0,3.1780821917808217,0.17868118965517243
9,Google Ads,2940,82,18.659576,10.0,2.7891156462585034,0.2275558048780488
10,Google Ads,2360,78,12.637864,37.0,3.305084745762712,0.16202389743589743
11,Google Ads,2024,71,9.043337,20.0,3.507905138339921,0.12737094366197182
12,Google Ads,2692,59,13.526178,7.0,2.191679049034175,0.22925725423728813
13,Google Ads,1560,49,6.177653,10.0,3.141025641025641,0.12607455102040818
14,Google Ads,1804,47,8.977866,12.0,2.6053215077605323,0.1910184255319149
15,Google Ads,1938,74,10.130548,7.0,3.8183694530443755,0.13689929729729727
16,Google Ads,3976,104,19.201614,25.0,2.61569416498994,0.18463090384615383
17,Google Ads,6511,141,27.952725,19.0,2.16556596528951,0.19824627659574467
18,Google Ads,7069,138,29.886737,33.0,1.9521855990946384,0.2165705579710145
19,Google Ads,4505,87,18.964779,11.0,1.9311875693673697,0.2179859655172414
20,Google Ads,4093,80,14.765823,6.0,1.9545565599804544,0.1845727875
21,Google Ads,4964,114,14.729519,7.0,2.2965350523771155,0.12920630701754385
22,Google Ads,2527,67,8.229198,9.0,2.6513652552433715,0.12282385074626866
23,Google Ads,1812,60,5.993578,16.0,3.3112582781456954,0.09989296666666667
0,Google Ads,866,31,6.811874,11.0,3.5796766743648964,0.21973787096774194
1,Google Ads,332,12,0.990141,0.0,3.614457831325301,0.08251175000000001
2,Google Ads,259,9,1.21804,5.0,3.474903474903475,0.13533777777777778
3,Google Ads,213,9,1.409392,0.0,4.225352112676056,0.1565991111111111
4,Google Ads,1058,42,9.279603,3.0,3.9697542533081283,0.22094292857142855
5,Google Ads,1752,52,14.124086,4.0,2.968036529680365,0.27161703846153845
6,Google Ads,3693,122,31.17317,15.0,3.303547251557,0.2555177868852459
7,Google Ads,2443,77,22.039502,47.0,3.151862464183381,0.2862272987012987
8,Google Ads,2512,67,18.919487,15.0,2.6671974522292996,0.2823804029850746
9,Google Ads,1639,43,10.152665,5.0,2.6235509456985966,0.23610848837209303
10,Google Ads,2880,103,14.011494,9.0,3.576388888888889,0.1360339223300971
11,Google Ads,2308,61,7.127338,5.0,2.6429809358752165,0.11684160655737705
12,Google Ads,3233,94,11.757618,15.0,2.9075162387875038,0.1250810425531915
13,Google Ads,2273,53,7.240734,5.000339,2.331720193576771,0.13661762264150942
14,Google Ads,2435,79,11.026175,33.333333,3.24435318275154,0.13957183544303797
15,Google Ads,2792,94,12.711907,18.666667,3.36676217765043,0.13523305319148937
16,Google Ads,3476,95,11.493088,5.0,2.7330264672036826,0.12097987368421052
17,Google Ads,3888,75,17.719123,24.0,1.9290123456790123,0.23625497333333334
18,Google Ads,3323,86,13.000545,22.0,2.588022870899789,0.15116912790697676
19,Google Ads,2092,46,7.859663,19.0,2.198852772466539,0.1708622391304348
20,Google Ads,2638,77,7.900651,8.0,2.9188779378316907,0.10260585714285714
21,Google Ads,2929,89,9.226773,14.0,3.0385797200409694,0.10367160674157302
22,Google Ads,3358,73,9.298148,8.0,2.1739130434782608,0.1273718904109589
23,Google Ads,1591,63,6.057174,2.0,3.9597737272155875,0.09614561904761905
0,Google Ads,2237,70,11.07933,18.0,3.1291908806437196,0.15827614285714287
1,Google Ads,469,24,3.550261,3.0,5.11727078891258,0.14792754166666666
2,Google Ads,193,8,3.63876,15.0,4.145077720207254,0.454845
3,Google Ads,118,3,0.276597,0.0,2.5423728813559325,0.09219899999999999
4,Google Ads,159,5,1.686174,0.0,3.1446540880503147,0.3372348
5,Google Ads,283,13,8.869777,1.0,4.593639575971731,0.6822905384615384
6,Google Ads,722,20,21.96306,5.0,2.7700831024930745,1.098153
7,Google Ads,1328,35,25.394392,21.0,2.635542168674699,0.7255540571428571
8,Google Ads,1142,24,19.03316,11.0,2.1015761821366024,0.7930483333333332
9,Google Ads,889,19,21.861211,8.0,2.1372328458942635,1.150590052631579
10,Google Ads,433,18,7.52853,0.0,4.157043879907621,0.4182516666666667
11,Google Ads,462,13,5.698807,0.0,2.813852813852814,0.43836976923076926
12,Google Ads,339,17,5.605567,0.0,5.014749262536873,0.32973923529411764
13,Google Ads,360,20,15.066835,24.0,5.555555555555555,0.7533417499999999
14,Google Ads,554,26,9.798949,1.0,4.693140794223827,0.3768826538461539
15,Google Ads,494,21,5.324732,0.0,4.251012145748987,0.25355866666666665
16,Google Ads,377,14,1.324433,0.0,3.7135278514588856,0.09460235714285714
17,Google Ads,249,12,1.343261,0.0,4.819277108433735,0.11193841666666667
18,Google Ads,252,5,1.004587,0.0,1.984126984126984,0.20091739999999997
19,Google Ads,246,15,2.090899,3.0,6.097560975609756,0.13939326666666665
20,Google Ads,227,3,1.220583,0.0,1.3215859030837005,0.406861
21,Google Ads,428,16,1.910584,0.0,3.7383177570093453,0.1194115
22,Google Ads,494,14,2.760069,3.0,2.834008097165992,0.19714778571428573
23,Google Ads,373,7,1.126381,0.0,1.876675603217158,0.16091157142857143
0,Google Ads,1246,30,13.541123,2.0,2.4077046548956664,0.4513707666666667
1,Google Ads,417,11,7.875667,5.0,2.6378896882494005,0.7159697272727272
2,Google Ads,128,2,4.557942,0.0,1.5625,2.278971
3,Google Ads,133,6,1.934236,13.0,4.511278195488721,0.3223726666666667
4,Google Ads,201,2,0.952753,0.0,0.9950248756218906,0.4763765
5,Google Ads,305,8,6.466957,4.0,2.622950819672131,0.808369625
6,Google Ads,500,12,9.944059,5.0,2.4,0.8286715833333332
7,Google Ads,547,13,12.540455,14.0,2.376599634369287,0.9646503846153845
8,Google Ads,600,6,3.710499,5.0,1.0,0.6184165
9,Google Ads,824,28,22.532219,11.0,3.3980582524271843,0.8047221071428572
10,Google Ads,934,15,12.407543,2.0,1.6059957173447537,0.8271695333333333
11,Google Ads,1064,28,30.514224,13.0,2.631578947368421,1.0897937142857141
12,Google Ads,539,16,5.080188,0.0,2.9684601113172544,0.31751175
13,Google Ads,462,19,7.507683,0.0,4.112554112554113,0.3951412105263158
14,Google Ads,425,14,8.528089,1.0,3.294117647058824,0.6091492142857142
15,Google Ads,425,11,2.942257,11.0,2.588235294117647,0.2674779090909091
16,Google Ads,441,14,7.793473,1.0,3.1746031746031744,0.5566766428571428
17,Google Ads,316,9,4.310853,2.0,2.848101265822785,0.47898366666666664
18,Google Ads,290,9,3.945209,0.0,3.103448275862069,0.4383565555555556
19,Google Ads,602,25,7.05704,0.0,4.152823920265781,0.28228159999999997
20,Google Ads,1067,22,9.589219,5.0,2.0618556701030926,0.4358735909090909
21,Google Ads,907,31,9.047526,10.0,3.4178610804851157,0.2918556774193548
22,Google Ads,1419,28,2.973401,1.0,1.9732205778717407,0.10619289285714285
23,Google Ads,909,35,5.381042,1.0,3.850385038503851,0.15374405714285713
0,Google Ads,488,7,1.940972,0.0,1.4344262295081966,0.2772817142857143
1,Google Ads,274,5,16.391673,1.0,1.824817518248175,3.2783346
2,Google Ads,160,3,0.898487,10.0,1.875,0.29949566666666666
3,Google Ads,108,3,2.848218,2.0,2.7777777777777777,0.9494060000000001
4,Google Ads,189,5,1.458052,1.0,2.6455026455026456,0.2916104
5,Google Ads,334,9,13.487026,32.0,2.694610778443114,1.4985584444444444
6,Google Ads,754,8,5.954419,3.0,1.0610079575596816,0.744302375
7,Google Ads,1919,52,24.666949,17.0,2.709744658676394,0.4743644038461538
8,Google Ads,755,16,10.187849,4.0,2.119205298013245,0.6367405625
9,Google Ads,190,5,2.492723,1.0,2.631578947368421,0.49854459999999995
10,Google Ads,237,8,10.746528,5.0,3.375527426160337,1.343316
11,Google Ads,525,15,9.033668,14.0,2.857142857142857,0.6022445333333334
12,Google Ads,432,12,12.989368,0.0,2.7777777777777777,1.0824473333333333
13,Google Ads,411,22,23.114661,21.0,5.35279805352798,1.0506664090909092
14,Google Ads,303,9,4.326424,0.0,2.9702970297029703,0.4807137777777778
15,Google Ads,315,19,4.429677,0.0,6.031746031746032,0.2331408947368421
16,Google Ads,128,4,1.862522,0.0,3.125,0.4656305
17,Google Ads,90,4,0.569257,0.0,4.444444444444445,0.14231425
18,Google Ads,167,5,2.332112,0.0,2.9940119760479043,0.4664224
19,Google Ads,351,15,3.55301,0.0,4.273504273504273,0.23686733333333335
20,Google Ads,542,20,8.508396,1.0,3.6900369003690034,0.42541979999999996
21,Google Ads,1072,30,4.414143,1.0,2.798507462686567,0.1471381
22,Google Ads,774,19,1.515608,5.0,2.454780361757106,0.07976884210526317
23,Google Ads,501,14,2.577615,0.0,2.7944111776447107,0.18411535714285715
0,Google Ads,928,20,11.774262,7.0,2.1551724137931036,0.5887131
1,Google Ads,428,10,2.181329,10.0,2.336448598130841,0.2181329
2,Google Ads,334,8,1.990063,0.0,2.3952095808383236,0.248757875
3,Google Ads,347,6,8.646743,0.0,1.729106628242075,1.4411238333333334
4,Google Ads,619,22,13.833249,1.0,3.5541195476575123,0.6287840454545455
5,Google Ads,1099,28,31.93017,33.0,2.547770700636943,1.1403632142857143
6,Google Ads,1560,41,26.320729,59.0,2.628205128205128,0.641969
7,Google Ads,936,34,21.864471,17.0,3.632478632478633,0.6430726764705883
8,Google Ads,390,7,11.24504,0.0,1.7948717948717947,1.6064342857142857
9,Google Ads,505,17,11.157008,0.0,3.3663366336633667,0.6562945882352941
10,Google Ads,446,17,5.17145,1.0,3.811659192825112,0.3042029411764706
11,Google Ads,524,11,9.223599,1.0,2.099236641221374,0.8385090000000001
12,Google Ads,920,36,17.511535,3.0,3.91304347826087,0.48643152777777776
13,Google Ads,866,24,12.006301,1.0,2.771362586605081,0.5002625416666667
14,Google Ads,860,32,15.184367,4.0,3.7209302325581395,0.47451146875
15,Google Ads,778,27,8.966704,0.0,3.470437017994859,0.33210014814814814
16,Google Ads,345,17,7.868412,0.0,4.9275362318840585,0.46284776470588235
17,Google Ads,310,12,5.12465,0.0,3.870967741935484,0.4270541666666667
18,Google Ads,169,5,2.177189,0.0,2.9585798816568047,0.4354378
19,Google Ads,270,8,3.011154,0.0,2.9629629629629632,0.37639425
20,Google Ads,642,7,3.544127,0.0,1.0903426791277258,0.5063038571428572
21,Google Ads,1129,20,3.719096,0.0,1.771479185119575,0.1859548
22,Google Ads,40,2,1.002278,0.0,5.0,0.501139
23,Google Ads,23,3,1.575398,0.0,13.043478260869565,0.5251326666666667
0,Google Ads,1633,45,7.793204,9.0,2.7556644213104717,0.17318231111111113
1,Google Ads,791,24,5.102641,2.0,3.034134007585335,0.21261004166666667
2,Google Ads,607,18,3.25153,6.0,2.9654036243822075,0.18064055555555555
3,Google Ads,551,12,4.819916,0.0,2.1778584392014517,0.4016596666666667
4,Google Ads,737,9,6.574932,4.0,1.2211668928086838,0.7305480000000001
5,Google Ads,703,18,17.949533,2.0,2.5604551920341394,0.9971962777777778
6,Google Ads,401,8,3.427396,0.0,1.99501246882793,0.4284245
7,Google Ads,550,16,11.596435,5.0,2.909090909090909,0.7247771875
8,Google Ads,863,20,16.850035,2.0,2.317497103128621,0.8425017499999999
9,Google Ads,585,15,10.857074,2.0,2.564102564102564,0.7238049333333334
10,Google Ads,403,13,6.749855,5.0,3.225806451612903,0.5192196153846154
11,Google Ads,437,20,7.888779,2.0,4.576659038901601,0.39443895
12,Google Ads,403,15,5.15596,0.0,3.722084367245657,0.3437306666666667
13,Google Ads,310,9,3.871517,0.0,2.903225806451613,0.43016855555555555
14,Google Ads,294,8,5.066823,0.0,2.7210884353741496,0.633352875
15,Google Ads,579,13,4.705385,1.0,2.2452504317789295,0.3619526923076923
16,Google Ads,505,15,9.461299,1.0,2.9702970297029703,0.6307532666666666
17,Google Ads,601,14,10.681951,3.0,2.329450915141431,0.7629965
18,Google Ads,609,18,10.657607,4.0,2.955665024630542,0.5920892777777778
19,Google Ads,615,17,8.25812,24.0,2.7642276422764227,0.48577176470588235
20,Google Ads,278,12,5.64987,0.0,4.316546762589928,0.4708225
21,Google Ads,73,5,3.695108,0.0,6.8493150684931505,0.7390216
22,Google Ads,86,2,1.352671,0.0,2.3255813953488373,0.6763355
23,Google Ads,70,1,0.68,0.0,1.4285714285714286,0.68
0,Google Ads,1804,41,15.110492,13.0,2.272727272727273,0.36854858536585366
1,Google Ads,551,13,4.061998,5.0,2.35934664246824,0.31246138461538464
2,Google Ads,287,7,4.394632,0.0,2.4390243902439024,0.6278045714285714
3,Google Ads,275,13,6.106652,15.0,4.7272727272727275,0.46974246153846155
4,Google Ads,281,12,7.174235,40.0,4.270462633451958,0.5978529166666667
5,Google Ads,456,13,10.176579,9.0,2.850877192982456,0.7828137692307693
6,Google Ads,1374,37,12.227496,11.0,2.692867540029112,0.3304728648648649
7,Google Ads,395,12,10.288049,4.0,3.0379746835443036,0.8573374166666667
8,Google Ads,386,19,12.389313,2.0,4.922279792746114,0.6520691052631579
9,Google Ads,348,15,10.079282,0.0,4.310344827586207,0.6719521333333333
10,Google Ads,197,6,3.974283,0.0,3.0456852791878175,0.6623804999999999
11,Google Ads,228,7,2.594627,0.0,3.070175438596491,0.370661
12,Google Ads,433,12,7.907708,0.0,2.771362586605081,0.6589756666666667
13,Google Ads,402,16,9.671977,0.0,3.9800995024875623,0.6044985625
14,Google Ads,212,8,3.579315,1.0,3.7735849056603774,0.447414375
15,Google Ads,324,8,11.317344,12.0,2.4691358024691357,1.414668
16,Google Ads,1685,43,19.873598,4.0,2.5519287833827895,0.46217669767441866
17,Google Ads,495,9,2.427619,0.0,1.8181818181818181,0.2697354444444444
18,Google Ads,1112,28,6.209943,1.0,2.5179856115107913,0.22178367857142858
19,Google Ads,980,25,9.351013,1.0,2.5510204081632653,0.37404052
20,Google Ads,757,22,8.742339,0.0,2.906208718626156,0.39737904545454544
21,Google Ads,990,25,14.178459,0.0,2.525252525252525,0.56713836
22,Google Ads,472,18,15.620317,2.0,3.8135593220338984,0.8677953888888889
0,Google Ads,2582,74,23.470478,27.0,2.865995352439969,0.3171686216216216
1,Google Ads,278,8,1.344051,0.0,2.877697841726619,0.168006375
2,Google Ads,211,4,1.384558,0.0,1.8957345971563981,0.3461395
3,Google Ads,233,4,1.115766,0.0,1.7167381974248928,0.2789415
4,Google Ads,495,13,2.701595,1.0,2.6262626262626263,0.20781500000000003
5,Google Ads,738,27,14.55135,2.0,3.6585365853658534,0.5389388888888889
6,Google Ads,751,24,18.758502,4.0,3.1957390146471374,0.78160425
7,Google Ads,1214,45,32.550752,8.0,3.706754530477759,0.7233500444444445
8,Google Ads,1407,53,14.333467,37.0,3.7668798862828714,0.27044277358490565
9,Google Ads,899,48,20.702358,10.0,5.3392658509454956,0.431299125
10,Google Ads,718,24,2.666642,1.0,3.3426183844011144,0.11111008333333333
11,Google Ads,944,19,3.937592,0.0,2.0127118644067794,0.20724168421052633
12,Google Ads,751,24,4.058975,1.0,3.1957390146471374,0.16912395833333335
13,Google Ads,529,13,5.135978,0.0,2.4574669187145557,0.39507523076923073
14,Google Ads,325,12,5.332948,10.0,3.6923076923076925,0.44441233333333335
15,Google Ads,333,8,4.302577,0.0,2.4024024024024024,0.537822125
16,Google Ads,344,12,12.1454,8.0,3.488372093023256,1.0121166666666668
17,Google Ads,658,11,8.989894,0.0,1.6717325227963524,0.8172630909090909
18,Google Ads,928,24,13.852837,1.0,2.586206896551724,0.5772015416666666
19,Google Ads,464,16,13.398404,0.0,3.4482758620689653,0.83740025
20,Google Ads,796,14,10.535332,1.0,1.7587939698492463,0.7525237142857143
21,Google Ads,706,18,9.223406,4.0,2.5495750708215295,0.5124114444444445
22,Google Ads,881,26,5.968734,2.0,2.9511918274687856,0.22956669230769233
23,Google Ads,557,12,3.730612,0.0,2.154398563734291,0.3108843333333333
0,Google Ads,548,1,0.95188,0.0,0.18248175182481752,0.95188
1,Google Ads,327,0,0.692558,1.0,0.0,0.0
2,Google Ads,193,0,0.352547,1.0,0.0,0.0
3,Google Ads,107,0,0.202851,0.0,0.0,0.0
4,Google Ads,68,0,0.123728,0.0,0.0,0.0
5,Google Ads,67,0,0.143357,0.0,0.0,0.0
6,Google Ads,139,0,0.232237,0.0,0.0,0.0
7,Google Ads,265,0,0.43692,0.0,0.0,0.0
8,Google Ads,570,0,1.044484,0.0,0.0,0.0
9,Google Ads,796,1,1.537865,0.0,0.12562814070351758,1.537865
10,Google Ads,894,0,1.738596,0.0,0.0,0.0
11,Google Ads,804,0,1.474263,1.0,0.0,0.0
12,Google Ads,600,0,1.060785,0.0,0.0,0.0
13,Google Ads,503,0,0.940938,3.0,0.0,0.0
14,Google Ads,525,1,0.909411,0.0,0.19047619047619047,0.909411
15,Google Ads,531,0,0.972775,2.0,0.0,0.0
16,Google Ads,486,1,0.897061,2.0,0.205761316872428,0.897061
17,Google Ads,570,2,0.984765,0.0,0.3508771929824561,0.4923825
18,Google Ads,807,0,1.450495,0.0,0.0,0.0
19,Google Ads,992,0,1.757187,0.0,0.0,0.0
20,Google Ads,1101,5,1.917842,0.0,0.4541326067211626,0.38356840000000003
21,Google Ads,1277,1,2.232229,0.0,0.07830853563038372,2.232229
22,Google Ads,1121,3,2.033846,3.0,0.2676181980374665,0.6779486666666666
23,Google Ads,88,0,0.190577,0.0,0.0,0.0
0,Google Ads,467,0,0.776848,2.0,0.0,0.0
1,Google Ads,324,0,0.517603,0.0,0.0,0.0
2,Google Ads,217,0,0.310792,2.0,0.0,0.0
3,Google Ads,187,0,0.251956,2.0,0.0,0.0
4,Google Ads,123,0,0.199117,0.0,0.0,0.0
5,Google Ads,105,1,0.146697,0.0,0.9523809523809524,0.146697
6,Google Ads,259,0,0.456589,0.0,0.0,0.0
7,Google Ads,365,0,0.648046,1.0,0.0,0.0
8,Google Ads,498,0,0.939037,0.0,0.0,0.0
9,Google Ads,603,0,1.128377,0.0,0.0,0.0
10,Google Ads,649,0,1.25359,0.0,0.0,0.0
11,Google Ads,654,0,1.243191,0.0,0.0,0.0
12,Google Ads,621,0,1.219661,0.0,0.0,0.0
13,Google Ads,477,0,0.942562,3.0,0.0,0.0
14,Google Ads,415,0,0.814721,1.0,0.0,0.0
15,Google Ads,450,0,0.893905,0.0,0.0,0.0
16,Google Ads,500,0,0.899121,0.0,0.0,0.0
17,Google Ads,722,1,1.317112,0.0,0.13850415512465375,1.317112
18,Google Ads,968,0,1.727424,1.0,0.0,0.0
19,Google Ads,884,1,1.884288,0.0,0.11312217194570137,1.884288
