campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,publisher_platform,platform_position,shopping,video_p25,video_p50,video_p75,video_p100
[ENG] Bailinho de Halloween,120234207111020087,OUTCOME_ENGAGEMENT,2025-10-01,3235,1956,1.653885,34,1.051005,1.962115,20.621919,66.711908,21.0,0,3.176758,4.0,0,16.677977,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,382.0,0,0.174639,354.0,0,0,382.0,0,0.174639,0,0,0,0.0,0,0,0.0,0,0,,,,21.0,instagram,instagram_reels,CS,,,,
[ENG] Bailinho de Halloween,120234207111020087,OUTCOME_ENGAGEMENT,2025-10-01,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_search,CS,,,,
[ENG] Bailinho de Halloween,120234207111020087,OUTCOME_ENGAGEMENT,2025-10-01,2270,1580,1.436709,47,2.070485,0.247028,5.114684,11.610332,38.0,0,0.305535,25.0,0,0.464413,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,68.0,0,0.17074,24.0,0,0,68.0,0,0.17074,0,0,0,0.0,0,0,0.0,0,0,,,,38.0,instagram,instagram_stories,CS,,,,
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,106,100,1.06,3,2.830189,0.143323,4.056318,0.42997,3.0,0,0.143323,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.030712,0.0,0,0,14.0,0,0.030712,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_profile_feed,CS,5.0,1.0,1.0,1.0
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,586,451,1.299335,11,1.877133,0.203622,3.822256,2.239842,9.0,0,0.248871,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,242.0,0,0.009256,2.0,0,0,242.0,0,0.009256,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,facebook,facebook_reels,CS,77.0,34.0,20.0,10.0
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,2,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels_overlay,CS,,,,
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,749,613,1.22186,46,6.141522,0.350627,21.533862,16.128863,46.0,0,0.350627,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,313.0,0,0.05153,0.0,0,0,313.0,0,0.05153,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,facebook,facebook_stories,CS,116.0,65.0,34.0,22.0
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,31274,21990,1.422192,1833,5.861099,0.126838,7.434086,232.493609,1478.0,0,0.157303,5.0,0,46.498722,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5628.0,0,0.04131,29.0,0,0,5630.0,0,0.041295,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,facebook,feed,CS,1603.0,686.0,442.0,257.0
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,1998,1331,1.501127,36,1.801802,0.363863,6.556094,13.099076,29.0,0,0.451692,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,409.0,0,0.032027,4.0,0,0,409.0,0,0.032027,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,instream_video,CS,224.0,149.0,3.0,2.0
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,53,39,1.358974,3,5.660377,0.093327,5.282646,0.27998,3.0,0,0.093327,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,26.0,0,0.010768,0.0,0,0,26.0,0,0.010768,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,marketplace,CS,8.0,1.0,,
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,82,76,1.078947,2,2.439024,0.299979,7.316557,0.599958,2.0,0,0.299979,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,49.0,0,0.012244,0.0,0,0,49.0,0,0.012244,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,feed,CS,28.0,17.0,13.0,10.0
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,49,43,1.139535,1,2.040816,0.389973,7.958623,0.389973,1.0,0,0.389973,1.0,0,0.389973,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27.0,0,0.014443,3.0,0,0,27.0,0,0.014443,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_reels,CS,14.0,9.0,6.0,3.0
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,2334,1218,1.916256,31,1.328192,0.581249,7.720107,18.01873,26.0,0,0.693028,2.0,0,9.009365,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,330.0,0,0.054602,0.0,0,0,330.0,0,0.054602,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,instagram,instagram_stories,CS,137.0,197.0,78.0,54.0
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,messenger,messenger_inbox,CS,,,,
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,167,164,1.018293,0,0.0,0.0,1.676164,0.279919,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,31.0,0,0.00903,0.0,0,0,31.0,0,0.00903,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_profile_feed,CS,4.0,1.0,1.0,
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,23638,17647,1.339491,44,0.186141,0.786137,1.463323,34.590036,5.0,0,6.918007,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4840.0,0,0.007147,17.0,0,0,4840.0,0,0.007147,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,facebook,facebook_reels,CS,793.0,256.0,128.0,59.0
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,34,34,1.0,0,0.0,0.0,0.882099,0.029991,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.005998,0.0,0,0,5.0,0,0.005998,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels_overlay,CS,,,,
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,6359,5151,1.234518,6,0.094354,1.619533,1.528102,9.717201,5.0,0,1.94344,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,303.0,0,0.03207,0.0,0,0,303.0,0,0.03207,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,facebook,facebook_stories,CS,93.0,50.0,,
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,35413,28525,1.241472,111,0.313444,0.464461,1.455826,51.55515,14.0,0,3.682511,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6345.0,0,0.008125,8.0,0,0,6345.0,0,0.008125,0,0,0,0.0,0,0,0.0,0,0,,,,14.0,facebook,feed,CS,1481.0,434.0,228.0,126.0
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.0,0.0,0,0,1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,instream_video,CS,,,,
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,5822,4708,1.236619,6,0.103057,1.422923,1.466427,8.537541,6.0,0,1.422923,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,842.0,0,0.01014,0.0,0,0,842.0,0,0.01014,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,facebook,marketplace,CS,245.0,69.0,40.0,26.0
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,28,28,1.0,0,0.0,0.0,1.7852,0.049986,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.005554,0.0,0,0,9.0,0,0.005554,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,search,CS,3.0,1.0,,
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,14175,12638,1.121617,28,0.197531,0.760495,1.502213,21.293866,21.0,0,1.013994,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2189.0,0,0.009728,7.0,0,0,2189.0,0,0.009728,0,0,0,0.0,0,0,0.0,0,0,,,,21.0,instagram,feed,CS,505.0,174.0,87.0,50.0
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,319,298,1.07047,0,0.0,0.0,1.692303,0.539845,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,0,0.031756,0.0,0,0,17.0,0,0.031756,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_explore,CS,5.0,2.0,1.0,
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,29765,24694,1.205354,29,0.09743,1.520941,1.481851,44.107295,13.0,0,3.392869,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2480.0,0,0.017785,9.0,0,0,2480.0,0,0.017785,0,0,0,0.0,0,0,0.0,0,0,,,,13.0,instagram,instagram_reels,CS,577.0,226.0,100.0,56.0
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,4,4,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_search,CS,,,,
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,71451,55719,1.282345,105,0.146954,1.019325,1.497938,107.02917,92.0,0,1.163361,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2473.0,0,0.043279,0.0,0,0,2473.0,0,0.043279,0,0,0,0.0,0,0,0.0,0,0,,,,91.0,instagram,instagram_stories,CS,1009.0,673.0,24.0,10.0
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,23,23,1.0,3,13.043478,0.083333,10.869565,0.25,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.083333,3.0,0,0,3.0,0,0.083333,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_profile_feed,CS,,,,
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,983,676,1.454142,86,8.748728,0.125465,10.976602,10.79,2.0,0,5.395,2.0,0,5.395,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,82.0,0,0.131585,80.0,0,0,82.0,0,0.131585,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,facebook,facebook_reels,CS,,,,
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,909,772,1.177461,60,6.60066,0.129833,8.569857,7.79,8.0,0,0.97375,3.0,0,2.596667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,64.0,0,0.121719,56.0,0,0,64.0,0,0.121719,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,facebook,facebook_stories,CS,,,,
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,9581,6794,1.410215,716,7.473124,0.096872,7.239328,69.36,91.0,0,0.762198,35.0,0,1.981714,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,591.0,0,0.11736,476.0,0,0,595.0,0,0.116571,0,0,0,0.0,0,0,0.0,0,0,,,,91.0,facebook,feed,CS,,,,
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,marketplace,CS,,,,
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,14128,9909,1.425775,108,0.764439,1.259907,9.631229,136.07,79.0,0,1.722405,10.0,0,13.607,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1120.0,0,0.121491,956.0,0,0,1120.0,0,0.121491,0,0,0,0.0,0,0,0.0,0,0,,,,78.0,instagram,feed,CS,,,,
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,25,24,1.041667,0,0.0,0.0,7.6,0.19,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.19,1.0,0,0,1.0,0,0.19,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_explore,CS,,,,
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,1219,988,1.233806,6,0.492207,3.293333,16.210008,19.76,3.0,0,6.586667,1.0,0,19.76,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,131.0,0,0.15084,127.0,0,0,131.0,0,0.15084,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,instagram,instagram_reels,CS,,,,
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,983,825,1.191515,10,1.017294,0.556,5.656155,5.56,5.0,0,1.112,2.0,0,2.78,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,29.0,0,0.191724,21.0,0,0,29.0,0,0.191724,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,instagram,instagram_stories,CS,,,,
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,59,58,1.017241,0,0.0,0.0,1.186238,0.069988,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_profile_feed,CS,,,,
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,2439,2133,1.14346,1,0.041,4.029313,1.652035,4.029313,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,49.0,0,0.082231,1.0,0,0,49.0,0,0.082231,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels,CS,35.0,15.0,8.0,7.0
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,19,19,1.0,0,0.0,0.0,5.788486,0.109981,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.027495,0.0,0,0,4.0,0,0.027495,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels_overlay,CS,4.0,1.0,,
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,1303,1122,1.161319,1,0.076746,2.389592,1.833916,2.389592,1.0,0,2.389592,1.0,0,2.389592,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,0.11948,0.0,0,0,20.0,0,0.11948,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,facebook,facebook_stories,CS,17.0,8.0,5.0,4.0
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,12939,11211,1.154134,17,0.131386,1.556205,2.044632,26.455488,3.0,0,8.818496,1.0,0,26.455488,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,708.0,0,0.037367,0.0,0,0,708.0,0,0.037367,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,facebook,feed,CS,600.0,236.0,113.0,60.0
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,48,48,1.0,0,0.0,0.0,6.248934,0.299949,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.037494,0.0,0,0,8.0,0,0.037494,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,instream_video,CS,8.0,7.0,7.0,6.0
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,4599,3513,1.309137,2,0.043488,3.759359,1.634859,7.518718,2.0,0,3.759359,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,568.0,0,0.013237,0.0,0,0,568.0,0,0.013237,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,facebook,marketplace,CS,476.0,148.0,69.0,43.0
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,984,936,1.051282,0,0.0,0.0,1.310752,1.28978,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,295.0,0,0.004372,0.0,0,0,295.0,0,0.004372,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,search,CS,255.0,64.0,25.0,16.0
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,13677,12656,1.080673,14,0.102362,1.652575,1.691603,23.136054,10.0,0,2.313605,1.0,0,23.136054,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,776.0,0,0.029815,1.0,0,0,776.0,0,0.029815,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,instagram,feed,CS,649.0,271.0,129.0,89.0
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,159,154,1.032468,0,0.0,0.0,2.012235,0.319945,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_explore,CS,,,,
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,8363,7786,1.074107,8,0.095659,1.64097,1.569743,13.127761,2.0,0,6.56388,1.0,0,13.127761,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,166.0,0,0.079083,3.0,0,0,166.0,0,0.079083,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,instagram,instagram_reels,CS,132.0,51.0,29.0,21.0
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,24616,20167,1.220608,32,0.129997,1.203545,1.564569,38.513431,29.0,0,1.328049,5.0,0,7.702686,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,429.0,0,0.089775,0.0,0,0,429.0,0,0.089775,0,0,0,0.0,0,0,0.0,0,0,,,,29.0,instagram,instagram_stories,CS,357.0,203.0,136.0,113.0
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,6,6,1.0,0,0.0,0.0,11.658269,0.06995,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_notification,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_profile_feed,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,720,592,1.216216,13,1.805556,0.176796,3.192145,2.298345,9.0,0,0.255372,7.0,0,0.328335,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.20894,2.0,0,0,11.0,0,0.20894,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,facebook,facebook_reels,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,734,704,1.042614,2,0.27248,0.399712,1.089134,0.799424,2.0,0,0.399712,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.399712,0.0,0,0,2.0,0,0.399712,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,facebook,facebook_reels_overlay,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,618,520,1.188462,9,1.456311,0.346417,5.04491,3.117754,9.0,0,0.346417,9.0,0,0.346417,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.346417,0.0,0,0,9.0,0,0.346417,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,facebook,facebook_stories,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,1457,1303,1.118189,40,2.745367,0.09743,2.674806,3.897193,14.0,0,0.278371,7.0,0,0.556742,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.278371,0.0,0,0,14.0,0,0.278371,0,0,0,0.0,0,0,0.0,0,0,,,,14.0,facebook,feed,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,30,28,1.071429,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,instream_video,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,5,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,marketplace,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,28,9,3.111111,0,0.0,0.0,0.356886,0.009993,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,right_hand_column,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,search,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,211,186,1.134409,3,1.421801,0.276468,3.930818,0.829403,3.0,0,0.276468,1.0,0,0.829403,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,0.08294,5.0,0,0,10.0,0,0.08294,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,instagram,feed,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,4,4,1.0,0,0.0,0.0,2.498201,0.009993,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_explore,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,957,889,1.07649,13,1.358412,0.315926,4.29158,4.107042,10.0,0,0.410704,7.0,0,0.58672,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,0.410704,0.0,0,0,10.0,0,0.410704,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,instagram,instagram_reels,CS,,,,
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,6424,4464,1.439068,107,1.665629,0.247765,4.126853,26.510905,96.0,0,0.276155,83.0,0,0.319408,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,106.0,0,0.250103,0.0,0,0,106.0,0,0.250103,0,0,0,0.0,0,0,0.0,0,0,,,,96.0,instagram,instagram_stories,CS,,,,
[TFG] Halloween WOW PARK 02,120234467364050087,LINK_CLICKS,2025-10-01,8,8,1.0,0,0.0,0.0,2.496833,0.019975,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_notification,CS,,,,
