campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,publisher_platform,platform_position,shopping,video_p25,video_p50,video_p75,video_p100
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-01-01,24,24,1.0,0,0.0,0.0,0.416667,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_search,BS,,,,
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-01-01,325285,150138,2.166573,43,0.013219,9.091163,1.201777,390.92,2.0,0,195.46,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1116.0,0,0.350287,0.0,0,0,1116.0,0,0.350287,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,instagram,instagram_stories,BS,2912.0,1320.0,880.0,665.0
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_profile_feed,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,8610,6696,1.285842,9,0.10453,1.005556,1.051103,9.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,0,1.292857,7.0,0,0,7.0,0,1.292857,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,66318,63003,1.052617,0,0.0,0.0,0.675081,44.77,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels_overlay,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,27,22,1.227273,0,0.0,0.0,0.740741,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_stories,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,9915,7457,1.329623,10,0.100857,0.999,1.007564,9.99,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,feed,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,5926,4470,1.325727,2,0.03375,3.14,1.059737,6.28,1.0,0,6.28,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,6.28,0.0,0,0,1.0,0,6.28,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,marketplace,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,15,15,1.0,0,0.0,0.0,0.666667,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,search,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,28598,26063,1.097264,32,0.111896,0.941563,1.05357,30.13,23.0,0,1.31,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2079.0,0,0.014493,10.0,0,0,2079.0,0,0.014493,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,feed,BS,367.0,124.0,60.0,44.0
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,146,144,1.013889,0,0.0,0.0,1.232877,0.18,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.06,0.0,0,0,3.0,0,0.06,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_explore,BS,,,,
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,52196,42887,1.217059,33,0.063223,1.700606,1.075178,56.12,13.0,0,4.316923,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,628.0,0,0.089363,14.0,0,0,628.0,0,0.089363,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_reels,BS,121.0,38.0,18.0,11.0
ALC - VOLTA AS AULAS,120240233245310402,OUTCOME_AWARENESS,2026-02-01,190648,138711,1.374426,201,0.10543,1.003781,1.058285,201.76,169.0,0,1.193846,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1903.0,0,0.106022,0.0,0,0,1903.0,0,0.106022,0,0,0,0.0,0,0,0.0,0,0,,,,27.0,instagram,instagram_stories,BS,574.0,48.0,7.0,1.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,6,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_profile_feed,BS,,,,
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,112563,58772,1.915249,143,0.12704,0.875804,1.112621,125.24,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,190.0,0,0.659158,79.0,0,0,190.0,0,0.659158,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels,BS,880.0,166.0,71.0,31.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,68272,60948,1.120168,3,0.004394,19.483333,0.856134,58.45,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,58.45,0.0,0,0,1.0,0,58.45,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels_overlay,BS,,,,
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,99142,63618,1.558395,9,0.009078,12.406667,1.126263,111.66,1.0,0,111.66,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34.0,0,3.284118,0.0,0,0,34.0,0,3.284118,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,facebook,facebook_stories,BS,184.0,46.0,23.0,19.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,32088,19797,1.620852,76,0.236849,0.457368,1.083271,34.76,1.0,0,34.76,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,820.0,0,0.04239,0.0,0,0,820.0,0,0.04239,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,feed,BS,4294.0,1159.0,516.0,314.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,977,883,1.106455,0,0.0,0.0,0.9826,0.96,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,63.0,0,0.015238,0.0,0,0,63.0,0,0.015238,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,instream_video,BS,171.0,75.0,47.0,40.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,103842,54702,1.898322,66,0.063558,1.779394,1.130949,117.44,56.0,0,2.097143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,467.0,0,0.251478,0.0,0,0,467.0,0,0.251478,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,marketplace,BS,1216.0,556.0,307.0,191.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,17,17,1.0,0,0.0,0.0,0.588235,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,search,BS,,,,
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,108642,68022,1.59716,32,0.029455,3.794688,1.117708,121.43,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2790.0,0,0.043523,20.0,0,0,2790.0,0,0.043523,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,feed,BS,12023.0,3631.0,2037.0,1395.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,22,21,1.047619,0,0.0,0.0,1.363636,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_explore,BS,,,,
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,184832,107292,1.722701,69,0.037331,2.975652,1.110847,205.32,0.0,0,0.0,1.0,0,205.32,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3331.0,0,0.061639,63.0,0,0,3331.0,0,0.061639,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_reels,BS,31670.0,4413.0,2373.0,1639.0
ALC - SUMMER,120240233387880402,OUTCOME_AWARENESS,2026-02-01,260707,129109,2.019278,35,0.013425,8.298,1.114009,290.43,4.0,0,72.6075,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1154.0,0,0.251672,0.0,0,0,1154.0,0,0.251672,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,instagram,instagram_stories,BS,3017.0,1384.0,943.0,734.0
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_profile_feed,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,47820,34153,1.40017,50,0.104559,1.198376,1.253007,59.918801,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,0,2.723582,22.0,0,0,22.0,0,2.723582,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,22208,21103,1.052362,0,0.0,0.0,0.93478,20.759585,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels_overlay,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,19569,15918,1.229363,30,0.153304,0.788318,1.20852,23.649527,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,11.824763,2.0,0,0,2.0,0,11.824763,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,feed,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,50230,32594,1.541081,9,0.017918,6.684311,1.197667,60.158796,3.0,0,20.052932,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,20.052932,0.0,0,0,3.0,0,20.052932,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,marketplace,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,4,4,1.0,0,0.0,0.0,2.49995,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,search,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,24714,20374,1.213017,24,0.097111,1.292474,1.255134,31.019379,17.0,0,1.824669,8.0,0,3.877422,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,25.0,0,1.240775,4.0,0,0,25.0,0,1.240775,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,instagram,feed,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,280,277,1.01083,1,0.357143,0.389992,1.392829,0.389992,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.389992,0.0,0,0,1.0,0,0.389992,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_explore,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,58773,48857,1.20296,72,0.122505,1.005397,1.231663,72.388552,43.0,0,1.683455,15.0,0,4.825903,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,62.0,0,1.167557,12.0,0,0,62.0,0,1.167557,0,0,0,0.0,0,0,0.0,0,0,,,,30.0,instagram,instagram_reels,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_search,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,186756,122242,1.527756,351,0.187946,0.659445,1.2394,231.465369,284.0,0,0.815019,93.0,0,2.488875,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,284.0,0,0.815019,0.0,0,0,284.0,0,0.815019,0,0,0,0.0,0,0,0.0,0,0,,,,196.0,instagram,instagram_stories,BS,,,,
ALC - Semana do Cinema - BS JAN 25,120241101673890402,OUTCOME_AWARENESS,2026-02-01,1,1,1.0,0,0.0,0.0,9.9998,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,unknown,BS,,,,
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-01,82299,42776,1.923953,110,0.133659,0.884636,1.182396,97.31,5.0,0,19.462,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,76.0,0,1.280395,69.0,0,0,76.0,0,1.280395,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels,BS,2.0,1.0,,
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-01,30660,20663,1.483812,30,0.097847,1.184333,1.158839,35.53,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,0,2.960833,1.0,0,0,12.0,0,2.960833,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,feed,BS,9.0,5.0,3.0,3.0
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-01,74783,24006,3.11518,13,0.017384,6.688462,1.162697,86.95,6.0,0,14.491667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,10.86875,0.0,0,0,8.0,0,10.86875,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,marketplace,BS,1.0,1.0,1.0,
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-01,1000,932,1.072961,1,0.1,1.09,1.09,1.09,1.0,0,1.09,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,1.09,0.0,0,0,1.0,0,1.09,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,search,BS,,,,
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-01,56319,39041,1.44256,64,0.113638,1.044063,1.186456,66.82,43.0,0,1.553953,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,920.0,0,0.07263,10.0,0,0,920.0,0,0.07263,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,instagram,feed,BS,503.0,207.0,93.0,65.0
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-01,926,766,1.208877,1,0.107991,0.95,1.025918,0.95,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_explore,BS,,,,
ALC - Inauguração - Shantal,120241101729600402,OUTCOME_AWARENESS,2026-02-01,147611,80979,1.822831,168,0.113813,1.04256,1.186565,175.15,122.0,0,1.435656,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,138.0,0,1.269203,0.0,0,0,138.0,0,1.269203,0,0,0,0.0,0,0,0.0,0,0,,,,28.0,instagram,instagram_stories,BS,12.0,9.0,,
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,2,2,1.0,0,0.0,0.0,5.000025,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.01,0.0,0,0,1.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,biz_disco_feed,BS,,,,
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,496,496,1.0,1,0.201613,0.720004,1.45162,0.720004,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,52.0,0,0.013846,0.0,0,0,52.0,0,0.013846,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_profile_feed,BS,8.0,1.0,1.0,
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,68179,56040,1.216613,143,0.209742,0.782941,1.642156,111.96056,4.0,0,27.99014,1.0,0,111.96056,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2150.0,0,0.052075,79.0,0,0,2150.0,0,0.052075,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,facebook,facebook_reels,BS,280.0,73.0,39.0,18.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,80036,76186,1.050534,191,0.238643,0.495238,1.181849,94.590473,191.0,0,0.495238,70.0,0,1.351292,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,192.0,0,0.492659,0.0,0,0,192.0,0,0.492659,0,0,0,0.0,0,0,0.0,0,0,,,,191.0,facebook,facebook_reels_overlay,BS,,,,
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,10772,9606,1.121382,27,0.25065,0.702596,1.761056,18.970095,24.0,0,0.790421,5.0,0,3.794019,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,302.0,0,0.062815,0.0,0,0,302.0,0,0.062815,0,0,0,0.0,0,0,0.0,0,0,,,,16.0,facebook,facebook_stories,BS,64.0,28.0,14.0,11.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,152970,123926,1.234366,648,0.423612,0.402363,1.70446,260.731304,224.0,0,1.163979,67.0,0,3.891512,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8320.0,0,0.031338,14.0,0,0,8320.0,0,0.031338,0,0,0,0.0,0,0,0.0,0,0,,,,217.0,facebook,feed,BS,1301.0,466.0,197.0,119.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,24,24,1.0,0,0.0,0.0,1.666675,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.013333,0.0,0,0,3.0,0,0.013333,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,instream_video,BS,,,,
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,118788,79859,1.487472,124,0.104388,1.489362,1.55471,184.680923,84.0,0,2.198582,36.0,0,5.130026,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6098.0,0,0.030285,0.0,0,0,6098.0,0,0.030285,0,0,0,0.0,0,0,0.0,0,0,,,,76.0,facebook,marketplace,BS,685.0,182.0,87.0,50.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,57,57,1.0,0,0.0,0.0,1.403516,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,0.004,0.0,0,0,20.0,0,0.004,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,search,BS,1.0,,,
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,146334,124621,1.174232,247,0.168792,0.930571,1.57073,229.851149,168.0,0,1.368162,50.0,0,4.597023,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30516.0,0,0.007532,114.0,0,0,30516.0,0,0.007532,0,0,0,0.0,0,0,0.0,0,0,,,,89.0,instagram,feed,BS,7873.0,3144.0,1928.0,1330.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,1028,987,1.04154,3,0.291829,0.530003,1.5467,1.590008,1.0,0,1.590008,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,54.0,0,0.029445,1.0,0,0,54.0,0,0.029445,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,instagram,instagram_explore,BS,23.0,8.0,6.0,3.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,181406,145956,1.242881,241,0.132851,1.199591,1.593671,289.101446,54.0,0,5.35373,11.0,0,26.28195,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24091.0,0,0.012,174.0,0,0,24091.0,0,0.012,0,0,0,0.0,0,0,0.0,0,0,,,,29.0,instagram,instagram_reels,BS,5613.0,2417.0,1532.0,925.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,523101,357157,1.464625,1026,0.196138,0.787207,1.544012,807.674038,851.0,0,0.949088,188.0,0,4.296139,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19946.0,0,0.040493,0.0,0,0,19888.0,0,0.040611,0,0,0,0.0,0,0,0.0,0,0,,,,493.0,instagram,instagram_stories,BS,7042.0,3073.0,193.0,135.0
ALC - Arena Summer Vibes Sephora,120241133287260402,OUTCOME_AWARENESS,2026-02-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,unknown,BS,,,,
TRAF - ARENA SUMMER VIBES SEPHORA,120241256148390402,LINK_CLICKS,2026-02-01,4152,2847,1.458377,6,0.144509,0.748333,1.081407,4.49,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,0,0.374167,2.0,0,0,12.0,0,0.374167,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,facebook,facebook_reels,BS,7.0,1.0,,
TRAF - ARENA SUMMER VIBES SEPHORA,120241256148390402,LINK_CLICKS,2026-02-01,32145,32118,1.000841,73,0.227096,0.346575,0.787059,25.3,73.0,0,0.346575,2.0,0,12.65,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,73.0,0,0.346575,0.0,0,0,73.0,0,0.346575,0,0,0,0.0,0,0,0.0,0,0,,,,73.0,facebook,facebook_reels_overlay,BS,,,,
TRAF - ARENA SUMMER VIBES SEPHORA,120241256148390402,LINK_CLICKS,2026-02-01,15674,13647,1.148531,22,0.14036,0.724091,1.016333,15.93,20.0,0,0.7965,7.0,0,2.275714,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,29.0,0,0.54931,0.0,0,0,29.0,0,0.54931,0,0,0,0.0,0,0,0.0,0,0,,,,20.0,facebook,facebook_stories,BS,10.0,5.0,3.0,2.0
TRAF - ARENA SUMMER VIBES SEPHORA,120241256148390402,LINK_CLICKS,2026-02-01,1781,1666,1.069028,3,0.168445,0.506667,0.853453,1.52,2.0,0,0.76,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,50.0,0,0.0304,0.0,0,0,50.0,0,0.0304,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,facebook,feed,BS,44.0,8.0,2.0,
