campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,age,shopping
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-10,162467,87225,1.86262,184,0.113254,1.061935,1.202681,195.395993,123.0,0,1.588585,19.0,0,10.284,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6804.0,0,0.028718,39.0,0,0,6804.0,0,0.028718,0,0,0,0.0,0,0,0.0,0,0,1031.0,318.0,161.0,105.0,,,,123.0,18-24,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-10,167474,92682,1.806974,200,0.119422,1.00257,1.197285,200.514055,138.0,0,1.453,18.0,0,11.13967,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8103.0,0,0.024746,31.0,0,0,8103.0,0,0.024746,0,0,0,0.0,0,0,0.0,0,0,1152.0,338.0,196.0,128.0,,,,138.0,25-34,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-10,70919,39543,1.793465,83,0.117035,1.02672,1.20162,85.217723,53.0,0,1.607882,8.0,0,10.652215,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4528.0,0,0.01882,13.0,0,0,4528.0,0,0.01882,0,0,0,0.0,0,0,0.0,0,0,588.0,177.0,104.0,55.0,,,,53.0,35-44,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-10,33816,19942,1.695718,40,0.118287,0.993624,1.17533,39.744946,26.0,0,1.528652,4.0,0,9.936237,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2583.0,0,0.015387,9.0,0,0,2583.0,0,0.015387,0,0,0,0.0,0,0,0.0,0,0,321.0,108.0,64.0,39.0,,,,26.0,45-54,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-10,18434,10475,1.759809,25,0.135619,0.888064,1.204383,22.201591,14.0,0,1.585828,2.0,0,11.100796,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1819.0,0,0.012205,6.0,0,0,1819.0,0,0.012205,0,0,0,0.0,0,0,0.0,0,0,179.0,59.0,36.0,23.0,,,,14.0,55-64,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-10,9452,5253,1.799353,12,0.126957,0.947974,1.203522,11.375691,6.0,0,1.895949,4.0,0,2.843923,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1040.0,0,0.010938,1.0,0,0,1040.0,0,0.010938,0,0,0,0.0,0,0,0.0,0,0,82.0,29.0,16.0,13.0,,,,6.0,65+,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-10,17,16,1.0625,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.0,0.0,0,0,1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-10,54380,43852,1.24008,91,0.167341,0.710397,1.188785,64.646109,47.0,0,1.375449,4.0,0,16.161527,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2103.0,0,0.03074,9.0,0,0,2103.0,0,0.03074,0,0,0,0.0,0,0,0.0,0,0,378.0,84.0,39.0,22.0,,,,46.0,18-24,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-10,73118,58594,1.247875,176,0.240707,0.499856,1.203188,87.974705,48.0,0,1.832806,6.0,0,14.662451,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4016.0,0,0.021906,16.0,0,0,4017.0,0,0.021901,0,0,0,0.0,0,0,0.0,0,0,625.0,185.0,91.0,54.0,,,,48.0,25-34,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-10,51850,41686,1.243823,201,0.387657,0.30426,1.179485,61.156319,29.0,0,2.108839,1.0,0,61.156319,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4248.0,0,0.014397,18.0,0,0,4249.0,0,0.014393,0,0,0,0.0,0,0,0.0,0,0,587.0,174.0,93.0,51.0,,,,29.0,35-44,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-10,42069,32701,1.286474,173,0.411229,0.282295,1.16088,48.837061,27.0,0,1.80878,2.0,0,24.41853,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4132.0,0,0.011819,23.0,0,0,4132.0,0,0.011819,0,0,0,0.0,0,0,0.0,0,0,542.0,176.0,85.0,40.0,,,,27.0,45-54,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-10,37223,28094,1.324945,214,0.574913,0.202418,1.163727,43.317393,27.0,0,1.604348,5.0,0,8.663479,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4270.0,0,0.010145,34.0,0,0,4270.0,0,0.010145,0,0,0,0.0,0,0,0.0,0,0,511.0,164.0,84.0,41.0,,,,27.0,55-64,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-10,22968,17520,1.310959,135,0.587774,0.195322,1.14805,26.368413,16.0,0,1.648026,2.0,0,13.184207,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2692.0,0,0.009795,20.0,0,0,2692.0,0,0.009795,0,0,0,0.0,0,0,0.0,0,0,299.0,101.0,47.0,23.0,,,,16.0,65+,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-10,4,4,1.0,0,0.0,0.0,4.999699,0.019999,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,CS
[ALC] Carnaval - 02/02,120239471825400087,OUTCOME_AWARENESS,2026-02-10,57853,45194,1.280104,75,0.129639,0.93321,1.209803,69.990762,60.0,0,1.166513,5.0,0,13.998152,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,144.0,0,0.486047,2.0,0,0,144.0,0,0.486047,0,0,0,0.0,0,0,0.0,0,0,24.0,9.0,3.0,1.0,,,,59.0,18-24,CS
[ALC] Carnaval - 02/02,120239471825400087,OUTCOME_AWARENESS,2026-02-10,58519,45461,1.287235,88,0.150379,0.784556,1.179803,69.040887,76.0,0,0.908433,11.0,0,6.276444,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,212.0,0,0.325665,4.0,0,0,212.0,0,0.325665,0,0,0,0.0,0,0,0.0,0,0,32.0,14.0,4.0,2.0,,,,75.0,25-34,CS
[ALC] Carnaval - 02/02,120239471825400087,OUTCOME_AWARENESS,2026-02-10,28793,21881,1.315891,51,0.177126,0.676185,1.197703,34.485448,29.0,0,1.189153,3.0,0,11.495149,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,175.0,0,0.19706,2.0,0,0,175.0,0,0.19706,0,0,0,0.0,0,0,0.0,0,0,38.0,19.0,11.0,6.0,,,,29.0,35-44,CS
[ALC] Carnaval - 02/02,120239471825400087,OUTCOME_AWARENESS,2026-02-10,19871,14657,1.355734,24,0.120779,0.942376,1.138192,22.617015,11.0,0,2.056092,1.0,0,22.617015,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,154.0,0,0.146864,5.0,0,0,154.0,0,0.146864,0,0,0,0.0,0,0,0.0,0,0,27.0,8.0,3.0,2.0,,,,11.0,45-54,CS
[ALC] Carnaval - 02/02,120239471825400087,OUTCOME_AWARENESS,2026-02-10,17120,12598,1.358946,34,0.198598,0.557279,1.106746,18.947499,21.0,0,0.902262,5.0,0,3.7895,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,180.0,0,0.105264,8.0,0,0,180.0,0,0.105264,0,0,0,0.0,0,0,0.0,0,0,41.0,9.0,4.0,,,,,21.0,55-64,CS
[ALC] Carnaval - 02/02,120239471825400087,OUTCOME_AWARENESS,2026-02-10,10980,8154,1.346578,28,0.255009,0.435657,1.110964,12.19839,15.0,0,0.813226,1.0,0,12.19839,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,114.0,0,0.107003,3.0,0,0,114.0,0,0.107003,0,0,0,0.0,0,0,0.0,0,0,20.0,5.0,1.0,1.0,,,,14.0,65+,CS
[ALC] Carnaval - 02/02,120239471825400087,OUTCOME_AWARENESS,2026-02-10,4,4,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,CS
[ALC] Semana do Cinema 2026,120239561692810087,OUTCOME_AWARENESS,2026-02-10,24691,22977,1.074596,55,0.222753,0.586182,1.305739,32.24,46.0,0,0.70087,8.0,0,4.03,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55.0,0,0.586182,8.0,0,0,55.0,0,0.586182,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,46.0,18-24,CS
[ALC] Semana do Cinema 2026,120239561692810087,OUTCOME_AWARENESS,2026-02-10,28176,24542,1.148073,39,0.138416,0.945897,1.30927,36.89,28.0,0,1.3175,7.0,0,5.27,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,35.0,0,1.054,6.0,0,0,35.0,0,1.054,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,28.0,25-34,CS
[ALC] Semana do Cinema 2026,120239561692810087,OUTCOME_AWARENESS,2026-02-10,17655,15379,1.147994,24,0.135939,0.950417,1.291985,22.81,9.0,0,2.534444,2.0,0,11.405,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,2.534444,0.0,0,0,9.0,0,2.534444,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,9.0,35-44,CS
[ALC] Semana do Cinema 2026,120239561692810087,OUTCOME_AWARENESS,2026-02-10,12939,10687,1.210723,15,0.115929,1.142,1.323904,17.13,7.0,0,2.447143,1.0,0,17.13,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,1.903333,2.0,0,0,9.0,0,1.903333,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,7.0,45-54,CS
[ALC] Semana do Cinema 2026,120239561692810087,OUTCOME_AWARENESS,2026-02-10,10321,8889,1.161098,17,0.164713,0.786471,1.295417,13.37,6.0,0,2.228333,1.0,0,13.37,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,1.215455,5.0,0,0,11.0,0,1.215455,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,6.0,55-64,CS
[ALC] Semana do Cinema 2026,120239561692810087,OUTCOME_AWARENESS,2026-02-10,6277,5550,1.130991,11,0.175243,0.758182,1.32866,8.34,4.0,0,2.085,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,0,1.191429,2.0,0,0,7.0,0,1.191429,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,4.0,65+,CS
[ALC] Eventos Carnaval,120239751838580087,OUTCOME_AWARENESS,2026-02-10,201463,133403,1.510183,295,0.146429,0.832093,1.218425,245.467545,246.0,0,0.997836,28.0,0,8.766698,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2581.0,0,0.095106,17.0,0,0,2581.0,0,0.095106,0,0,0,0.0,0,0,0.0,0,0,381.0,75.0,45.0,32.0,,,,246.0,18-24,CS
[ALC] Eventos Carnaval,120239751838580087,OUTCOME_AWARENESS,2026-02-10,271572,174047,1.560337,434,0.15981,0.761375,1.216755,330.436696,311.0,0,1.062497,45.0,0,7.343038,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3788.0,0,0.087233,18.0,0,0,3788.0,0,0.087233,0,0,0,0.0,0,0,0.0,0,0,470.0,108.0,61.0,43.0,,,,310.0,25-34,CS
[ALC] Eventos Carnaval,120239751838580087,OUTCOME_AWARENESS,2026-02-10,144777,99182,1.45971,243,0.167844,0.706865,1.186434,171.768282,168.0,0,1.02243,29.0,0,5.923044,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3054.0,0,0.056244,18.0,0,0,3054.0,0,0.056244,0,0,0,0.0,0,0,0.0,0,0,263.0,68.0,38.0,26.0,,,,165.0,35-44,CS
[ALC] Eventos Carnaval,120239751838580087,OUTCOME_AWARENESS,2026-02-10,98891,65355,1.513136,180,0.182019,0.643049,1.170469,115.748843,116.0,0,0.997835,16.0,0,7.234303,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2482.0,0,0.046635,19.0,0,0,2482.0,0,0.046635,0,0,0,0.0,0,0,0.0,0,0,178.0,36.0,19.0,15.0,,,,113.0,45-54,CS
[ALC] Eventos Carnaval,120239751838580087,OUTCOME_AWARENESS,2026-02-10,75273,49375,1.524516,139,0.184661,0.629274,1.162025,87.469125,87.0,0,1.005392,11.0,0,7.951739,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1885.0,0,0.046403,16.0,0,0,1885.0,0,0.046403,0,0,0,0.0,0,0,0.0,0,0,153.0,36.0,16.0,11.0,,,,86.0,55-64,CS
[ALC] Eventos Carnaval,120239751838580087,OUTCOME_AWARENESS,2026-02-10,44356,29139,1.522221,128,0.288574,0.383277,1.10604,49.059509,76.0,0,0.64552,15.0,0,3.270634,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1027.0,0,0.04777,15.0,0,0,1027.0,0,0.04777,0,0,0,0.0,0,0,0.0,0,0,70.0,24.0,14.0,10.0,,,,76.0,65+,CS
[ALC] Eventos Carnaval,120239751838580087,OUTCOME_AWARENESS,2026-02-10,22,22,1.0,0,0.0,0.0,1.818164,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,CS
[ALC] Eventos de Carnaval,120239828976910087,OUTCOME_ENGAGEMENT,2026-02-10,14508,12158,1.193288,97,0.668597,0.484948,3.242349,47.04,30.0,0,1.568,10.0,0,4.704,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5297.0,0,0.008881,176.0,0,0,5297.0,0,0.008881,0,0,0,0.0,0,0,0.0,0,0,2432.0,1144.0,627.0,249.0,,,,30.0,18-24,CS
[ALC] Eventos de Carnaval,120239828976910087,OUTCOME_ENGAGEMENT,2026-02-10,41712,29386,1.419451,241,0.577771,0.613693,3.545742,147.9,127.0,0,1.164567,24.0,0,6.1625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14566.0,0,0.010154,268.0,0,0,14566.0,0,0.010154,0,0,0,0.0,0,0,0.0,0,0,5806.0,2937.0,1921.0,1073.0,,,,126.0,25-34,CS
[ALC] Eventos de Carnaval,120239828976910087,OUTCOME_ENGAGEMENT,2026-02-10,42616,28900,1.474602,230,0.539703,0.708739,3.825089,163.01,147.0,0,1.108912,43.0,0,3.79093,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16636.0,0,0.009799,189.0,0,0,16636.0,0,0.009799,0,0,0,0.0,0,0,0.0,0,0,6216.0,3136.0,2095.0,1238.0,,,,147.0,35-44,CS
[ALC] Eventos de Carnaval,120239828976910087,OUTCOME_ENGAGEMENT,2026-02-10,28423,20606,1.379356,158,0.555888,0.727722,4.045315,114.98,106.0,0,1.084717,29.0,0,3.964828,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13204.0,0,0.008708,137.0,0,0,13204.0,0,0.008708,0,0,0,0.0,0,0,0.0,0,0,4459.0,1932.0,1251.0,769.0,,,,105.0,45-54,CS
[ALC] Eventos de Carnaval,120239828976910087,OUTCOME_ENGAGEMENT,2026-02-10,24715,18639,1.325983,178,0.72021,0.563876,4.061097,100.37,77.0,0,1.303506,20.0,0,5.0185,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13978.0,0,0.007181,154.0,0,0,13978.0,0,0.007181,0,0,0,0.0,0,0,0.0,0,0,4920.0,1720.0,1018.0,550.0,,,,75.0,55-64,CS
[ALC] Eventos de Carnaval,120239828976910087,OUTCOME_ENGAGEMENT,2026-02-10,26762,18407,1.453903,256,0.95658,0.490938,4.696211,125.68,89.0,0,1.412135,23.0,0,5.464348,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16310.0,0,0.007706,221.0,0,0,16310.0,0,0.007706,0,0,0,0.0,0,0,0.0,0,0,6518.0,2015.0,1143.0,568.0,,,,84.0,65+,CS
[ALC] Eventos de Carnaval,120239828976910087,OUTCOME_ENGAGEMENT,2026-02-10,5,5,1.0,0,0.0,0.0,4.0,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.01,0.0,0,0,2.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,CS
[ALC] Musical das capivaras,120239893660110087,OUTCOME_AWARENESS,2026-02-10,77638,74537,1.041604,137,0.17646,0.654599,1.155104,89.68,115.0,0,0.779826,18.0,0,4.982222,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,122.0,0,0.735082,1.0,0,0,122.0,0,0.735082,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,115.0,18-24,CS
[ALC] Musical das capivaras,120239893660110087,OUTCOME_AWARENESS,2026-02-10,104881,100531,1.04327,179,0.17067,0.667318,1.13891,119.45,136.0,0,0.878309,23.0,0,5.193478,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,158.0,0,0.756013,7.0,0,0,158.0,0,0.756013,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,136.0,25-34,CS
[ALC] Musical das capivaras,120239893660110087,OUTCOME_AWARENESS,2026-02-10,51435,51435,1.0,114,0.221639,0.50193,1.112472,57.22,90.0,0,0.635778,14.0,0,4.087143,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,95.0,0,0.602316,1.0,0,0,95.0,0,0.602316,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,90.0,35-44,CS
[ALC] Musical das capivaras,120239893660110087,OUTCOME_AWARENESS,2026-02-10,22984,22968,1.000697,44,0.191438,0.550682,1.054212,24.23,35.0,0,0.692286,2.0,0,12.115,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,36.0,0,0.673056,1.0,0,0,36.0,0,0.673056,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,35.0,45-54,CS
[ALC] Musical das capivaras,120239893660110087,OUTCOME_AWARENESS,2026-02-10,5999,5904,1.016091,20,0.333389,0.297,0.990165,5.94,10.0,0,0.594,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,0,0.456923,2.0,0,0,13.0,0,0.456923,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,10.0,55-64,CS
[ALC] Musical das capivaras,120239893660110087,OUTCOME_AWARENESS,2026-02-10,3680,3601,1.021938,17,0.461957,0.204706,0.945652,3.48,8.0,0,0.435,2.0,0,1.74,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.316364,3.0,0,0,11.0,0,0.316364,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,8.0,65+,CS
[ALC] Musical das capivaras,120239893660110087,OUTCOME_AWARENESS,2026-02-10,6,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,CS
[ALC] Carnapet Continente Shopping,120239915880680087,OUTCOME_AWARENESS,2026-02-10,29423,27967,1.052061,51,0.173334,0.684118,1.185807,34.89,43.0,0,0.811395,6.0,0,5.815,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,47.0,0,0.74234,3.0,0,0,47.0,0,0.74234,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,43.0,18-24,CS
[ALC] Carnapet Continente Shopping,120239915880680087,OUTCOME_AWARENESS,2026-02-10,44546,43903,1.014646,88,0.197549,0.607386,1.199883,53.45,75.0,0,0.712667,15.0,0,3.563333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,82.0,0,0.651829,5.0,0,0,82.0,0,0.651829,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,75.0,25-34,CS
[ALC] Carnapet Continente Shopping,120239915880680087,OUTCOME_AWARENESS,2026-02-10,23158,23158,1.0,44,0.189999,0.621136,1.180154,27.33,33.0,0,0.828182,5.0,0,5.466,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,0,0.719211,4.0,0,0,38.0,0,0.719211,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,33.0,35-44,CS
[ALC] Carnapet Continente Shopping,120239915880680087,OUTCOME_AWARENESS,2026-02-10,13845,12883,1.074672,23,0.166125,0.695217,1.15493,15.99,15.0,0,1.066,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,0,0.726818,4.0,0,0,22.0,0,0.726818,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,15.0,45-54,CS
[ALC] Carnapet Continente Shopping,120239915880680087,OUTCOME_AWARENESS,2026-02-10,9831,9316,1.055281,21,0.21361,0.532857,1.138236,11.19,19.0,0,0.588947,3.0,0,3.73,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,0,0.588947,0.0,0,0,19.0,0,0.588947,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,19.0,55-64,CS
[ALC] Carnapet Continente Shopping,120239915880680087,OUTCOME_AWARENESS,2026-02-10,6633,6428,1.031892,18,0.27137,0.394444,1.070406,7.1,14.0,0,0.507143,1.0,0,7.1,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16.0,0,0.44375,2.0,0,0,16.0,0,0.44375,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,14.0,65+,CS
[ALC] Carnapet Continente Shopping,120239915880680087,OUTCOME_AWARENESS,2026-02-10,2,2,1.0,0,0.0,0.0,5.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,CS
[ALC] Capivalley - Últimos dias,120240006022760087,OUTCOME_AWARENESS,2026-02-10,111662,91349,1.222367,146,0.130752,0.89536,1.170699,130.722614,103.0,0,1.269152,17.0,0,7.689566,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3232.0,0,0.040446,11.0,0,0,3232.0,0,0.040446,0,0,0,0.0,0,0,0.0,0,0,883.0,188.0,95.0,62.0,,,,103.0,18-24,CS
[ALC] Capivalley - Últimos dias,120240006022760087,OUTCOME_AWARENESS,2026-02-10,161704,123052,1.314111,199,0.123064,0.974492,1.199252,193.923878,126.0,0,1.539078,21.0,0,9.23447,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5910.0,0,0.032813,5.0,0,0,5911.0,0,0.032807,0,0,0,0.0,0,0,0.0,0,0,1476.0,314.0,157.0,91.0,,,,126.0,25-34,CS
[ALC] Capivalley - Últimos dias,120240006022760087,OUTCOME_AWARENESS,2026-02-10,71941,55981,1.285097,104,0.144563,0.837613,1.210878,87.111742,49.0,0,1.777791,11.0,0,7.919249,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4112.0,0,0.021185,9.0,0,0,4112.0,0,0.021185,0,0,0,0.0,0,0,0.0,0,0,824.0,203.0,111.0,69.0,,,,48.0,35-44,CS
[ALC] Capivalley - Últimos dias,120240006022760087,OUTCOME_AWARENESS,2026-02-10,40109,30624,1.309724,72,0.179511,0.670847,1.204243,48.300966,20.0,0,2.415048,6.0,0,8.050161,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3124.0,0,0.015461,3.0,0,0,3124.0,0,0.015461,0,0,0,0.0,0,0,0.0,0,0,584.0,171.0,94.0,59.0,,,,20.0,45-54,CS
[ALC] Capivalley - Últimos dias,120240006022760087,OUTCOME_AWARENESS,2026-02-10,24288,18625,1.304054,57,0.234684,0.502115,1.178383,28.620572,13.0,0,2.201582,2.0,0,14.310286,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2377.0,0,0.012041,8.0,0,0,2377.0,0,0.012041,0,0,0,0.0,0,0,0.0,0,0,397.0,107.0,57.0,28.0,,,,13.0,55-64,CS
[ALC] Capivalley - Últimos dias,120240006022760087,OUTCOME_AWARENESS,2026-02-10,9623,7855,1.22508,29,0.301361,0.390008,1.175333,11.310226,1.0,0,11.310226,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1080.0,0,0.010472,2.0,0,0,1080.0,0,0.010472,0,0,0,0.0,0,0,0.0,0,0,174.0,57.0,31.0,16.0,,,,1.0,65+,CS
[ALC] Capivalley - Últimos dias,120240006022760087,OUTCOME_AWARENESS,2026-02-10,10,10,1.0,0,0.0,0.0,1.00002,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,CS
ALC - Narbona novos conteúdos,120240054308210087,OUTCOME_AWARENESS,2026-02-10,27369,25317,1.081052,37,0.135189,0.869748,1.175807,32.180671,31.0,0,1.038086,25.0,0,1.287227,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,411.0,0,0.078298,0.0,0,0,411.0,0,0.078298,0,0,0,0.0,0,0,0.0,0,0,110.0,22.0,16.0,11.0,,,,31.0,18-24,CS
