campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,age,shopping
ALC - Páscoa,120239362078700157,OUTCOME_AWARENESS,2026-03-01,1921,1770,1.085311,3,0.156169,0.79,1.233732,2.37,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,113.0,0,0.020973,1.0,0,0,113.0,0,0.020973,0,0,0,0.0,0,0,0.0,0,0,11.0,2.0,1.0,,,,,0.0,35-44,NK
ALC - Páscoa,120239362078700157,OUTCOME_AWARENESS,2026-03-01,2253,2022,1.114243,3,0.133156,0.953333,1.269419,2.86,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,154.0,0,0.018571,0.0,0,0,154.0,0,0.018571,0,0,0,0.0,0,0,0.0,0,0,17.0,9.0,4.0,3.0,,,,0.0,45-54,NK
ALC - Páscoa,120239362078700157,OUTCOME_AWARENESS,2026-03-01,2713,2478,1.094835,4,0.147438,0.9,1.326944,3.6,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,216.0,0,0.016667,1.0,0,0,216.0,0,0.016667,0,0,0,0.0,0,0,0.0,0,0,21.0,9.0,2.0,1.0,,,,0.0,55-64,NK
ALC - Páscoa,120239362078700157,OUTCOME_AWARENESS,2026-03-01,1759,1608,1.093905,5,0.284252,0.424,1.20523,2.12,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,175.0,0,0.012114,2.0,0,0,175.0,0,0.012114,0,0,0,0.0,0,0,0.0,0,0,12.0,2.0,,,,,,0.0,65+,NK
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-10,95388,69186,1.378718,87,0.091206,1.392989,1.270495,121.19,63.0,0,1.923651,8.0,0,15.14875,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2676.0,0,0.045288,5.0,0,0,2676.0,0,0.045288,0,0,0,0.0,0,0,0.0,0,0,1234.0,507.0,269.0,197.0,,,,20.0,18-24,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-10,89587,70550,1.269837,81,0.090415,1.408765,1.273734,114.11,65.0,0,1.755538,7.0,0,16.301429,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2940.0,0,0.038813,6.0,0,0,2940.0,0,0.038813,0,0,0,0.0,0,0,0.0,0,0,1195.0,479.0,246.0,175.0,,,,18.0,25-34,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-10,31745,25843,1.228379,26,0.081903,1.601538,1.311703,41.64,15.0,0,2.776,4.0,0,10.41,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1579.0,0,0.026371,2.0,0,0,1579.0,0,0.026371,0,0,0,0.0,0,0,0.0,0,0,584.0,217.0,117.0,73.0,,,,8.0,35-44,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-10,14094,11612,1.213744,16,0.113523,1.1825,1.342415,18.92,11.0,0,1.72,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,987.0,0,0.019169,5.0,0,0,987.0,0,0.019169,0,0,0,0.0,0,0,0.0,0,0,342.0,110.0,57.0,47.0,,,,5.0,45-54,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-10,8213,7013,1.171111,8,0.097407,1.285,1.251674,10.28,3.0,0,3.426667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,815.0,0,0.012614,3.0,0,0,815.0,0,0.012614,0,0,0,0.0,0,0,0.0,0,0,264.0,91.0,49.0,29.0,,,,0.0,55-64,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-10,4205,3544,1.186512,5,0.118906,1.008,1.198573,5.04,3.0,0,1.68,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,423.0,0,0.011915,0.0,0,0,423.0,0,0.011915,0,0,0,0.0,0,0,0.0,0,0,158.0,45.0,23.0,11.0,,,,0.0,65+,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-10,11,11,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.0,0.0,0,0,1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-10,96507,70722,1.364597,101,0.104656,1.235505,1.293026,124.786038,78.0,0,1.599821,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1678.0,0,0.074366,8.0,0,0,1678.0,0,0.074366,0,0,0,0.0,0,0,0.0,0,0,2266.0,933.0,575.0,413.0,,,,15.0,18-24,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-10,91809,69519,1.320632,97,0.105654,1.206353,1.274562,117.016284,65.0,0,1.800251,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1782.0,0,0.065666,7.0,0,0,1782.0,0,0.065666,0,0,0,0.0,0,0,0.0,0,0,2575.0,976.0,565.0,396.0,,,,9.0,25-34,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-10,31685,24829,1.276129,27,0.085214,1.513656,1.289844,40.868702,18.0,0,2.270483,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,879.0,0,0.046495,5.0,0,0,879.0,0,0.046495,0,0,0,0.0,0,0,0.0,0,0,1366.0,443.0,250.0,165.0,,,,0.0,35-44,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-10,13841,11144,1.242014,15,0.108374,1.181962,1.280936,17.729437,12.0,0,1.477453,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,586.0,0,0.030255,1.0,0,0,586.0,0,0.030255,0,0,0,0.0,0,0,0.0,0,0,963.0,284.0,138.0,101.0,,,,0.0,45-54,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-10,7620,6180,1.23301,9,0.11811,1.101076,1.300484,9.909685,8.0,0,1.238711,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,521.0,0,0.019021,1.0,0,0,521.0,0,0.019021,0,0,0,0.0,0,0,0.0,0,0,897.0,236.0,105.0,67.0,,,,0.0,55-64,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-10,3646,3038,1.200132,2,0.054855,2.304927,1.264359,4.609854,2.0,0,2.304927,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,258.0,0,0.017868,2.0,0,0,258.0,0,0.017868,0,0,0,0.0,0,0,0.0,0,0,426.0,121.0,54.0,30.0,,,,0.0,65+,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-10,5,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-10,118105,88902,1.328485,154,0.130392,1.039221,1.355065,160.04,107.0,0,1.495701,1.0,0,160.04,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3842.0,0,0.041655,24.0,0,0,3842.0,0,0.041655,0,0,0,0.0,0,0,0.0,0,0,1008.0,347.0,164.0,88.0,,,,6.0,18-24,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-10,133131,101115,1.31663,171,0.128445,1.084912,1.393515,185.52,120.0,0,1.546,1.0,0,185.52,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5506.0,0,0.033694,23.0,0,0,5506.0,0,0.033694,0,0,0,0.0,0,0,0.0,0,0,1313.0,433.0,220.0,122.0,,,,5.0,25-34,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-10,54528,40945,1.331738,44,0.080692,1.696591,1.369021,74.65,34.0,0,2.195588,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3196.0,0,0.023357,11.0,0,0,3196.0,0,0.023357,0,0,0,0.0,0,0,0.0,0,0,673.0,239.0,129.0,77.0,,,,1.0,35-44,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-10,26635,20674,1.288333,18,0.06758,2.077222,1.403792,37.39,10.0,0,3.739,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2095.0,0,0.017847,6.0,0,0,2095.0,0,0.017847,0,0,0,0.0,0,0,0.0,0,0,370.0,136.0,70.0,43.0,,,,1.0,45-54,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-10,15174,12098,1.254257,9,0.059312,2.291111,1.358903,20.62,5.0,0,4.124,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1575.0,0,0.013092,10.0,0,0,1575.0,0,0.013092,0,0,0,0.0,0,0,0.0,0,0,248.0,84.0,51.0,27.0,,,,0.0,55-64,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-10,7227,5699,1.268117,6,0.083022,1.643333,1.364328,9.86,5.0,0,1.972,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,823.0,0,0.011981,2.0,0,0,823.0,0,0.011981,0,0,0,0.0,0,0,0.0,0,0,122.0,48.0,28.0,14.0,,,,0.0,65+,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-10,9,9,1.0,0,0.0,0.0,1.111111,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-10,123891,78156,1.585176,219,0.176768,0.761399,1.345913,166.746473,143.0,0,1.166059,1.0,0,166.746473,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2220.0,0,0.075111,18.0,0,0,2220.0,0,0.075111,0,0,0,0.0,0,0,0.0,0,0,508.0,156.0,88.0,57.0,,,,0.0,18-24,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-10,140196,90849,1.543176,215,0.153357,0.888958,1.363277,191.125957,155.0,0,1.233071,2.0,0,95.562978,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2771.0,0,0.068974,13.0,0,0,2771.0,0,0.068974,0,0,0,0.0,0,0,0.0,0,0,672.0,180.0,89.0,59.0,,,,1.0,25-34,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-10,49808,33699,1.478026,55,0.110424,1.223247,1.350758,67.278577,40.0,0,1.681964,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1318.0,0,0.051046,7.0,0,0,1318.0,0,0.051046,0,0,0,0.0,0,0,0.0,0,0,296.0,87.0,47.0,34.0,,,,0.0,35-44,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-10,20501,14021,1.462164,18,0.087801,1.473858,1.294056,26.529439,14.0,0,1.89496,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,730.0,0,0.036342,1.0,0,0,730.0,0,0.036342,0,0,0,0.0,0,0,0.0,0,0,165.0,38.0,20.0,15.0,,,,0.0,45-54,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-10,10393,7530,1.380212,11,0.10584,1.301791,1.377821,14.319697,8.0,0,1.789962,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,580.0,0,0.024689,6.0,0,0,580.0,0,0.024689,0,0,0,0.0,0,0,0.0,0,0,103.0,27.0,7.0,3.0,,,,0.0,55-64,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-10,4761,3530,1.348725,6,0.126024,1.114976,1.405137,6.689858,5.0,0,1.337972,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,312.0,0,0.021442,2.0,0,0,312.0,0,0.021442,0,0,0,0.0,0,0,0.0,0,0,61.0,10.0,7.0,4.0,,,,0.0,65+,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-10,17,17,1.0,0,0.0,0.0,1.176446,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-10,289855,124348,2.330998,376,0.12972,0.971045,1.25964,365.112856,220.0,0,1.659604,1.0,0,365.112856,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9158.0,0,0.039868,44.0,0,0,9158.0,0,0.039868,0,0,0,0.0,0,0,0.0,0,0,2615.0,1347.0,476.0,271.0,,,,1.0,18-24,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-10,303853,132097,2.300226,326,0.107289,1.178934,1.264863,384.33248,200.0,0,1.921662,2.0,0,192.16624,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10554.0,0,0.036416,45.0,0,0,10554.0,0,0.036416,0,0,0,0.0,0,0,0.0,0,0,2746.0,1435.0,517.0,293.0,,,,0.0,25-34,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-10,118944,55037,2.161164,108,0.090799,1.370251,1.244175,147.987105,63.0,0,2.349002,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5543.0,0,0.026698,14.0,0,0,5543.0,0,0.026698,0,0,0,0.0,0,0,0.0,0,0,1372.0,610.0,232.0,146.0,,,,0.0,35-44,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-10,54346,24386,2.228574,49,0.090163,1.409564,1.270906,69.068649,24.0,0,2.87786,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3087.0,0,0.022374,15.0,0,0,3087.0,0,0.022374,0,0,0,0.0,0,0,0.0,0,0,731.0,285.0,129.0,76.0,,,,0.0,45-54,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-10,29702,13601,2.18381,29,0.097637,1.313423,1.28238,38.089255,13.0,0,2.929943,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2167.0,0,0.017577,11.0,0,0,2167.0,0,0.017577,0,0,0,0.0,0,0,0.0,0,0,465.0,164.0,79.0,52.0,,,,0.0,55-64,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-10,14123,6743,2.094468,16,0.11329,1.100603,1.246878,17.609655,9.0,0,1.956628,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1210.0,0,0.014553,6.0,0,0,1210.0,0,0.014553,0,0,0,0.0,0,0,0.0,0,0,243.0,81.0,41.0,27.0,,,,0.0,65+,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-10,23,23,1.0,0,0.0,0.0,0.434774,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.005,0.0,0,0,2.0,0,0.005,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-10,93750,54152,1.731238,92,0.098133,1.200267,1.177862,110.424566,63.0,0,1.752771,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2639.0,0,0.041843,16.0,0,0,2639.0,0,0.041843,0,0,0,0.0,0,0,0.0,0,0,550.0,117.0,72.0,46.0,,,,0.0,18-24,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-10,95493,54904,1.739272,113,0.118333,1.000039,1.183379,113.004439,67.0,0,1.686633,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3653.0,0,0.030935,8.0,0,0,3653.0,0,0.030935,0,0,0,0.0,0,0,0.0,0,0,611.0,168.0,100.0,69.0,,,,0.0,25-34,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-10,48851,27510,1.775754,60,0.122822,0.957286,1.175762,57.437173,17.0,0,3.378657,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3910.0,0,0.01469,5.0,0,0,3910.0,0,0.01469,0,0,0,0.0,0,0,0.0,0,0,617.0,159.0,93.0,59.0,,,,0.0,35-44,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-10,39275,20105,1.953494,86,0.218969,0.537648,1.177281,46.237725,15.0,0,3.082515,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4726.0,0,0.009784,14.0,0,0,4726.0,0,0.009784,0,0,0,0.0,0,0,0.0,0,0,729.0,189.0,108.0,80.0,,,,0.0,45-54,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-10,40011,19612,2.040128,112,0.279923,0.439978,1.231601,49.277575,14.0,0,3.519827,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5689.0,0,0.008662,23.0,0,0,5689.0,0,0.008662,0,0,0,0.0,0,0,0.0,0,0,812.0,202.0,115.0,80.0,,,,0.0,55-64,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-10,24962,12369,2.01811,93,0.372566,0.32278,1.202569,30.018523,3.0,0,10.006174,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4000.0,0,0.007505,18.0,0,0,4000.0,0,0.007505,0,0,0,0.0,0,0,0.0,0,0,516.0,117.0,65.0,49.0,,,,0.0,65+,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-10,7,7,1.0,0,0.0,0.0,1.428501,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-10,94478,60039,1.57361,131,0.138657,0.891774,1.236503,116.822332,58.0,0,2.014178,28.0,0,4.172226,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3872.0,0,0.030171,33.0,0,0,3872.0,0,0.030171,0,0,0,0.0,0,0,0.0,0,0,951.0,402.0,155.0,86.0,,,,58.0,18-24,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-10,108301,70180,1.543189,164,0.15143,0.820565,1.24258,134.572687,51.0,0,2.63868,24.0,0,5.607195,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5157.0,0,0.026095,29.0,0,0,5157.0,0,0.026095,0,0,0,0.0,0,0,0.0,0,0,1021.0,437.0,193.0,114.0,,,,51.0,25-34,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-10,67425,41922,1.608344,165,0.244716,0.504556,1.23473,83.251662,22.0,0,3.784166,11.0,0,7.568333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4682.0,0,0.017781,29.0,0,0,4682.0,0,0.017781,0,0,0,0.0,0,0,0.0,0,0,756.0,287.0,136.0,83.0,,,,18.0,35-44,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-10,53844,32191,1.672641,134,0.248867,0.505831,1.258847,67.781353,13.0,0,5.21395,5.0,0,13.556271,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4903.0,0,0.013824,37.0,0,0,4903.0,0,0.013824,0,0,0,0.0,0,0,0.0,0,0,621.0,216.0,123.0,72.0,,,,9.0,45-54,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-10,48838,28409,1.719103,153,0.313281,0.401315,1.257243,61.401226,10.0,0,6.140123,4.0,0,15.350306,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5559.0,0,0.011045,48.0,0,0,5559.0,0,0.011045,0,0,0,0.0,0,0,0.0,0,0,522.0,152.0,85.0,38.0,,,,9.0,55-64,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-10,29834,17490,1.705775,121,0.405578,0.305791,1.240221,37.000739,14.0,0,2.64291,7.0,0,5.28582,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4104.0,0,0.009016,26.0,0,0,4104.0,0,0.009016,0,0,0,0.0,0,0,0.0,0,0,422.0,100.0,50.0,23.0,,,,11.0,65+,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-10,13,13,1.0,0,0.0,0.0,1.538492,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.01,0.0,0,0,2.0,0,0.01,0,0,0,0.0,0,0,0.0,0,0,2.0,,,,,,,0.0,Unknown,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-10,53838,45389,1.186146,65,0.120733,1.142706,1.379618,74.27588,52.0,0,1.428382,15.0,0,4.951725,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,670.0,0,0.11086,4.0,0,0,670.0,0,0.11086,0,0,0,0.0,0,0,0.0,0,0,209.0,92.0,20.0,13.0,,,,50.0,18-24,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-10,48390,40347,1.199346,55,0.11366,1.213205,1.378927,66.726299,41.0,0,1.627471,8.0,0,8.340787,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,669.0,0,0.09974,4.0,0,0,669.0,0,0.09974,0,0,0,0.0,0,0,0.0,0,0,189.0,74.0,20.0,13.0,,,,38.0,25-34,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-10,16461,14257,1.154591,20,0.121499,1.150436,1.397772,23.008724,15.0,0,1.533915,5.0,0,4.601745,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,365.0,0,0.063038,1.0,0,0,365.0,0,0.063038,0,0,0,0.0,0,0,0.0,0,0,76.0,23.0,10.0,5.0,,,,14.0,35-44,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-10,6771,5805,1.166408,11,0.162458,0.834499,1.355707,9.179491,8.0,0,1.147436,5.0,0,1.835898,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,246.0,0,0.037315,2.0,0,0,246.0,0,0.037315,0,0,0,0.0,0,0,0.0,0,0,54.0,15.0,7.0,5.0,,,,8.0,45-54,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-10,3173,2823,1.123982,2,0.063032,2.174879,1.370866,4.349759,1.0,0,4.349759,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,182.0,0,0.0239,1.0,0,0,182.0,0,0.0239,0,0,0,0.0,0,0,0.0,0,0,39.0,6.0,3.0,,,,,1.0,55-64,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-10,1660,1474,1.126187,1,0.060241,2.719849,1.638463,2.719849,1.0,0,2.719849,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,122.0,0,0.022294,2.0,0,0,122.0,0,0.022294,0,0,0,0.0,0,0,0.0,0,0,36.0,5.0,3.0,2.0,,,,1.0,65+,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-10,19,19,1.0,0,0.0,0.0,2.105146,0.039998,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,Unknown,NR
ALC - Semana do Cinema Jan 25,120238985527080075,OUTCOME_AWARENESS,2026-02-10,13838,13838,1.0,41,0.296286,0.446234,1.322128,18.295602,32.0,0,0.571738,16.0,0,1.143475,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,35.0,0,0.522731,3.0,0,0,35.0,0,0.522731,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,32.0,18-24,NR
ALC - Semana do Cinema Jan 25,120238985527080075,OUTCOME_AWARENESS,2026-02-10,11851,11673,1.015249,13,0.109695,1.183562,1.298312,15.386301,11.0,0,1.398755,5.0,0,3.07726,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,0,1.183562,1.0,0,0,13.0,0,1.183562,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,11.0,25-34,NR
