campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,device_platform,shopping
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-03-01,583156,361903,1.61136,721,0.123638,1.163578,1.43862,838.939802,416.0,0,2.016682,278.0,0,3.017769,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,48744.0,0,0.017211,580.0,0,0,48744.0,0,0.017211,0,0,0,0.0,0,0,0.0,0,0,10773.0,4257.0,2579.0,1635.0,,,,415.0,mobile_app,NR
ALC - Todo mundo em panico,120239954131620075,OUTCOME_AWARENESS,2026-03-01,856,632,1.35443,0,0.0,0.0,1.215054,1.040087,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,119.0,0,0.00874,0.0,0,0,119.0,0,0.00874,0,0,0,0.0,0,0,0.0,0,0,41.0,14.0,8.0,3.0,,,,0.0,mobile_web,NR
ALC - Coelho Flock,120240253340710075,OUTCOME_AWARENESS,2026-03-01,446,414,1.077295,0,0.0,0.0,1.300536,0.580039,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,NR
ALC - Coelho Flock,120240253340710075,OUTCOME_AWARENESS,2026-03-01,227801,144699,1.574309,257,0.112818,1.147665,1.29477,294.949952,216.0,0,1.365509,1.0,0,294.949952,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,234.0,0,1.26047,15.0,0,0,234.0,0,1.26047,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,216.0,mobile_app,NR
ALC - Coelho Flock,120240253340710075,OUTCOME_AWARENESS,2026-03-01,87,80,1.0875,0,0.0,0.0,1.494354,0.130009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NR
ALC - Pet Day - Corrida Pet,120240504098140075,OUTCOME_AWARENESS,2026-03-01,96,95,1.010526,0,0.0,0.0,1.666667,0.16,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,NR
ALC - Pet Day - Corrida Pet,120240504098140075,OUTCOME_AWARENESS,2026-03-01,87412,82105,1.064637,132,0.151009,0.891742,1.346611,117.71,110.0,0,1.070091,1.0,0,117.71,0.0,0,0.0,0,0,0,0,0,0,1.0,0,117.71,0,0,0,128.0,0,0.919609,8.0,0,0,128.0,0,0.919609,0,0,0,0.0,0,0,18.0,0,0,,,,,,,,109.0,mobile_app,NR
ALC - Pet Day - Corrida Pet,120240504098140075,OUTCOME_AWARENESS,2026-03-01,22,22,1.0,0,0.0,0.0,0.909091,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NR
ALC - Pokemon,120240557522400075,OUTCOME_AWARENESS,2026-03-01,37874,35152,1.077435,47,0.124096,1.172766,1.455352,55.12,34.0,0,1.621176,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,2.0,0,27.56,0,0,0,1399.0,0,0.0394,11.0,0,0,1399.0,0,0.0394,0,0,0,0.0,0,0,2.0,0,0,544.0,272.0,66.0,49.0,,,,0.0,mobile_app,NR
ALC - Páscoa Cacau Show,120240557649330075,OUTCOME_AWARENESS,2026-03-01,12,12,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,NR
ALC - Páscoa Cacau Show,120240557649330075,OUTCOME_AWARENESS,2026-03-01,14533,13977,1.03978,14,0.096332,1.395715,1.344527,19.540005,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,859.0,0,0.022747,6.0,0,0,859.0,0,0.022747,0,0,0,0.0,0,0,0.0,0,0,263.0,88.0,60.0,32.0,,,,0.0,mobile_app,NR
ALC - Páscoa Cacau Show,120240557649330075,OUTCOME_AWARENESS,2026-03-01,5,5,1.0,0,0.0,0.0,1.998978,0.009995,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,NR
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-10,538580,362160,1.487133,575,0.106762,1.150278,1.228063,661.41,377.0,0,1.754403,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27467.0,0,0.02408,58.0,0,0,27467.0,0,0.02408,0,0,0,0.0,0,0,0.0,0,0,806.0,285.0,163.0,111.0,,,,0.0,mobile_app,GS
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-10,516,430,1.2,0,0.0,0.0,1.085247,0.559987,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,66.0,0,0.008485,0.0,0,0,66.0,0,0.008485,0,0,0,0.0,0,0,0.0,0,0,14.0,7.0,5.0,4.0,,,,0.0,desktop,GS
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-10,367063,221674,1.655869,407,0.11088,1.0757,1.192738,437.81002,288.0,0,1.520174,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19012.0,0,0.023028,66.0,0,0,19012.0,0,0.023028,0,0,0,0.0,0,0,0.0,0,0,4026.0,1211.0,630.0,302.0,,,,288.0,mobile_app,GS
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-10,290,238,1.218487,1,0.344828,0.329992,1.137905,0.329992,1.0,0,0.329992,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,37.0,0,0.008919,0.0,0,0,37.0,0,0.008919,0,0,0,0.0,0,0,0.0,0,0,5.0,3.0,,,,,,1.0,mobile_web,GS
ALC - Bailinho de carnaval e carnapet,120244043225990260,OUTCOME_AWARENESS,2026-02-10,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_app,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-10,91182,85303,1.068919,168,0.184247,0.743393,1.369678,124.89,115.0,0,1.086,2.0,0,62.445,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,851.0,0,0.146757,13.0,0,0,851.0,0,0.146757,0,0,0,0.0,0,0,0.0,0,0,1755.0,704.0,384.0,290.0,,,,0.0,mobile_app,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-10,57,46,1.23913,0,0.0,0.0,1.403509,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-10,73257,43705,1.67617,87,0.11876,0.935402,1.110884,81.38,69.0,0,1.17942,1.0,0,81.38,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,74.0,0,1.09973,4.0,0,0,74.0,0,1.09973,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,13.0,mobile_app,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-10,21,19,1.105263,0,0.0,0.0,1.904762,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-10,444,407,1.090909,1,0.225225,0.70997,1.599031,0.70997,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.70997,0.0,0,0,1.0,0,0.70997,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-10,333211,220268,1.512753,701,0.210377,0.665892,1.400884,466.790046,569.0,0,0.820369,235.0,0,1.986341,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,731.0,0,0.638564,34.0,0,0,731.0,0,0.638564,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,568.0,mobile_app,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-10,234,217,1.078341,1,0.42735,0.359985,1.538396,0.359985,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-10,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-10,309,284,1.088028,0,0.0,0.0,1.779935,0.55,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16.0,0,0.034375,0.0,0,0,16.0,0,0.034375,0,0,0,0.0,0,0,0.0,0,0,5.0,2.0,2.0,2.0,,,,0.0,desktop,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-10,173082,112277,1.541562,138,0.079731,1.64529,1.311806,227.05,109.0,0,2.083028,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2714.0,0,0.083659,13.0,0,0,2714.0,0,0.083659,0,0,0,0.0,0,0,0.0,0,0,1121.0,637.0,278.0,104.0,,,,109.0,mobile_app,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-10,129,122,1.057377,0,0.0,0.0,1.472868,0.19,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.021111,0.0,0,0,9.0,0,0.021111,0,0,0,0.0,0,0,0.0,0,0,3.0,2.0,,,,,,0.0,mobile_web,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-10,526,504,1.043651,6,1.140684,0.168333,1.920152,1.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,117.0,0,0.008632,0.0,0,0,117.0,0,0.008632,0,0,0,0.0,0,0,0.0,0,0,25.0,12.0,9.0,5.0,,,,0.0,desktop,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-10,479143,426078,1.124543,1164,0.242934,0.856048,2.07963,996.44,11.0,0,90.585455,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55124.0,0,0.018076,241.0,0,0,55125.0,0,0.018076,0,0,0,0.0,0,0,0.0,0,0,9956.0,2851.0,1578.0,986.0,,,,3.0,mobile_app,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-10,611,611,1.0,2,0.327332,0.59,1.93126,1.18,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,102.0,0,0.011569,1.0,0,0,102.0,0,0.011569,0,0,0,0.0,0,0,0.0,0,0,21.0,11.0,6.0,5.0,,,,0.0,mobile_web,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,82969,77780,1.066714,84,0.101243,1.109643,1.123432,93.21,60.0,0,1.5535,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4346.0,0,0.021447,7.0,0,0,4346.0,0,0.021447,0,0,0,0.0,0,0,0.0,0,0,86.0,22.0,12.0,7.0,,,,0.0,mobile_app,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,38,38,1.0,0,0.0,0.0,0.789474,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,24440,24440,1.0,54,0.220949,0.594259,1.313011,32.09,44.0,0,0.729318,27.0,0,1.188519,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,57.0,0,0.562982,5.0,0,0,57.0,0,0.562982,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,44.0,mobile_app,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,32,32,1.0,0,0.0,0.0,0.3125,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,1108,963,1.150571,0,0.0,0.0,1.173285,1.3,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,46.0,0,0.028261,0.0,0,0,46.0,0,0.028261,0,0,0,0.0,0,0,0.0,0,0,21.0,9.0,8.0,7.0,,,,0.0,desktop,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,336644,210815,1.596869,323,0.095947,1.24,1.189743,400.52,260.0,0,1.540462,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6189.0,0,0.064715,21.0,0,0,6189.0,0,0.064715,0,0,0,0.0,0,0,0.0,0,0,2382.0,1163.0,555.0,219.0,,,,258.0,mobile_app,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,401,356,1.126404,1,0.249377,0.48,1.197007,0.48,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,0,0.028235,0.0,0,0,17.0,0,0.028235,0,0,0,0.0,0,0,0.0,0,0,6.0,,,,,,,0.0,mobile_web,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-03-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_app,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,698,543,1.285451,0,0.0,0.0,1.289398,0.9,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,70.0,0,0.012857,0.0,0,0,70.0,0,0.012857,0,0,0,0.0,0,0,0.0,0,0,9.0,5.0,2.0,2.0,,,,0.0,desktop,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,344262,203514,1.691589,211,0.061291,2.151801,1.31885,454.03,5.0,0,90.806,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20920.0,0,0.021703,64.0,0,0,20920.0,0,0.021703,0,0,0,0.0,0,0,0.0,0,0,2614.0,672.0,335.0,202.0,,,,2.0,mobile_app,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,324,277,1.169675,1,0.308642,0.46,1.419753,0.46,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24.0,0,0.019167,0.0,0,0,24.0,0,0.019167,0,0,0,0.0,0,0,0.0,0,0,3.0,2.0,1.0,1.0,,,,0.0,mobile_web,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,1303,1024,1.272461,0,0.0,0.0,1.266229,1.649897,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,277.0,0,0.005956,0.0,0,0,277.0,0,0.005956,0,0,0,0.0,0,0,0.0,0,0,36.0,13.0,10.0,5.0,,,,0.0,desktop,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,359021,235377,1.525302,331,0.092195,1.442115,1.329561,477.340144,4.0,0,119.335036,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23438.0,0,0.020366,87.0,0,0,23439.0,0,0.020365,0,0,0,0.0,0,0,0.0,0,0,2696.0,898.0,538.0,297.0,,,,0.0,mobile_app,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,488,383,1.274151,1,0.204918,0.659959,1.352374,0.659959,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,45.0,0,0.014666,0.0,0,0,45.0,0,0.014666,0,0,0,0.0,0,0,0.0,0,0,5.0,2.0,1.0,,,,,0.0,mobile_web,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,unknown,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,2534,1972,1.28499,4,0.157853,0.7925,1.250987,3.17,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,459.0,0,0.006906,0.0,0,0,459.0,0,0.006906,0,0,0,0.0,0,0,0.0,0,0,30.0,13.0,10.0,9.0,,,,0.0,desktop,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,519499,331599,1.566648,1354,0.260636,0.50966,1.328357,690.08,445.0,0,1.550742,203.0,0,3.399409,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,37547.0,0,0.018379,204.0,0,0,37547.0,0,0.018379,0,0,0,0.0,0,0,0.0,0,0,806.0,309.0,172.0,78.0,,,,441.0,mobile_app,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,767,625,1.2272,2,0.260756,0.535,1.395046,1.07,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,84.0,0,0.012738,2.0,0,0,84.0,0,0.012738,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-01,66895,49776,1.343921,66,0.098662,1.249848,1.233127,82.49,51.0,0,1.617451,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,514.0,0,0.160486,7.0,0,0,514.0,0,0.160486,0,0,0,0.0,0,0,0.0,0,0,188.0,121.0,48.0,13.0,,,,0.0,mobile_app,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,138,118,1.169492,0,0.0,0.0,1.15942,0.16,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,desktop,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,71174,61320,1.160698,39,0.054795,2.391026,1.310169,93.25,1.0,0,93.25,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23.0,0,4.054348,10.0,0,0,23.0,0,4.054348,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_app,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-01,112,102,1.098039,1,0.892857,0.08,0.714286,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.08,0.0,0,0,1.0,0,0.08,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,0.0,mobile_web,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,486,471,1.031847,0,0.0,0.0,1.851611,0.899883,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,26.0,0,0.034611,0.0,0,0,26.0,0,0.034611,0,0,0,0.0,0,0,0.0,0,0,65.0,26.0,13.0,9.0,,,,0.0,desktop,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,336141,259658,1.294553,495,0.14726,1.394445,2.053454,690.250196,402.0,0,1.71704,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7165.0,0,0.096336,27.0,0,0,7165.0,0,0.096336,0,0,0,0.0,0,0,0.0,0,0,18608.0,6740.0,3757.0,2655.0,,,,402.0,mobile_app,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-01,328,320,1.025,0,0.0,0.0,1.859514,0.609921,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,0,0.032101,0.0,0,0,19.0,0,0.032101,0,0,0,0.0,0,0,0.0,0,0,44.0,19.0,8.0,4.0,,,,0.0,mobile_web,GS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-10,2772,1855,1.49434,4,0.1443,0.8425,1.215729,3.37,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,252.0,0,0.013373,1.0,0,0,252.0,0,0.013373,0,0,0,0.0,0,0,0.0,0,0,45.0,28.0,22.0,19.0,,,,0.0,desktop,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-10,775671,322703,2.403668,1502,0.193639,0.649427,1.257543,975.44,1060.0,0,0.920226,485.0,0,2.011216,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,29193.0,0,0.033413,186.0,0,0,29193.0,0,0.033413,0,0,0,0.0,0,0,0.0,0,0,5300.0,1164.0,599.0,366.0,,,,1059.0,mobile_app,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-10,988,627,1.575758,2,0.202429,0.58,1.174089,1.16,1.0,0,1.16,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,99.0,0,0.011717,1.0,0,0,99.0,0,0.011717,0,0,0,0.0,0,0,0.0,0,0,15.0,5.0,4.0,2.0,,,,1.0,mobile_web,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-10,375632,166925,2.250304,534,0.14216,0.889906,1.265095,475.21,384.0,0,1.237526,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14726.0,0,0.03227,72.0,0,0,14726.0,0,0.03227,0,0,0,0.0,0,0,0.0,0,0,4481.0,1268.0,590.0,354.0,,,,374.0,mobile_app,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-10,331570,145017,2.286422,446,0.134512,0.900314,1.211026,401.54,296.0,0,1.356554,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19961.0,0,0.020116,47.0,0,0,19961.0,0,0.020116,0,0,0,0.0,0,0,0.0,0,0,4697.0,2483.0,1433.0,503.0,,,,0.0,mobile_app,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-10,266947,125436,2.128153,345,0.129239,0.98487,1.272837,339.78,248.0,0,1.370081,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10180.0,0,0.033377,18.0,0,0,10180.0,0,0.033377,0,0,0,0.0,0,0,0.0,0,0,1552.0,276.0,135.0,68.0,,,,0.0,mobile_app,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-10,198,188,1.053191,1,0.505051,0.2,1.010101,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.066667,0.0,0,0,3.0,0,0.066667,0,0,0,0.0,0,0,0.0,0,0,8.0,4.0,3.0,1.0,,,,0.0,desktop,NS
