shopping,shopping_sigla,hora,dia_semana,impressoes,cliques,ctr,custo,conversoes,valor_conversoes
GERAL,GERAL,2,SATURDAY,234,72,0.3076923076923077,3.081461,23.983333,0.0
GERAL,GERAL,2,SATURDAY,116,16,0.13793103448275862,1.606258,14.4,0.0
GERAL,GERAL,2,SATURDAY,387,117,0.3023255813953488,2.418795,39.8125,1.0
GERAL,GERAL,2,SATURDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,303,32,0.10561056105610561,11.244608,5.0,0.0
GERAL,GERAL,2,SATURDAY,298,27,0.09060402684563758,9.026883,9.0,0.0
GERAL,GERAL,2,SATURDAY,491,37,0.07535641547861507,13.970994,4.0,0.0
GERAL,GERAL,2,SATURDAY,292,27,0.09246575342465753,6.583074,9.0,0.0
GERAL,GERAL,2,SATURDAY,508,28,0.05511811023622047,10.422294,7.0,0.0
GERAL,GERAL,2,SATURDAY,305,21,0.06885245901639345,6.02998,5.0,0.0
GERAL,GERAL,2,SATURDAY,36,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,14,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,686,7,0.01020408163265306,1.38905,24.0,0.0
GERAL,GERAL,2,SATURDAY,745,2,0.0026845637583892616,1.831322,34.0,0.0
GERAL,GERAL,2,SATURDAY,574,8,0.013937282229965157,2.106586,27.0,0.0
GERAL,GERAL,2,SATURDAY,697,0,0.0,1.754825,26.0,0.0
GERAL,GERAL,2,SATURDAY,29,1,0.034482758620689655,0.248494,0.0,0.0
GERAL,GERAL,2,SATURDAY,26,1,0.038461538461538464,0.141135,0.0,0.0
GERAL,GERAL,2,SATURDAY,4,0,0.0,0.025514,0.0,0.0
GERAL,GERAL,2,SATURDAY,2,0,0.0,0.018763,0.0,0.0
GERAL,GERAL,2,SATURDAY,10,0,0.0,0.076515,0.0,0.0
GERAL,GERAL,2,SATURDAY,1019,1,0.0009813542688910696,2.347308,17.0,0.0
GERAL,GERAL,2,SATURDAY,381,1,0.0026246719160104987,1.404505,22.0,0.0
GERAL,GERAL,2,SATURDAY,11,1,0.09090909090909091,0.147464,0.0,0.0
GERAL,GERAL,2,SATURDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,302,1,0.0033112582781456954,1.099664,0.0,0.0
GERAL,GERAL,2,SATURDAY,56,0,0.0,0.216728,0.0,0.0
GERAL,GERAL,2,SATURDAY,183,0,0.0,0.650906,0.0,0.0
GERAL,GERAL,2,SATURDAY,350,0,0.0,1.391596,0.0,0.0
GERAL,GERAL,2,SATURDAY,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,53,6,0.11320754716981132,3.793285,1.0,0.0
GERAL,GERAL,2,SATURDAY,260,0,0.0,0.942747,0.0,0.0
GERAL,GERAL,2,SATURDAY,11,1,0.09090909090909091,0.575244,1.02224,0.0
GERAL,GERAL,2,SATURDAY,8,2,0.25,0.678834,0.0,0.0
GERAL,GERAL,2,SATURDAY,347,1,0.002881844380403458,1.136547,18.0,0.0
GERAL,GERAL,2,SATURDAY,394,3,0.007614213197969543,1.333522,1.0,0.0
GERAL,GERAL,2,SATURDAY,1640,3,0.001829268292682927,5.445671,6.0,0.0
GERAL,GERAL,2,SATURDAY,143,4,0.027972027972027972,1.601264,3.0,0.0
GERAL,GERAL,2,SATURDAY,478,1,0.0020920502092050207,1.788708,1.0,0.0
GERAL,GERAL,2,SATURDAY,1107,0,0.0,2.822229,22.0,0.0
GERAL,GERAL,2,SATURDAY,1922,1,0.0005202913631633715,4.836236,33.0,0.0
GERAL,GERAL,2,SATURDAY,13614,11,0.0008079917731746731,12.3239,0.0,0.0
GERAL,GERAL,2,SATURDAY,11532,10,0.0008671522719389525,9.846373,0.0,0.0
GERAL,GERAL,2,SATURDAY,15134,14,0.0009250693802035153,13.444019,0.0,0.0
GERAL,GERAL,2,SATURDAY,12595,9,0.0007145692735212386,10.953946,0.0,0.0
GERAL,GERAL,2,SATURDAY,1363,0,0.0,3.737334,33.0,0.0
GERAL,GERAL,2,SATURDAY,8988,6,0.0006675567423230974,8.336267,0.0,0.0
GERAL,GERAL,2,SATURDAY,1013,0,0.0,2.422074,39.0,0.0
GERAL,GERAL,2,SATURDAY,1293,0,0.0,2.93062,18.0,0.0
GERAL,GERAL,2,SATURDAY,1689,1,0.0005920663114268798,4.052541,24.0,0.0
GERAL,GERAL,2,SATURDAY,12240,3,0.00024509803921568627,10.834142,0.0,0.0
GERAL,GERAL,2,SATURDAY,15,0,0.0,0.020008,0.0,0.0
GERAL,GERAL,2,SATURDAY,32,2,0.0625,0.063834,0.0,0.0
GERAL,GERAL,2,SATURDAY,7,0,0.0,0.008973,0.0,0.0
GERAL,GERAL,2,SATURDAY,6,0,0.0,0.007728,0.0,0.0
GERAL,GERAL,2,SATURDAY,10,0,0.0,0.01793,0.0,0.0
GERAL,GERAL,2,SATURDAY,10,1,0.1,1.102323,0.407408,0.0
GERAL,GERAL,2,SATURDAY,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,9,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,11,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,59,5,0.0847457627118644,2.051473,1.0,0.0
GERAL,GERAL,2,SATURDAY,77,2,0.025974025974025976,2.059253,0.0,0.0
GERAL,GERAL,2,SATURDAY,505,14,0.027722772277227723,4.334168,0.0,0.0
GERAL,GERAL,2,SATURDAY,44,1,0.022727272727272728,0.251651,0.0,0.0
GERAL,GERAL,2,SATURDAY,50,5,0.1,4.706024,0.0,0.0
GERAL,GERAL,2,SATURDAY,186,19,0.10215053763440861,6.365402,0.0,0.0
GERAL,GERAL,2,SATURDAY,51,0,0.0,0.347644,0.0,0.0
GERAL,GERAL,2,SATURDAY,700,0,0.0,1.203457,0.0,0.0
GERAL,GERAL,2,SATURDAY,397,1,0.0025188916876574307,0.794665,0.0,0.0
GERAL,GERAL,2,SATURDAY,592,0,0.0,1.415164,1.0,0.0
GERAL,GERAL,2,SATURDAY,11,0,0.0,0.043053,0.0,0.0
GERAL,GERAL,2,SATURDAY,404,0,0.0,0.921798,6.0,0.0
GERAL,GERAL,2,SATURDAY,422,2,0.004739336492890996,1.383924,5.0,0.0
GERAL,GERAL,2,SATURDAY,787,0,0.0,1.663145,19.0,0.0
GERAL,GERAL,2,SATURDAY,53,0,0.0,0.658254,3.0,0.0
GERAL,GERAL,2,SATURDAY,99,0,0.0,0.270493,2.0,0.0
GERAL,GERAL,2,SATURDAY,109,0,0.0,0.415556,1.0,0.0
GERAL,GERAL,2,SATURDAY,175,0,0.0,0.566658,0.0,0.0
GERAL,GERAL,2,SATURDAY,12,1,0.08333333333333333,1.08,0.0,0.0
GERAL,GERAL,2,SATURDAY,507,17,0.03353057199211045,7.498773,0.0,0.0
GERAL,GERAL,2,SATURDAY,203,10,0.04926108374384237,7.726601,1.0,0.0
GERAL,GERAL,2,SATURDAY,318,8,0.025157232704402517,6.451546,0.0,0.0
GERAL,GERAL,2,SATURDAY,433,23,0.053117782909930716,5.052609,6.0,1.0
GERAL,GERAL,2,SATURDAY,259,9,0.03474903474903475,1.21804,5.0,1.0
GERAL,GERAL,2,SATURDAY,211,4,0.018957345971563982,1.384558,0.0,0.0
GERAL,GERAL,2,SATURDAY,250,1,0.004,0.425715,0.0,0.0
GERAL,GERAL,2,SATURDAY,14,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,13,1,0.07692307692307693,0.21,1.0,0.0
GERAL,GERAL,2,SATURDAY,752,31,0.041223404255319146,18.464578,11.0,1.0
GERAL,GERAL,2,SATURDAY,639,11,0.017214397496087636,12.475817,2.0,0.0
GERAL,GERAL,2,SATURDAY,269,14,0.05204460966542751,1.876165,6.0,0.0
GERAL,GERAL,2,SATURDAY,168,1,0.005952380952380952,0.222014,1.0,0.0
GERAL,GERAL,2,SATURDAY,12,3,0.25,2.89,2.0,0.0
GERAL,GERAL,2,SATURDAY,8,4,0.5,6.92,1.0,0.0
GERAL,GERAL,2,SATURDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,715,18,0.025174825174825177,2.035181,1.0,0.0
GERAL,GERAL,2,SATURDAY,378,14,0.037037037037037035,3.587429,0.0,0.0
GERAL,GERAL,2,SATURDAY,886,4,0.004514672686230248,3.028025,54.0,0.0
GERAL,GERAL,2,SATURDAY,604,1,0.0016556291390728477,2.402339,2.0,0.0
GERAL,GERAL,2,SATURDAY,517,1,0.0019342359767891683,1.191069,28.0,0.0
GERAL,GERAL,2,SATURDAY,1063,0,0.0,3.371148,1.0,0.0
GERAL,GERAL,2,SATURDAY,1087,3,0.0027598896044158236,3.785022,0.0,0.0
GERAL,GERAL,2,SATURDAY,797,0,0.0,2.488453,0.0,0.0
GERAL,GERAL,2,SATURDAY,762,0,0.0,2.542799,1.0,0.0
GERAL,GERAL,2,SATURDAY,832,1,0.001201923076923077,2.308017,0.0,0.0
GERAL,GERAL,2,SATURDAY,866,0,0.0,2.379796,2.0,0.0
GERAL,GERAL,2,SATURDAY,129,0,0.0,0.524487,0.0,0.0
GERAL,GERAL,2,SATURDAY,127,0,0.0,0.401138,0.0,0.0
GERAL,GERAL,2,SATURDAY,145,0,0.0,0.628434,0.0,0.0
GERAL,GERAL,2,SATURDAY,81,0,0.0,0.315021,0.0,0.0
GERAL,GERAL,2,SATURDAY,178,1,0.0056179775280898875,0.567936,0.0,0.0
GERAL,GERAL,2,SATURDAY,169,0,0.0,0.355725,6.0,0.0
GERAL,GERAL,2,SATURDAY,61,7,0.11475409836065574,1.209842,4.0,0.0
GERAL,GERAL,2,SATURDAY,48,3,0.0625,1.74,6.0,0.0
GERAL,GERAL,2,SATURDAY,639,1,0.001564945226917058,1.956916,0.0,0.0
GERAL,GERAL,2,SATURDAY,582,1,0.001718213058419244,1.990981,0.0,0.0
GERAL,GERAL,2,SATURDAY,95,0,0.0,0.332065,1.0,0.0
GERAL,GERAL,2,SATURDAY,52,3,0.057692307692307696,0.64,1.5,0.0
GERAL,GERAL,2,SATURDAY,32,3,0.09375,1.12,5.0,0.0
GERAL,GERAL,2,SATURDAY,548,1,0.0018248175182481751,1.864103,0.0,0.0
GERAL,GERAL,2,SATURDAY,606,1,0.0016501650165016502,2.161592,3.0,0.0
GERAL,GERAL,2,SATURDAY,602,0,0.0,1.912569,0.0,0.0
GERAL,GERAL,2,SATURDAY,31,2,0.06451612903225806,0.763568,5.0,0.0
GERAL,GERAL,2,SATURDAY,26,5,0.19230769230769232,2.587517,6.333334,0.0
GERAL,GERAL,2,SATURDAY,554,2,0.0036101083032490976,1.326075,17.0,0.0
GERAL,GERAL,2,SATURDAY,952,23,0.02415966386554622,2.718583,4.0,0.0
GERAL,GERAL,2,SATURDAY,552,11,0.019927536231884056,6.409186,9.0,0.0
GERAL,GERAL,2,SATURDAY,1351,17,0.012583271650629163,3.045018,8.0,0.0
GERAL,GERAL,2,SATURDAY,942,17,0.018046709129511677,2.028867,8.0,0.0
GERAL,GERAL,2,SATURDAY,565,0,0.0,1.860292,0.0,0.0
GERAL,GERAL,2,SATURDAY,412,13,0.03155339805825243,2.007845,6.0,0.0
GERAL,GERAL,2,SATURDAY,1453,0,0.0,4.631757,33.0,0.0
GERAL,GERAL,2,SATURDAY,156,0,0.0,0.644116,0.0,0.0
GERAL,GERAL,2,SATURDAY,16,0,0.0,0.028401,0.0,0.0
GERAL,GERAL,2,SATURDAY,225,0,0.0,0.684482,0.0,0.0
GERAL,GERAL,2,SATURDAY,217,0,0.0,0.91131,0.0,0.0
GERAL,GERAL,2,SATURDAY,2098,2,0.0009532888465204957,5.420491,0.0,0.0
GERAL,GERAL,2,SATURDAY,602,0,0.0,1.369032,11.0,0.0
GERAL,GERAL,2,SATURDAY,123,0,0.0,0.232916,1.0,0.0
GERAL,GERAL,2,SATURDAY,264,0,0.0,0.42184,1.0,0.0
GERAL,GERAL,2,SATURDAY,193,1,0.0051813471502590676,0.470676,0.0,0.0
GERAL,GERAL,2,SATURDAY,160,0,0.0,0.407711,3.0,0.0
GERAL,GERAL,2,SATURDAY,158,0,0.0,0.284737,0.0,0.0
GERAL,GERAL,2,SATURDAY,185,0,0.0,0.396827,1.0,0.0
GERAL,GERAL,2,SATURDAY,837,29,0.03464755077658303,1.305902,0.0,0.0
GERAL,GERAL,2,SATURDAY,1392,48,0.034482758620689655,2.688098,1.0,0.0
GERAL,GERAL,2,SATURDAY,390,14,0.035897435897435895,0.699997,0.0,0.0
GERAL,GERAL,2,SATURDAY,466,18,0.03862660944206009,1.209998,0.0,0.0
GERAL,GERAL,2,SATURDAY,1554,0,0.0,3.719508,27.0,0.0
GERAL,GERAL,2,SATURDAY,680,36,0.052941176470588235,1.5404,1.0,0.0
GERAL,GERAL,2,SATURDAY,339,13,0.038348082595870206,0.519786,2.0,0.0
GERAL,GERAL,2,SATURDAY,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,11,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,159,1,0.006289308176100629,0.638313,0.0,0.0
GERAL,GERAL,2,SATURDAY,203,0,0.0,0.490156,0.0,0.0
GERAL,GERAL,2,SATURDAY,219,2,0.0091324200913242,0.566344,0.0,0.0
GERAL,GERAL,2,SATURDAY,108,0,0.0,0.310451,0.0,0.0
GERAL,GERAL,2,SATURDAY,185,0,0.0,0.572897,0.0,0.0
GERAL,GERAL,2,SATURDAY,1828,3,0.0016411378555798686,4.879271,5.0,0.0
GERAL,GERAL,2,SATURDAY,6,1,0.16666666666666666,0.47,0.0,0.0
GERAL,GERAL,2,SATURDAY,177,0,0.0,0.511681,0.0,0.0
GERAL,GERAL,2,SATURDAY,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,7,0,0.0,0.007602,1.0,0.0
GERAL,GERAL,2,SATURDAY,55,0,0.0,0.142641,1.0,0.0
GERAL,GERAL,2,SATURDAY,13,0,0.0,0.070695,0.0,0.0
GERAL,GERAL,2,SATURDAY,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,45,0,0.0,0.138495,4.0,0.0
GERAL,GERAL,2,SATURDAY,10,1,0.1,0.063288,0.0,0.0
GERAL,GERAL,2,SATURDAY,62,0,0.0,0.164218,3.0,0.0
GERAL,GERAL,2,SATURDAY,317,0,0.0,1.057813,0.0,0.0
GERAL,GERAL,2,SATURDAY,442,0,0.0,1.813446,0.0,0.0
GERAL,GERAL,2,SATURDAY,631,2,0.003169572107765452,1.249587,17.0,0.0
GERAL,GERAL,2,SATURDAY,1422,2,0.0014064697609001407,7.419522,1.0,0.0
GERAL,GERAL,2,SATURDAY,2490,7,0.002811244979919679,11.294754,1.0,0.0
GERAL,GERAL,2,SATURDAY,687,0,0.0,1.445757,6.0,0.0
GERAL,GERAL,2,SATURDAY,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,8,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,9,2,0.2222222222222222,1.06,0.0,0.0
GERAL,GERAL,2,SATURDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,5,1,0.2,3.982346,1.0,0.0
GERAL,GERAL,2,SATURDAY,55,2,0.03636363636363636,0.196238,0.0,0.0
GERAL,GERAL,2,SATURDAY,279,6,0.021505376344086023,0.510649,0.0,0.0
GERAL,GERAL,2,SATURDAY,13,1,0.07692307692307693,0.029922,0.0,0.0
GERAL,GERAL,2,SATURDAY,59,3,0.05084745762711865,0.130912,0.0,0.0
GERAL,GERAL,2,SATURDAY,645,15,0.023255813953488372,3.031272,22.0,0.0
GERAL,GERAL,2,SATURDAY,788,13,0.01649746192893401,3.839595,46.0,0.0
GERAL,GERAL,2,SATURDAY,737,9,0.012211668928086838,3.090032,24.0,0.0
GERAL,GERAL,2,SATURDAY,1239,5,0.004035512510088781,3.280531,40.0,0.0
GERAL,GERAL,2,SATURDAY,150,0,0.0,0.843998,5.0,0.0
GERAL,GERAL,2,SATURDAY,249,3,0.012048192771084338,0.599126,6.0,0.0
GERAL,GERAL,2,SATURDAY,109,3,0.027522935779816515,0.330217,0.0,0.0
GERAL,GERAL,2,SATURDAY,80,1,0.0125,0.129689,0.0,0.0
GERAL,GERAL,2,SATURDAY,871,1,0.001148105625717566,2.189908,20.0,0.0
GERAL,GERAL,2,SATURDAY,453,1,0.002207505518763797,2.099898,4.0,0.0
GERAL,GERAL,2,SATURDAY,356,0,0.0,1.481139,5.0,0.0
GERAL,GERAL,2,SATURDAY,342,1,0.0029239766081871343,1.417187,1.0,0.0
GERAL,GERAL,2,SATURDAY,260,1,0.0038461538461538464,0.5996,5.0,0.0
GERAL,GERAL,2,SATURDAY,267,0,0.0,0.479958,3.0,0.0
GERAL,GERAL,2,SATURDAY,355,2,0.005633802816901409,1.409187,3.0,0.0
GERAL,GERAL,2,SATURDAY,305,0,0.0,1.541039,0.0,0.0
GERAL,GERAL,2,SATURDAY,389,2,0.005141388174807198,1.824732,5.0,0.0
GERAL,GERAL,2,SATURDAY,275,2,0.007272727272727273,1.118087,6.0,0.0
GERAL,GERAL,2,SATURDAY,159,1,0.006289308176100629,0.63288,2.0,0.0
GERAL,GERAL,2,SATURDAY,495,2,0.00404040404040404,1.484037,11.0,0.0
GERAL,GERAL,2,SATURDAY,1082,1,0.0009242144177449168,1.922524,23.0,0.0
GERAL,GERAL,2,SATURDAY,873,3,0.003436426116838488,1.132395,0.0,0.0
GERAL,GERAL,2,SATURDAY,200,1,0.005,0.975481,2.0,0.0
GERAL,GERAL,2,SATURDAY,1075,2,0.0018604651162790699,3.179955,34.0,0.0
GERAL,GERAL,2,SATURDAY,718,0,0.0,1.37855,21.0,0.0
GERAL,GERAL,2,SATURDAY,14,0,0.0,0.076387,0.0,0.0
GERAL,GERAL,2,SATURDAY,326,1,0.003067484662576687,0.945963,42.0,0.0
GERAL,GERAL,2,SATURDAY,34,0,0.0,0.104735,1.0,0.0
GERAL,GERAL,2,SATURDAY,59,0,0.0,0.125068,4.0,0.0
GERAL,GERAL,2,SATURDAY,590,8,0.013559322033898305,1.905125,1.0,0.0
GERAL,GERAL,2,SATURDAY,509,18,0.03536345776031434,2.661511,2.0,0.0
GERAL,GERAL,2,SATURDAY,24,4,0.16666666666666666,0.116659,2.5,0.5
GERAL,GERAL,2,SATURDAY,19,0,0.0,0.114964,0.0,0.0
GERAL,GERAL,2,SATURDAY,53,2,0.03773584905660377,0.192452,4.0,0.0
GERAL,GERAL,2,SATURDAY,112,4,0.03571428571428571,0.529155,11.0,0.0
GERAL,GERAL,2,SATURDAY,314,9,0.028662420382165606,1.939763,1.0,0.0
GERAL,GERAL,2,SATURDAY,268,2,0.007462686567164179,0.352055,0.0,0.0
GERAL,GERAL,2,SATURDAY,584,16,0.0273972602739726,9.166186,2.0,1.0
GERAL,GERAL,2,SATURDAY,30,10,0.3333333333333333,0.760234,7.0,1.0
GERAL,GERAL,2,SATURDAY,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,427,22,0.05152224824355972,1.740016,1.0,0.0
GERAL,GERAL,2,SATURDAY,1,1,1.0,0.248003,2.0,0.0
GERAL,GERAL,2,SATURDAY,7,1,0.14285714285714285,0.00283,1.0,0.0
GERAL,GERAL,2,SATURDAY,714,1,0.0014005602240896359,6.604845,6.0,0.0
GERAL,GERAL,2,SATURDAY,743,1,0.0013458950201884253,5.370572,8.0,0.0
GERAL,GERAL,2,SATURDAY,831,1,0.0012033694344163659,6.44301,10.0,0.0
GERAL,GERAL,2,SATURDAY,791,1,0.0012642225031605564,5.185202,15.0,0.0
GERAL,GERAL,2,SATURDAY,521,1,0.0019193857965451055,5.256199,11.0,0.0
GERAL,GERAL,2,SATURDAY,583,1,0.0017152658662092624,5.278382,11.0,0.0
GERAL,GERAL,2,SATURDAY,26,1,0.038461538461538464,0.09,0.0,0.0
GERAL,GERAL,2,SATURDAY,195,0,0.0,0.520108,6.0,0.0
GERAL,GERAL,2,SATURDAY,907,4,0.004410143329658214,3.246263,31.0,0.0
GERAL,GERAL,2,SATURDAY,945,2,0.0021164021164021165,2.662112,1.0,0.0
GERAL,GERAL,2,SATURDAY,592,0,0.0,1.798566,1.0,0.0
GERAL,GERAL,2,SATURDAY,167,0,0.0,1.859661,0.0,0.0
GERAL,GERAL,2,SATURDAY,20,8,0.4,0.723533,3.500002,0.0
GERAL,GERAL,2,SATURDAY,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,63,1,0.015873015873015872,0.170025,0.0,0.0
GERAL,GERAL,2,SATURDAY,595,2,0.0033613445378151263,3.239769,26.0,0.0
GERAL,GERAL,2,SATURDAY,1423,0,0.0,4.504871,31.0,0.0
GERAL,GERAL,2,SATURDAY,640,0,0.0,2.36637,20.0,0.0
GERAL,GERAL,2,SATURDAY,1123,2,0.0017809439002671415,3.231486,2.0,0.0
GERAL,GERAL,2,SATURDAY,368,1,0.002717391304347826,2.171365,5.0,0.0
GERAL,GERAL,2,SATURDAY,10,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,17,4,0.23529411764705882,10.036557,1.0,0.0
GERAL,GERAL,2,SATURDAY,10,2,0.2,5.5,0.0,0.0
GERAL,GERAL,2,SATURDAY,120,0,0.0,0.253214,0.0,0.0
GERAL,GERAL,2,SATURDAY,22,0,0.0,0.063352,0.0,0.0
GERAL,GERAL,2,SATURDAY,800,0,0.0,2.494402,15.0,0.0
GERAL,GERAL,2,SATURDAY,1086,1,0.0009208103130755065,4.253952,19.0,0.0
GERAL,GERAL,2,SATURDAY,854,15,0.01756440281030445,2.469544,1.0,0.0
GERAL,GERAL,2,SATURDAY,517,1,0.0019342359767891683,1.792889,2.0,0.0
GERAL,GERAL,2,SATURDAY,109,0,0.0,0.212614,0.0,0.0
GERAL,GERAL,2,SATURDAY,194,6,0.030927835051546393,0.39548,0.0,0.0
GERAL,GERAL,2,SATURDAY,8,1,0.125,1.55,1.0,0.0
GERAL,GERAL,2,SATURDAY,222,4,0.018018018018018018,0.440341,0.0,0.0
GERAL,GERAL,3,SUNDAY,152,35,0.23026315789473684,3.731068,18.583334,0.0
GERAL,GERAL,3,SUNDAY,89,30,0.33707865168539325,1.644603,19.344324,0.0
GERAL,GERAL,3,SUNDAY,243,103,0.42386831275720166,6.078456,40.672224,0.0
GERAL,GERAL,3,SUNDAY,131,48,0.366412213740458,2.183761,17.0,0.0
GERAL,GERAL,3,SUNDAY,101,20,0.19801980198019803,6.071754,33.2,0.0
GERAL,GERAL,3,SUNDAY,222,84,0.3783783783783784,1.659619,38.242424,0.0
GERAL,GERAL,3,SUNDAY,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,SUNDAY,296,26,0.08783783783783784,10.423045,4.0,0.0
GERAL,GERAL,3,SUNDAY,235,17,0.07234042553191489,7.849804,9.0,0.0
GERAL,GERAL,3,SUNDAY,550,44,0.08,21.83634,6.0,0.0
GERAL,GERAL,3,SUNDAY,238,15,0.06302521008403361,3.763537,2.0,0.0
GERAL,GERAL,3,SUNDAY,317,36,0.11356466876971609,13.012849,11.0,0.0
GERAL,GERAL,3,SUNDAY,367,31,0.08446866485013624,13.28048,8.0,0.0
GERAL,GERAL,3,SUNDAY,37,4,0.10810810810810811,1.511072,0.0,0.0
GERAL,GERAL,3,SUNDAY,5,1,0.2,4.28,0.0,0.0
GERAL,GERAL,3,SUNDAY,528,3,0.005681818181818182,0.824657,8.0,0.0
GERAL,GERAL,3,SUNDAY,482,2,0.004149377593360996,0.903191,23.0,0.0
GERAL,GERAL,3,SUNDAY,471,2,0.004246284501061571,1.054449,11.0,1.0
GERAL,GERAL,3,SUNDAY,629,3,0.0047694753577106515,1.951168,14.0,0.0
GERAL,GERAL,3,SUNDAY,30,2,0.06666666666666667,0.315831,0.0,0.0
GERAL,GERAL,3,SUNDAY,18,1,0.05555555555555555,0.118588,0.0,0.0
GERAL,GERAL,3,SUNDAY,22,0,0.0,0.237441,0.0,0.0
GERAL,GERAL,3,SUNDAY,16,1,0.0625,0.110914,0.0,0.0
GERAL,GERAL,3,SUNDAY,19,1,0.05263157894736842,0.188246,0.0,0.0
GERAL,GERAL,3,SUNDAY,790,2,0.002531645569620253,1.82559,13.0,0.0
GERAL,GERAL,3,SUNDAY,365,2,0.005479452054794521,1.3772,18.0,0.0
GERAL,GERAL,3,SUNDAY,17,0,0.0,0.244731,0.0,0.0
GERAL,GERAL,3,SUNDAY,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,SUNDAY,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,SUNDAY,210,1,0.004761904761904762,0.732571,0.0,0.0
GERAL,GERAL,3,SUNDAY,94,0,0.0,0.383503,0.0,0.0
GERAL,GERAL,3,SUNDAY,128,0,0.0,0.43041,0.0,0.0
GERAL,GERAL,3,SUNDAY,228,0,0.0,0.889943,1.0,0.0
GERAL,GERAL,3,SUNDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,SUNDAY,130,0,0.0,0.462468,0.0,0.0
GERAL,GERAL,3,SUNDAY,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,SUNDAY,8,2,0.25,1.319936,0.793201,0.0
GERAL,GERAL,3,SUNDAY,304,3,0.009868421052631578,0.759257,16.0,0.0
GERAL,GERAL,3,SUNDAY,267,0,0.0,0.823598,1.0,0.0
GERAL,GERAL,3,SUNDAY,977,0,0.0,3.297773,4.0,0.0
GERAL,GERAL,3,SUNDAY,160,2,0.0125,1.03,4.0,0.0
GERAL,GERAL,3,SUNDAY,357,2,0.0056022408963585435,1.110228,1.0,0.0
GERAL,GERAL,3,SUNDAY,1234,3,0.0024311183144246355,2.733839,28.0,0.0
GERAL,GERAL,3,SUNDAY,1619,1,0.0006176652254478073,4.152139,33.0,0.0
GERAL,GERAL,3,SUNDAY,7986,6,0.0007513148009015778,7.468041,0.0,0.0
GERAL,GERAL,3,SUNDAY,7596,8,0.00105318588730911,6.398152,0.0,0.0
GERAL,GERAL,3,SUNDAY,9219,3,0.0003254149040026033,8.445776,0.0,0.0
GERAL,GERAL,3,SUNDAY,9475,7,0.0007387862796833773,8.272095,0.0,0.0
GERAL,GERAL,3,SUNDAY,1024,0,0.0,2.627975,26.0,0.0
GERAL,GERAL,3,SUNDAY,7924,3,0.0003785966683493185,6.77084,0.0,0.0
GERAL,GERAL,3,SUNDAY,1089,0,0.0,2.402685,30.0,0.0
GERAL,GERAL,3,SUNDAY,1196,0,0.0,2.471233,17.0,0.0
GERAL,GERAL,3,SUNDAY,972,0,0.0,2.432902,15.0,0.0
GERAL,GERAL,3,SUNDAY,7819,8,0.0010231487402481137,6.970936,0.0,0.0
GERAL,GERAL,3,SUNDAY,9,0,0.0,0.007954,0.0,0.0
GERAL,GERAL,3,SUNDAY,26,0,0.0,0.03344,0.0,0.0
GERAL,GERAL,3,SUNDAY,16,0,0.0,0.019794,0.0,0.0
GERAL,GERAL,3,SUNDAY,35,0,0.0,0.043375,0.0,0.0
GERAL,GERAL,3,SUNDAY,4,0,0.0,0.002261,0.0,0.0
GERAL,GERAL,3,SUNDAY,2,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,SUNDAY,9,0,0.0,0.0,0.0,0.0
