shopping,shopping_sigla,campanha,audiencia,data,impressoes,cliques,custo,conversoes,valor_conversoes
GERAL,GERAL,[SEARCH - AJFANS - GS],791139245467,2025-07-14,36,11,0.545833,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],958956277844,2025-07-14,10,3,0.235351,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],1086950275831,2025-07-14,13,2,0.017628,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],1964009779373,2025-07-14,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],1965616527726,2025-07-14,37,11,0.56,10.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],2062563601327,2025-07-14,8,1,0.02,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],2330944976154,2025-07-14,13,5,0.36,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],2366257488666,2025-07-14,40,7,0.3,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],45786871609,2025-07-14,51,6,1.58,7.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],47984196266,2025-07-14,9,3,0.72,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668101375,2025-07-14,26,4,1.209565,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668101615,2025-07-14,24,5,0.6,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668102215,2025-07-14,4,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668102335,2025-07-14,19,2,0.23,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668102455,2025-07-14,44,2,0.219992,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668103415,2025-07-14,18,3,0.816163,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668103655,2025-07-14,36,6,0.73,10.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668103775,2025-07-14,23,3,0.87,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],51668103895,2025-07-14,33,10,2.832437,12.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],55963842637,2025-07-14,5,1,0.03,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56923565457,2025-07-14,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56923565577,2025-07-14,7,4,0.16,9.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56923565697,2025-07-14,15,3,0.495969,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56923565817,2025-07-14,9,1,0.41,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56976469418,2025-07-14,82,15,2.532948,16.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],56976469538,2025-07-14,29,3,0.27,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],59213574491,2025-07-14,4,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],63253025299,2025-07-14,1,1,0.85,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],75957715300,2025-07-14,24,3,0.21,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],75957715540,2025-07-14,16,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],124892052055,2025-07-14,24,3,1.88,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],298229924760,2025-07-14,58,11,1.73,10.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],326804463039,2025-07-14,67,11,1.973784,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],326804463079,2025-07-14,35,4,0.52,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],334585072960,2025-07-14,34,6,0.657628,10.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],345904698375,2025-07-14,23,2,0.15,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],345911565103,2025-07-14,56,7,1.07,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],345911565263,2025-07-14,48,6,1.370837,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],345911565303,2025-07-14,43,4,0.901538,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],369713565055,2025-07-14,15,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],369713565095,2025-07-14,17,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],369713566295,2025-07-14,16,5,1.67,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],374556130747,2025-07-14,16,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],791139245467,2025-07-14,54,9,2.101894,7.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],919315162762,2025-07-14,2,1,0.695751,4.0,1.0
GERAL,GERAL,[SEARCH - AJFANS - NR],958956277844,2025-07-14,21,2,0.18,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],1086950275831,2025-07-14,87,6,1.212917,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],1964009779373,2025-07-14,7,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],1965616527286,2025-07-14,62,6,1.895611,5.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],1965616527486,2025-07-14,17,7,0.83,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],2062563601327,2025-07-14,39,2,0.27,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],2330944976114,2025-07-14,33,2,1.1,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NR],2366257488666,2025-07-14,173,21,5.235339,16.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],45786871609,2025-07-14,74,16,0.29,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],47984193746,2025-07-14,3,1,0.03,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],47984196266,2025-07-14,19,4,0.11,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51239918202,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668102455,2025-07-14,58,12,0.206673,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668103415,2025-07-14,26,6,0.18,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668103655,2025-07-14,54,7,0.091441,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668103895,2025-07-14,27,5,0.149172,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668104015,2025-07-14,34,13,0.280631,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],51668104495,2025-07-14,25,5,0.157999,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],53925721391,2025-07-14,96,19,0.427628,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],56923565457,2025-07-14,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],56923565577,2025-07-14,21,5,0.12,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],69776187145,2025-07-14,4,1,0.01,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],70176679368,2025-07-14,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],71107332891,2025-07-14,5,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],71231448750,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],73240937376,2025-07-14,4,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],75957715300,2025-07-14,35,7,0.23,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],75957715540,2025-07-14,9,4,0.1,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],92281256703,2025-07-14,6,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],103997905950,2025-07-14,67,13,0.51,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],202838584871,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],298229924760,2025-07-14,62,14,0.397628,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],326804463039,2025-07-14,76,15,0.59105,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],334585072040,2025-07-14,47,12,0.300298,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],344031553889,2025-07-14,60,11,0.176389,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],791139245467,2025-07-14,54,12,0.28,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],792196383962,2025-07-14,10,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],1965616527766,2025-07-14,178,49,1.361736,10.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],1965616527966,2025-07-14,39,8,0.16,10.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],1965616528006,2025-07-14,39,11,0.218599,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],2307998249215,2025-07-14,2,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - CS],2366257488666,2025-07-14,168,40,0.873183,12.0,0.0
GERAL,GERAL,Search (Franquias - NK),45786871609,2025-07-14,9,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NK),47984193746,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NK),51668104495,2025-07-14,6,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NK),56976936698,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NK),103997905950,2025-07-14,20,2,14.36,0.0,0.0
GERAL,GERAL,Search (Franquias - NK),326804463039,2025-07-14,8,2,4.21,0.0,0.0
GERAL,GERAL,Search (Franquias - NK),334585072960,2025-07-14,9,1,7.14,0.0,0.0
GERAL,GERAL,Search (Franquias - NK),344031553889,2025-07-14,20,1,3.685304,0.0,0.0
GERAL,GERAL,Search (Franquias - NK),345911565263,2025-07-14,12,2,8.09,0.0,0.0
GERAL,GERAL,Search (Franquias - NK),369713565735,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NK),369713565815,2025-07-14,3,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NS),45786871609,2025-07-14,2,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NS),47984193746,2025-07-14,439,19,5.970211,0.0,0.0
GERAL,GERAL,Search (Franquias - NS),51668104495,2025-07-14,11,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NS),53392831403,2025-07-14,60,2,0.892636,0.0,0.0
GERAL,GERAL,Search (Franquias - NS),92281256463,2025-07-14,6,1,0.403428,0.0,0.0
GERAL,GERAL,Search (Franquias - NS),92281256703,2025-07-14,20,1,0.388961,0.0,0.0
GERAL,GERAL,Search (Franquias - NS),103997905950,2025-07-14,9,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NR),45786871609,2025-07-14,12,1,4.95,0.0,0.0
GERAL,GERAL,Search (Franquias - NR),47984193746,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NR),56976936698,2025-07-14,4,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NR),75957715300,2025-07-14,12,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NR),326804463039,2025-07-14,14,1,9.63,0.0,0.0
GERAL,GERAL,Search (Franquias - NR),369713565815,2025-07-14,3,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - NR),374556130747,2025-07-14,5,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),45786871609,2025-07-14,23,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),47984193746,2025-07-14,3,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),51668104495,2025-07-14,5,1,3.68,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),92281256703,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),103997905950,2025-07-14,12,1,3.84,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),334585072040,2025-07-14,11,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),334585072960,2025-07-14,19,1,4.37,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),344031553889,2025-07-14,16,1,4.31,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),345911565263,2025-07-14,15,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),369713565735,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),369713565815,2025-07-14,3,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - CS),369713565975,2025-07-14,2,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),45786871609,2025-07-14,53,2,8.33,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),47984193746,2025-07-14,6,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),51668104495,2025-07-14,19,1,6.06,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),53392831403,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),92281256463,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),92281256703,2025-07-14,6,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),103997905950,2025-07-14,54,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),334585072040,2025-07-14,37,3,8.24,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),334585072960,2025-07-14,40,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),344031553889,2025-07-14,38,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),345911565263,2025-07-14,35,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),369713565735,2025-07-14,7,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),369713565815,2025-07-14,6,0,0.0,0.0,0.0
GERAL,GERAL,Search (Franquias - GS),369713565975,2025-07-14,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],45786871609,2025-07-15,42,6,0.28,7.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],47984196266,2025-07-15,13,3,0.15,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668099935,2025-07-15,13,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668101375,2025-07-15,34,7,0.768238,8.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668101495,2025-07-15,20,3,0.274936,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668101615,2025-07-15,25,6,0.42,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668101735,2025-07-15,16,3,0.13,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668102215,2025-07-15,9,2,0.081619,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668102335,2025-07-15,15,3,0.23,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668102455,2025-07-15,31,6,0.718951,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103415,2025-07-15,15,4,0.33,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103535,2025-07-15,13,1,0.09,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103655,2025-07-15,25,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103775,2025-07-15,17,1,0.28,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],51668103895,2025-07-15,15,2,0.42,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],55963842637,2025-07-15,4,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565457,2025-07-15,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565577,2025-07-15,3,1,0.04,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565697,2025-07-15,11,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56923565817,2025-07-15,8,1,0.12,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56976469418,2025-07-15,38,9,0.712552,7.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],56976469538,2025-07-15,33,5,0.59,5.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],59213574491,2025-07-15,3,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],63253024219,2025-07-15,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],63253025299,2025-07-15,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],75432192104,2025-07-15,7,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],75957715300,2025-07-15,23,3,0.22,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],75957715540,2025-07-15,13,1,0.04,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],124892052055,2025-07-15,17,1,0.13,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],283403926058,2025-07-15,20,4,0.29,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],298229924760,2025-07-15,25,1,0.22,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],326804463039,2025-07-15,34,5,0.294454,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],326804463079,2025-07-15,16,1,0.02,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],334585072960,2025-07-15,51,12,1.18,16.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345904698375,2025-07-15,36,5,0.511481,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345911565103,2025-07-15,47,8,0.89,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345911565263,2025-07-15,30,3,0.23,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],345911565303,2025-07-15,32,10,0.885127,8.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],369713565055,2025-07-15,8,1,0.01,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],369713565095,2025-07-15,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],369713566295,2025-07-15,15,4,0.6,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],374556130747,2025-07-15,11,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],791139245467,2025-07-15,42,5,0.745348,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],958956277844,2025-07-15,18,4,0.32,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1964009779173,2025-07-15,2,1,0.18,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1965616527486,2025-07-15,19,7,0.537628,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],1965616527566,2025-07-15,51,4,0.2,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - BS],2366257488666,2025-07-15,97,14,0.75,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],45786871609,2025-07-15,46,6,0.377628,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],47984196266,2025-07-15,7,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668102215,2025-07-15,5,1,0.09,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668102335,2025-07-15,29,9,0.761441,5.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668102455,2025-07-15,43,9,0.799046,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668103415,2025-07-15,13,1,0.16,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668103655,2025-07-15,25,4,0.51,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668103775,2025-07-15,17,4,0.352862,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],51668103895,2025-07-15,23,3,0.28,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],55963842637,2025-07-15,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],56923565457,2025-07-15,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],56923565577,2025-07-15,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],56923565697,2025-07-15,17,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],56923565817,2025-07-15,5,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],124892052055,2025-07-15,18,1,0.08,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],202838584871,2025-07-15,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],298229924760,2025-07-15,28,9,0.78,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],326804463039,2025-07-15,66,8,0.55,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],374556130747,2025-07-15,6,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],791139245467,2025-07-15,28,5,0.4,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],958956277844,2025-07-15,17,4,0.51,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],1964009779173,2025-07-15,8,2,0.36,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NK],2366257488666,2025-07-15,192,55,4.749477,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],45786871609,2025-07-15,30,12,0.187628,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],47984196266,2025-07-15,9,6,0.165896,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668101495,2025-07-15,5,2,0.03,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668101615,2025-07-15,4,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668102215,2025-07-15,8,3,0.06,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668102335,2025-07-15,13,4,0.037628,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668102455,2025-07-15,27,12,0.177749,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668103415,2025-07-15,11,3,0.03,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668103655,2025-07-15,15,8,0.077628,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668103775,2025-07-15,11,4,0.05,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],51668103895,2025-07-15,6,5,0.07,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],55963842637,2025-07-15,4,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56923565457,2025-07-15,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56923565577,2025-07-15,4,2,0.025037,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56923565697,2025-07-15,11,4,0.06,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56923565817,2025-07-15,7,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56976469418,2025-07-15,37,17,0.301044,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],56976469538,2025-07-15,12,6,0.09,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],75957715300,2025-07-15,15,6,0.105256,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],75957715540,2025-07-15,4,1,0.01,13.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],124892052055,2025-07-15,15,5,0.102078,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],202838584871,2025-07-15,2,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],282636819801,2025-07-15,4,3,0.031441,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],298229924760,2025-07-15,27,15,0.190761,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],326804463039,2025-07-15,46,23,0.329069,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],326804463079,2025-07-15,9,5,0.067628,6.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],334585072960,2025-07-15,24,8,0.18,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],345904698375,2025-07-15,18,10,0.11,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],345911565103,2025-07-15,36,20,0.379069,3.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],345911565263,2025-07-15,22,15,0.17,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],369713565055,2025-07-15,2,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],369713565095,2025-07-15,6,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],369713566295,2025-07-15,8,4,0.08,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],374556130747,2025-07-15,5,2,0.06,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],791139245467,2025-07-15,21,10,0.137628,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],919315162762,2025-07-15,1,0,0.0,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],958956277844,2025-07-15,6,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],1086950275831,2025-07-15,66,22,0.314931,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],1964009779373,2025-07-15,1,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],1965616527326,2025-07-15,118,66,1.315256,7.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],2062563601327,2025-07-15,30,13,0.165256,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],2270416872147,2025-07-15,2,1,0.03,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - NS],2366257488666,2025-07-15,160,86,1.47062,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],45786871609,2025-07-15,40,5,0.377628,7.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],47984196266,2025-07-15,8,2,0.2,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668101495,2025-07-15,14,2,0.06,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668101615,2025-07-15,19,4,0.324338,2.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668102215,2025-07-15,5,1,0.007628,1.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668102335,2025-07-15,15,6,0.067628,4.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668102455,2025-07-15,26,7,0.22,7.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668103415,2025-07-15,9,1,0.01,0.0,0.0
GERAL,GERAL,[SEARCH - AJFANS - GS],51668103655,2025-07-15,19,4,0.307605,1.0,0.0
