shopping,shopping_sigla,campanha_id,campanha,tipo_canal,data,impressoes,alcance,frequencia,custo,cliques,conversoes
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-07-26,32812,7074,4.63839411931015,30.54786,37,2.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-07-27,32874,6885,4.7747276688453155,30.334055,30,0.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-07-28,33757,7950,4.246163522012578,30.351963,36,4.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-07-29,32006,7063,4.5315021945349,29.174892,19,3.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-07-30,22917,5077,4.513886153240103,20.504285,18,0.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-07-31,21887,4720,4.637076271186441,19.500349,25,2.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-01,22158,4841,4.5771534806858085,19.59799,23,0.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-02,22836,4915,4.64618514750763,20.548901,18,2.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-03,23784,4922,4.832182039821211,20.612658,30,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-04,23137,4732,4.889475908706678,20.594246,22,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-05,22491,4545,4.9485148514851485,20.6096,20,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-06,23146,4563,5.072539995616919,20.460772,23,2.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-07,22397,5020,4.461553784860558,20.382391,14,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-08,21662,5121,4.230033196641281,20.336518,20,2.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-09,22554,4712,4.786502546689304,20.403998,28,0.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-10,20992,5011,4.189183795649571,20.400325,19,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-11,21949,4792,4.580342237061769,20.010219,18,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-12,21151,4997,4.232739643786272,20.203678,15,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-13,21410,5232,4.092125382262997,20.11809,18,4.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-14,21805,4813,4.530438396010804,20.110395,22,0.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-15,67439,13678,4.930472291270654,58.930154,56,2.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-16,70863,11699,6.057184374732883,62.311901,66,0.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-17,72632,12461,5.828745686542011,61.485678,59,5.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-18,71733,13550,5.293948339483395,62.398485,63,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-19,66749,13128,5.084475929311395,60.591237,58,4.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-20,69426,13394,5.183365686128117,61.391659,49,0.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-21,66100,13082,5.052744228711206,59.985049,72,5.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-22,67784,13751,4.929386953676096,60.390213,39,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-23,65756,12649,5.198513716499328,59.340013,72,5.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-24,68711,12188,5.6375943551033805,60.128909,67,5.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-25,65721,12408,5.296663442940039,58.688802,45,0.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-26,64983,12742,5.099905823261654,58.774315,58,8.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-27,64581,12081,5.345666749441271,58.113069,51,2.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-28,63346,11803,5.3669406083199185,57.535378,46,0.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-29,63597,12925,4.9204642166344295,57.150289,53,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-30,60557,12788,4.735455114169534,55.051461,74,4.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-08-31,58157,11159,5.211667712160588,51.322459,54,1.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-09-01,68597,14417,4.758063397378096,60.372086,45,2.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-09-02,69505,14544,4.778946644664466,61.929625,53,3.0
GERAL,GERAL,22803924905,[DISPLAY - STITCH - NK],DISPLAY,2025-09-03,71141,15075,4.719137645107795,63.135483,62,5.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-17,5168,4272,1.2097378277153559,30.356635,121,17.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-18,21237,15867,1.3384382681036113,92.457494,772,52.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-19,30498,19753,1.5439680048600213,62.467906,979,49.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-20,33570,21675,1.54878892733564,62.36674,1036,35.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-21,34556,21647,1.5963412944056914,62.627591,1049,37.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-22,19170,13970,1.3722261989978526,36.803325,563,22.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-23,17687,12052,1.467557251908397,31.717776,530,18.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-24,17718,12397,1.4292167459869323,30.994123,565,24.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-25,16703,12138,1.3760916131158345,30.719947,509,20.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-26,17011,11861,1.4341961048815446,30.709782,592,28.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-27,17595,12232,1.438440156965337,30.66558,549,32.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-28,16581,11704,1.416695146958305,29.890157,472,15.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-29,17221,12099,1.4233407719646252,29.252865,460,26.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-30,4004,3131,1.2788246566592143,5.855788,93,8.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-07-31,25069,15432,1.6244815966822188,41.539792,635,55.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-01,6713,4795,1.4,9.516708,159,7.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-02,1440,1025,1.4048780487804877,1.724145,53,5.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-03,1280,915,1.3989071038251366,1.595071,34,3.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-04,981,731,1.3419972640218878,1.283761,28,4.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-05,769,556,1.3830935251798562,0.974782,17,0.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-06,452,392,1.153061224489796,0.621474,8,1.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-07,2356,1769,1.3318258903335218,4.438303,50,2.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-08,21815,12818,1.7019035731003276,57.947995,675,33.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-09,16632,10068,1.6519666269368296,38.386326,514,20.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-10,29975,18135,1.6528811690102012,58.718042,788,42.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-11,25005,15677,1.5950118007271799,59.079114,662,32.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-12,24676,15861,1.5557657146459871,57.721384,613,21.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-13,3398,2292,1.4825479930191972,7.079001,114,2.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-14,21926,14239,1.5398553269190252,51.386255,656,50.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-15,26624,17381,1.531787584143605,64.849566,725,37.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-16,52842,32020,1.6502810743285448,109.18663,1432,106.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-17,41213,25872,1.5929576376004948,88.376289,1233,62.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-18,35243,22349,1.5769385654839143,88.64608,1002,50.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-19,29928,19674,1.5211954864287893,88.077938,815,62.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-20,25732,17086,1.5060283272854968,87.716294,869,37.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-21,30885,18661,1.6550559991425968,87.356062,811,57.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-22,32799,20397,1.6080305927342256,86.657503,965,55.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-23,36280,22102,1.641480409012759,86.374281,974,56.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-24,37011,22767,1.6256423771247859,85.877214,947,65.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-25,31516,20067,1.5705386953705087,85.15806,837,48.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-26,34728,21809,1.5923701224265212,84.205106,936,67.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-27,34163,21612,1.5807421802702202,84.107986,938,67.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-28,32209,20441,1.5757056895455213,82.417495,933,84.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-29,34469,21866,1.5763742797036495,81.380222,1013,84.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-30,33880,20845,1.6253298153034301,79.447413,1072,92.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-08-31,33830,21834,1.5494183383713473,75.010581,900,73.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-09-01,50823,31142,1.6319761094342047,129.973079,1245,98.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-09-02,20063,14051,1.4278699024980428,44.958899,559,43.0
GERAL,GERAL,22804609184,[Demand Gen - STITCH - NS],DEMAND_GEN,2025-09-03,22618,15484,1.4607336605528287,47.250993,554,80.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-21,9016,6301,1.4308839866687828,119.771377,206,4.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-22,28451,22937,1.2403976108471029,105.055129,962,19.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-23,16251,12555,1.294384707287933,31.663427,579,24.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-24,15433,11874,1.2997305036213576,31.132967,607,18.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-25,15621,11431,1.3665471087393928,30.648538,556,10.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-26,18047,12842,1.4053106992680269,30.717071,612,12.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-27,19792,14152,1.3985302430751838,30.952029,628,12.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-28,17351,12106,1.433256236576904,29.642111,556,25.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-29,17932,12807,1.4001717810572343,29.50148,554,14.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-30,7843,6929,1.1319093664309423,28.459599,216,18.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-07-31,9501,6616,1.4360640870616688,27.347025,257,18.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-01,3240,2784,1.1637931034482758,42.880577,112,7.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-02,1651,1568,1.0529336734693877,43.310266,44,2.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-03,2463,2127,1.157968970380818,32.731277,71,4.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-04,4515,3704,1.218952483801296,28.266451,138,11.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-05,2269,2034,1.115535889872173,30.07057,65,11.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-06,3254,2739,1.1880248265790434,30.383732,103,2.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-07,2990,2370,1.261603375527426,28.357837,85,7.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-08,3857,3195,1.2071987480438184,28.331309,129,4.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-09,3485,3037,1.1475139940730985,27.73874,107,3.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-10,6436,4623,1.3921695868483668,27.269926,200,5.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-11,8682,6168,1.4075875486381324,28.11483,258,21.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-12,10662,7185,1.4839248434237995,28.261267,327,19.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-13,11156,6692,1.6670651524208009,28.170296,349,26.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-14,10806,6733,1.6049309371751077,28.27529,367,23.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-15,25413,16311,1.558028324443627,71.037279,783,104.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-16,32834,19471,1.6863027065892866,74.342743,935,87.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-17,28641,17410,1.6450890292935094,74.067358,978,76.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-18,24630,15866,1.5523761502584141,73.82392,823,37.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-19,24032,15416,1.558899844317592,73.549673,780,52.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-20,23867,15413,1.5484980211509765,73.129125,887,39.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-21,26965,17119,1.5751504176645832,73.013351,738,49.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-22,26964,16908,1.5947480482611782,72.556745,798,43.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-23,29502,18329,1.6095804462873042,72.130103,872,75.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-24,30832,18795,1.6404362862463422,71.697765,797,57.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-25,24965,16241,1.5371590419309156,71.1242,759,144.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-26,26245,16728,1.568926351028216,70.662906,749,63.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-27,27436,17362,1.5802326920861651,69.924497,715,67.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-28,26416,16844,1.5682735692234624,69.026137,705,60.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-29,28098,18031,1.5583162331540126,67.937475,808,98.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-30,28021,17757,1.5780255673818775,66.213367,810,86.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-08-31,11861,8190,1.4482295482295482,24.842154,372,37.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-09-01,40776,25187,1.618930400603486,109.97433,1072,137.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-09-02,19231,12498,1.5387261961913907,44.988413,485,51.0
GERAL,GERAL,22804721222,[Demand Gen - STITCH - BS],DEMAND_GEN,2025-09-03,19332,12982,1.4891388075797258,47.153563,447,63.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-17,24850,17994,1.3810158941869513,119.764296,40,611.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-18,31179,21833,1.4280676040855587,124.4845,38,939.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-19,8412,6970,1.206886657101865,86.99383,43,444.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-20,15988,12468,1.2823227462303497,162.55628,58,618.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-21,14173,10768,1.3162147102526003,55.928522,19,272.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-22,8167,6619,1.2338721861308355,41.884277,21,328.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-23,13463,10472,1.2856187929717342,46.319839,22,423.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-24,10721,8669,1.236705502364748,43.969077,60,454.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-25,11785,9648,1.2214966832504146,44.653015,31,543.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-26,11650,9552,1.2196398659966499,44.718952,22,445.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-27,11677,9400,1.2422340425531915,37.098612,34,477.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-28,6883,5688,1.2100914205344586,28.923183,15,260.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-29,7009,5880,1.1920068027210884,23.018777,24,291.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-30,6462,5561,1.1620212192051789,23.68911,18,280.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-07-31,6901,5854,1.1788520669627605,22.167559,20,321.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-01,7045,5887,1.196704603363343,22.541235,22,315.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-02,7650,6402,1.1949390815370198,22.544199,33,404.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-03,7518,6154,1.2216444588885278,21.618054,32,310.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-04,5999,5124,1.1707650273224044,18.23997,25,155.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-05,7576,6328,1.1972187104930467,27.079135,29,206.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-06,4755,4002,1.1881559220389806,18.099613,15,110.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-07,6645,5632,1.1798650568181819,30.491412,26,183.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-08,6204,5179,1.1979146553388684,24.337448,25,232.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-09,4831,4069,1.1872695994101745,23.445146,30,246.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-10,3956,3304,1.1973365617433414,12.015859,4,97.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-11,8900,7452,1.1943102522812667,34.137746,31,241.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-12,6482,5482,1.1824151769427216,22.68225,22,187.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-13,7249,6104,1.1875819134993446,22.445858,11,166.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-14,6331,5301,1.1943029617053387,22.589685,38,182.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-15,11286,9327,1.2100353811514957,42.993798,67,510.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-16,13529,10459,1.2935271058418587,42.648279,40,560.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-17,10924,8715,1.253471026965003,34.17218,66,397.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-18,15813,12473,1.2677784013469093,53.103391,37,488.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-19,10810,8835,1.22354272778721,45.441528,38,314.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-20,13515,10893,1.2407050399339026,46.984028,39,465.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-21,11919,9703,1.2283829743378336,44.697538,38,453.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-22,10381,8496,1.2218691148775895,44.318351,22,463.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-23,12899,10114,1.2753608859007317,43.714361,52,527.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-24,11070,8801,1.2578116123167822,35.508543,53,389.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-25,12519,10231,1.2236340533672172,49.309957,28,355.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-26,11429,9254,1.2350334990274476,44.288216,42,319.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-27,11280,9132,1.2352168199737188,43.831953,41,394.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-28,11978,9391,1.2754765200724099,42.387742,29,462.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-29,11365,9171,1.2392323628830009,37.288021,22,405.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-30,9708,7886,1.2310423535379154,45.107629,54,498.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-08-31,10292,8146,1.2634421802111466,34.012429,33,278.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-09-01,11039,8877,1.2435507491269573,41.88419,23,234.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-09-02,16456,12890,1.2766485647788983,66.967578,45,423.0
GERAL,GERAL,22805421025,[PMAX - Benefício Stitch - BS],PERFORMANCE_MAX,2025-09-03,16458,13006,1.2654159618637553,65.934788,20,402.0
GERAL,GERAL,22805424850,[PMAX - Benefício Stitch - CS],PERFORMANCE_MAX,2025-07-17,26228,19185,1.3671097211363044,78.796062,23,341.0
GERAL,GERAL,22805424850,[PMAX - Benefício Stitch - CS],PERFORMANCE_MAX,2025-07-18,47671,32283,1.4766595421738995,166.060772,51,703.0
GERAL,GERAL,22805424850,[PMAX - Benefício Stitch - CS],PERFORMANCE_MAX,2025-07-19,21047,15716,1.339208449987274,120.711317,29,404.0
GERAL,GERAL,22805424850,[PMAX - Benefício Stitch - CS],PERFORMANCE_MAX,2025-07-20,17329,13522,1.2815411921313415,72.041472,19,224.0
